lote_interno,coste_componente_unitario,componente
2305-098,6.255,MAT271
2307-107,6.255,MAT271
2309-071,6.255,MAT271
2311-102,6.255,MAT271
2401-085,6.255,MAT271
2403-050,6.255,MAT271
2405-057,6.255,MAT271
2405-068,6.255,MAT271
2406-083,6.255,MAT271
2411-076,6.255,MAT271
2501-103,6.255,MAT271
2503-148,6.255,MAT271
2011-022,0.115,MAT272
2012-024,0.115,MAT272
2101-039,0.115,MAT272
2012-003,0.171,MAT273
2011-014,4.3333,MAT277
2101-014,4.3333,MAT277
2102-043,3.6833,MAT277
2105-099,4.3333,MAT277
2107-072,3.6833,MAT277
2109-148,3.6833,MAT277
2112-168,3.6833,MAT277
2201-122,3.6833,MAT277
2203-102,3.94,MAT277
2206-085,3.94,MAT277
2207-111,3.94,MAT277
2303-079,3.94,MAT277
2305-115,3.94,MAT277
2308-061,3.94,MAT277
2311-001,3.9413,MAT277
2312-110,3.9413,MAT277
2403-084,3.9413,MAT277
2407-097,4.532,MAT277
2501-018,4.532,MAT277
2011-001,0.64,MAT278
2011-081,0.64,MAT278
2101-036,0.64,MAT278
2101-037,0.64,MAT278
2102-059,0.69,MAT278
2105-033,0.69,MAT278
2106-006,0.7,MAT278
2107-061,0.7,MAT278
2109-054,0.7,MAT278
2109-152,0.7,MAT278
2110-012,0.7,MAT278
2110-056,0.7,MAT278
2111-023,0.7,MAT278
2111-181,0.7,MAT278
2112-081,0.73,MAT278
2201-032,0.73,MAT278
2201-121,0.73,MAT278
2202-009,0.73,MAT278
2202-038,0.73,MAT278
2203-140,0.796,MAT278
2204-030,0.796,MAT278
2204-043,0.796,MAT278
2204-045,0.796,MAT278
2204-064,0.796,MAT278
2204-066,0.796,MAT278
2204-107,0.796,MAT278
2207-019,0.85,MAT278
2207-134,0.85,MAT278
2210-018,0.85,MAT278
2211-092,0.85,MAT278
2211-113,0.85,MAT278
2212-010,0.96,MAT278
2212-045,1.14,MAT278
2301-030,1.14,MAT278
2301-092,1.21,MAT278
2302-117,1.21,MAT278
2303-075,1.21,MAT278
2304-082,1.21,MAT278
2305-048,1.21,MAT278
2306-046,1.21,MAT278
2307-034,1.21,MAT278
2308-010,1.128,MAT278
2308-015,1.128,MAT278
2308-065,1.128,MAT278
2309-078,1.128,MAT278
2310-059,1.128,MAT278
2312-010,1.128,MAT278
2312-075,1.128,MAT278
2401-005,1.128,MAT278
2401-069,1.128,MAT278
2402-042,1.128,MAT278
2402-122,1.128,MAT278
2403-112,1.128,MAT278
2404-112,1.128,MAT278
2405-136,1.096,MAT278
2406-068,1.096,MAT278
2407-034,1.096,MAT278
2407-102,1.096,MAT278
2408-021,1.096,MAT278
2408-075,1.096,MAT278
2409-112,1.096,MAT278
2410-041,1.096,MAT278
2411-117,1.096,MAT278
2412-103,1.096,MAT278
2501-095,1.096,MAT278
2502-104,1.096,MAT278
2011-018,0.0035,MAT279
2011-019,0.0035,MAT279
2012-019,0.0035,MAT279
2101-010,0.0035,MAT279
2101-038,0.0035,MAT279
2102-052,0.0035,MAT279
2103-013,0.0035,MAT279
2103-020,0.0035,MAT279
2104-039,0.0029,MAT279
2105-050,0.0029,MAT279
2105-063,0.0031,MAT279
2105-106,0.0029,MAT279
2010-048,0.145,MAT280
2011-051,3.2,MAT281
2111-137,3.5,MAT281
2011-044,0.808,MAT282
2109-113,0.8,MAT282
2112-142,0.8,MAT282
2204-022,0.8,MAT282
2011-035,1.4,MAT283
2102-002,1.4,MAT283
2011-037,14.741,MAT284
2105-070,14.741,MAT284
2109-112,14.741,MAT284
2110-011,14.741,MAT284
2111-079,14.741,MAT284
2201-048,14.741,MAT284
2202-048,14.741,MAT284
2203-086,15.4777,MAT284
2204-034,15.4777,MAT284
2205-071,15.4777,MAT284
2208-053,15.4777,MAT284
2210-061,15.4777,MAT284
2301-049,15.4777,MAT284
2304-034,11.54,MAT284
2305-018,15.4777,MAT284
2306-012,11.54,MAT284
2307-015,11.54,MAT284
2308-082,11.54,MAT284
2311-022,11.5428,MAT284
2011-038,2.93,MAT285
2109-069,2.93,MAT285
2109-173,2.93,MAT285
2112-157,2.93,MAT285
2010-047,1.25,MAT286
2102-044,1.1,MAT286
2104-068,1.1,MAT286
2105-011,1.1,MAT286
2105-105,1.1,MAT286
2107-056,1.1,MAT286
2109-150,1.1,MAT286
2110-006,1.1,MAT286
2110-101,1.1,MAT286
2111-089,1.1,MAT286
2112-106,1.1,MAT286
2112-169,1.1,MAT286
2201-069,1.1,MAT286
2202-037,1.25,MAT286
2205-001,2.13,MAT286
2206-022,2.13,MAT286
2207-009,2.13,MAT286
2207-068,2.13,MAT286
2208-028,2.13,MAT286
2209-056,2.13,MAT286
2211-037,2.13,MAT286
2301-001,2.13,MAT286
2302-017,2.13,MAT286
2303-090,2.03,MAT286
2304-053,2.03,MAT286
2305-036,2.03,MAT286
2306-127,2.03,MAT286
2309-109,2.15,MAT286
2310-101,2.15,MAT286
2311-112,2.15,MAT286
2402-074,2.15,MAT286
2403-086,2.15,MAT286
2410-046,2.9,MAT286
2501-082,2.9,MAT286
2011-079,1.15,MAT287
2101-021,1.15,MAT287
2102-013,1.15,MAT287
2103-028,1.148,MAT287
2104-016,1.152,MAT287
2105-045,1.152,MAT287
2106-082,1.15,MAT287
2107-084,1.152,MAT287
2107-104,1.15,MAT287
2109-007,1.15,MAT287
2109-122,1.15,MAT287
2109-182,1.15,MAT287
2110-133,1.15,MAT287
2112-005,1.15,MAT287
2201-036,1.15,MAT287
2201-111,1.15,MAT287
2202-020,1.15,MAT287
2204-036,1.15,MAT287
2207-030,1.15,MAT287
2207-120,1.15,MAT287
2208-125,1.3,MAT287
2210-075,1.3,MAT287
2304-004,1.552,MAT287
2304-037,1.64,MAT287
2305-079,1.64,MAT287
2306-060,1.772,MAT287
2306-134,1.772,MAT287
2307-063,1.64,MAT287
2307-113,1.64,MAT287
2308-052,1.772,MAT287
2309-046,1.772,MAT287
2309-095,1.772,MAT287
2311-097,1.772,MAT287
2401-044,1.772,MAT287
2401-073,2.14,MAT287
2402-014,1.772,MAT287
2402-040,2.14,MAT287
2402-117,2.14,MAT287
2403-007,2.14,MAT287
2403-035,2.14,MAT287
2403-074,2.14,MAT287
2404-086,2.14,MAT287
2405-032,2.14,MAT287
2405-125,2.14,MAT287
2407-017,2.14,MAT287
2407-115,1.537,MAT287
2409-028,1.537,MAT287
2410-113,1.537,MAT287
2412-087,1.537,MAT287
2502-022,1.537,MAT287
2502-106,1.537,MAT287
2503-089,1.537,MAT287
2012-009,0.0,MAT288
2012-010,0.0,MAT288
2012-011,0.0,MAT288
2012-012,0.0,MAT288
2109-050,5.7,MAT290
2109-083,5.7,MAT290
2109-084,6.5,MAT290
2109-128,6.2,MAT290
2109-129,6.5,MAT290
2109-155,6.0,MAT290
2109-157,5.7,MAT290
2109-170,6.5,MAT290
2109-178,6.2,MAT290
2110-046,5.7,MAT290
2110-065,6.5,MAT290
2110-102,5.7,MAT290
2111-038,5.7,MAT290
2111-076,6.2,MAT290
2111-114,5.7,MAT290
2111-131,6.2,MAT290
2111-185,6.2,MAT290
2112-031,5.7,MAT290
2112-065,6.2,MAT290
2112-070,6.9,MAT290
2112-127,6.9,MAT290
2112-180,6.9,MAT290
2201-011,6.2,MAT290
2201-052,6.2,MAT290
2201-059,6.4,MAT290
2201-071,6.2,MAT290
2201-100,6.2,MAT290
2202-065,6.2,MAT290
2202-096,6.9,MAT290
2202-153,6.2,MAT290
2203-055,6.2,MAT290
2203-074,7.4,MAT290
2203-098,7.4,MAT290
2203-125,6.2,MAT290
2203-163,7.3,MAT290
2204-010,7.3,MAT290
2204-072,7.3,MAT290
2204-073,7.3,MAT290
2204-110,6.8,MAT290
2205-131,6.9,MAT290
2206-101,6.9,MAT290
2206-102,6.9,MAT290
2207-045,6.9,MAT290
2207-063,7.3,MAT290
2207-094,6.95,MAT290
2207-104,7.23,MAT290
2207-109,7.3,MAT290
2207-149,6.9,MAT290
2208-031,7.3,MAT290
2208-056,7.3,MAT290
2208-067,7.15,MAT290
2208-081,7.6,MAT290
2208-093,7.1826,MAT290
2208-100,7.23,MAT290
2208-114,6.95,MAT290
2208-115,7.15,MAT290
2209-013,7.3,MAT290
2209-016,6.95,MAT290
2209-029,7.23,MAT290
2209-048,7.15,MAT290
2209-049,7.3,MAT290
2209-055,7.15,MAT290
2209-058,7.23,MAT290
2209-071,7.4,MAT290
2209-080,7.23,MAT290
2209-101,7.3,MAT290
2209-103,7.15,MAT290
2209-106,7.3,MAT290
2209-127,7.23,MAT290
2209-133,7.15,MAT290
2210-003,7.23,MAT290
2210-014,7.15,MAT290
2210-024,7.3,MAT290
2210-031,7.23,MAT290
2210-045,7.4,MAT290
2210-046,7.3,MAT290
2210-057,7.43,MAT290
2210-077,7.3,MAT290
2210-082,7.3,MAT290
2210-083,7.55,MAT290
2210-100,7.4,MAT290
2210-103,7.3,MAT290
2210-130,7.3,MAT290
2210-132,7.52,MAT290
2211-005,7.3,MAT290
2211-018,7.52,MAT290
2211-022,7.3,MAT290
2211-027,7.3,MAT290
2211-039,7.3,MAT290
2211-040,7.3,MAT290
2211-055,7.52,MAT290
2211-057,7.3,MAT290
2211-058,7.3,MAT290
2211-059,7.35,MAT290
2211-069,7.25,MAT290
2211-076,7.35,MAT290
2211-087,7.05,MAT290
2211-106,7.05,MAT290
2211-115,7.4,MAT290
2211-118,7.35,MAT290
2211-119,7.35,MAT290
2211-124,7.25,MAT290
2211-131,7.05,MAT290
2212-022,7.25,MAT290
2212-025,7.05,MAT290
2212-070,7.35,MAT290
2212-084,7.05,MAT290
2301-003,7.35,MAT290
2301-025,7.35,MAT290
2301-067,7.35,MAT290
2301-068,7.1,MAT290
2302-014,7.1,MAT290
2302-019,7.1,MAT290
2302-020,7.1,MAT290
2302-021,7.1,MAT290
2302-022,7.1,MAT290
2303-046,6.97,MAT290
2303-085,7.0452,MAT290
2304-012,6.97,MAT290
2305-027,6.9,MAT290
2305-030,7.3,MAT290
2305-035,7.15,MAT290
2306-016,7.15,MAT290
2306-017,7.15,MAT290
2306-018,7.15,MAT290
2306-019,7.15,MAT290
2306-020,7.15,MAT290
2307-005,7.15,MAT290
2307-040,7.15,MAT290
2307-041,7.0,MAT290
2308-026,6.9,MAT290
2308-038,6.9,MAT290
2308-081,6.9,MAT290
2308-099,6.9,MAT290
2309-009,6.9,MAT290
2309-032,6.9,MAT290
2309-050,6.9,MAT290
2309-067,6.9,MAT290
2309-091,6.9,MAT290
2309-108,7.15,MAT290
2310-002,6.9,MAT290
2310-035,6.9,MAT290
2310-062,6.9,MAT290
2310-074,7.15,MAT290
2310-100,6.9,MAT290
2310-113,6.9,MAT290
2311-044,6.9,MAT290
2311-081,6.9,MAT290
2311-090,6.9,MAT290
2311-119,6.9,MAT290
2312-025,6.92,MAT290
2312-042,6.92,MAT290
2312-073,6.92,MAT290
2312-109,6.92,MAT290
2401-008,6.92,MAT290
2401-026,6.92,MAT290
2401-049,6.3,MAT290
2401-050,6.92,MAT290
2401-068,6.92,MAT290
2401-099,6.92,MAT290
2402-022,6.92,MAT290
2402-051,6.7,MAT290
2402-099,6.3,MAT290
2403-070,6.7,MAT290
2403-079,6.3,MAT290
2403-095,6.3,MAT290
2403-121,6.6,MAT290
2404-042,6.6,MAT290
2404-066,6.3,MAT290
2404-094,6.3,MAT290
2405-026,6.3,MAT290
2405-070,6.3,MAT290
2405-072,6.6,MAT290
2405-117,6.3,MAT290
2405-120,6.3,MAT290
2406-001,6.3,MAT290
2406-041,6.3,MAT290
2406-076,6.3,MAT290
2406-096,6.6,MAT290
2407-029,6.3,MAT290
2407-065,6.3,MAT290
2407-113,6.35,MAT290
2408-003,6.35,MAT290
2408-047,6.3,MAT290
2408-055,6.3,MAT290
2408-104,6.3,MAT290
2408-110,6.3,MAT290
2409-056,6.3,MAT290
2410-045,6.3,MAT290
2410-068,6.1,MAT290
2410-081,6.3,MAT290
2410-097,6.1,MAT290
2411-009,6.3,MAT290
2411-014,6.5,MAT290
2411-016,6.1,MAT290
2411-039,6.3,MAT290
2411-059,6.1,MAT290
2411-084,6.1,MAT290
2411-086,6.05,MAT290
2411-122,6.3,MAT290
2411-124,6.1,MAT290
2412-002,6.1,MAT290
2412-014,6.4,MAT290
2412-052,6.1,MAT290
2412-053,6.4,MAT290
2412-054,6.1,MAT290
2412-097,6.3,MAT290
2412-110,6.3,MAT290
2501-014,6.4,MAT290
2501-027,6.3,MAT290
2501-028,6.3,MAT290
2501-033,6.3,MAT290
2501-039,6.05,MAT290
2501-060,6.3,MAT290
2501-079,6.35,MAT290
2501-080,6.35,MAT290
2501-111,6.35,MAT290
2501-112,6.7,MAT290
2502-049,6.35,MAT290
2502-050,6.35,MAT290
2502-066,6.05,MAT290
2502-077,6.35,MAT290
2502-079,6.35,MAT290
2502-089,6.65,MAT290
2503-039,6.65,MAT290
2503-040,6.65,MAT290
2503-055,6.7,MAT290
2503-112,6.65,MAT290
2503-130,6.05,MAT290
2504-006,6.72,MAT290
2504-022,6.7,MAT290
2101-029,6.761283620689655,MAT290
2104-033,6.761283620689655,MAT290
2106-048,6.761283620689655,MAT290
2108-006,6.761283620689655,MAT290
2310-041,6.761283620689655,MAT290
2111-138,6.768746686879019,MAT290
2101-032,0.068,MAT292
2103-058,0.068,MAT292
2105-115,0.0714,MAT292
2107-008,0.0714,MAT292
2107-055,0.0714,MAT292
2107-095,0.0714,MAT292
2108-062,0.0714,MAT292
2109-101,0.0714,MAT292
2109-171,0.0714,MAT292
2110-016,0.0714,MAT292
2110-058,0.0714,MAT292
2110-070,0.0714,MAT292
2110-137,0.0714,MAT292
2111-026,0.0714,MAT292
2111-059,0.0714,MAT292
2111-098,0.0714,MAT292
2111-133,0.0714,MAT292
2111-180,0.0714,MAT292
2112-069,0.0714,MAT292
2112-082,0.0714,MAT292
2201-009,0.07,MAT292
2201-026,0.07,MAT292
2201-104,0.07,MAT292
2201-127,0.07,MAT292
2202-055,0.07,MAT292
2202-075,0.07,MAT292
2202-145,0.07,MAT292
2203-041,0.0735,MAT292
2203-097,0.0735,MAT292
2203-120,0.0735,MAT292
2203-157,0.0735,MAT292
2204-051,0.0862,MAT292
2204-062,0.0799,MAT292
2205-024,0.0714,MAT292
2205-042,0.0862,MAT292
2205-079,0.0799,MAT292
2205-115,0.0799,MAT292
2206-055,0.0799,MAT292
2206-106,0.0799,MAT292
2207-036,0.0799,MAT292
2207-101,0.0799,MAT292
2207-112,0.0799,MAT292
2208-047,0.0799,MAT292
2209-009,0.0705,MAT292
2209-021,0.0705,MAT292
2209-118,0.0705,MAT292
2209-130,0.0705,MAT292
2210-066,0.0705,MAT292
2211-014,0.0705,MAT292
2211-070,0.0705,MAT292
2211-078,0.0705,MAT292
2212-091,0.0705,MAT292
2301-081,0.0705,MAT292
2302-084,0.0705,MAT292
2303-033,0.0705,MAT292
2303-050,0.0705,MAT292
2303-055,0.0705,MAT292
2303-057,0.0807,MAT292
2303-058,0.0807,MAT292
2303-065,0.0807,MAT292
2303-080,0.0807,MAT292
2304-052,0.0807,MAT292
2305-088,0.0807,MAT292
2306-014,0.0807,MAT292
2306-025,0.0807,MAT292
2306-080,0.0786,MAT292
2307-033,0.0786,MAT292
2307-051,0.0786,MAT292
2308-048,0.0786,MAT292
2309-025,0.0678,MAT292
2309-094,0.0786,MAT292
2310-099,0.0748,MAT292
2311-087,0.0748,MAT292
2312-074,0.0748,MAT292
2401-040,0.0748,MAT292
2402-080,0.0748,MAT292
2403-028,0.0748,MAT292
2404-035,0.0748,MAT292
2405-016,0.0748,MAT292
2406-037,0.0748,MAT292
2407-021,0.0748,MAT292
2407-108,0.0748,MAT292
2408-042,0.0748,MAT292
2409-004,0.0748,MAT292
2409-079,0.0748,MAT292
2410-027,0.0748,MAT292
2411-002,0.0748,MAT292
2411-045,0.0748,MAT292
2412-004,0.0748,MAT292
2501-022,0.0748,MAT292
2502-009,0.0748,MAT292
2502-067,0.0748,MAT292
2503-105,0.0748,MAT292
2101-033,0.0,MAT293
2103-057,0.098,MAT293
2109-102,0.1029,MAT293
2101-031,0.0,MAT294
2103-009,0.152,MAT294
2106-077,0.152,MAT294
2110-153,0.152,MAT294
2111-192,0.152,MAT294
2112-116,0.152,MAT294
2102-005,5.1,MAT295
2102-033,5.1,MAT295
2103-007,5.1,MAT295
2105-019,5.1,MAT295
2105-098,5.1,MAT295
2106-055,5.1,MAT295
2106-084,5.1,MAT295
2109-009,5.1,MAT295
2109-077,5.1,MAT295
2109-185,5.1,MAT295
2111-030,5.7,MAT295
2111-087,5.9,MAT295
2112-175,5.7,MAT295
2102-004,3.85,MAT296
2102-012,3.85,MAT296
2103-026,3.852,MAT296
2104-003,3.85,MAT296
2105-046,3.85,MAT296
2106-080,3.85,MAT296
2107-066,3.85,MAT296
2107-106,3.85,MAT296
2109-119,3.85,MAT296
2109-181,3.85,MAT296
2110-052,4.274,MAT296
2110-060,3.85,MAT296
2110-086,4.274,MAT296
2110-098,3.85,MAT296
2110-152,3.85,MAT296
2111-027,3.85,MAT296
2111-078,3.85,MAT296
2111-150,3.85,MAT296
2112-003,3.85,MAT296
2112-057,3.85,MAT296
2112-100,3.85,MAT296
2112-148,3.85,MAT296
2112-170,3.85,MAT296
2201-035,3.85,MAT296
2201-072,3.85,MAT296
2201-098,3.85,MAT296
2202-017,3.85,MAT296
2202-080,4.17,MAT296
2202-081,2.986,MAT296
2203-036,2.986,MAT296
2204-054,2.986,MAT296
2206-025,2.986,MAT296
2302-045,3.212,MAT296
2308-084,3.592,MAT296
2310-044,3.592,MAT296
2312-013,3.592,MAT296
2401-020,3.592,MAT296
2402-048,3.592,MAT296
2403-058,3.592,MAT296
2404-024,3.592,MAT296
2405-054,3.592,MAT296
2405-108,3.592,MAT296
2406-052,3.592,MAT296
2407-069,3.592,MAT296
2407-117,3.592,MAT296
2408-049,3.592,MAT296
2409-029,3.592,MAT296
2409-109,3.492,MAT296
2410-114,3.492,MAT296
2411-012,3.492,MAT296
2411-104,3.492,MAT296
2411-126,3.492,MAT296
2412-088,3.492,MAT296
2501-019,3.492,MAT296
2502-023,3.492,MAT296
2502-086,3.492,MAT296
2502-107,3.492,MAT296
2503-085,3.492,MAT296
2504-020,3.492,MAT296
2102-006,4.65,MAT297
2105-020,4.95,MAT297
2106-085,4.95,MAT297
2108-035,4.95,MAT297
2109-078,4.95,MAT297
2109-186,4.95,MAT297
2110-135,4.95,MAT297
2111-031,4.95,MAT297
2111-081,5.9,MAT297
2112-022,5.9,MAT297
2112-058,5.9,MAT297
2112-151,5.9,MAT297
2201-038,5.9,MAT297
2203-004,5.9,MAT297
2203-150,5.9,MAT297
2205-118,5.9,MAT297
2206-070,5.9,MAT297
2207-097,5.9,MAT297
2209-089,5.9,MAT297
2212-099,5.9,MAT297
2302-001,5.9,MAT297
2304-038,5.9,MAT297
2304-077,5.9,MAT297
2305-080,5.9,MAT297
2306-054,5.9,MAT297
2307-024,5.9,MAT297
2307-114,5.9,MAT297
2308-053,5.9,MAT297
2309-060,5.9,MAT297
2310-023,5.9,MAT297
2311-024,5.9,MAT297
2311-077,5.9,MAT297
2312-051,5.9,MAT297
2401-045,5.9,MAT297
2401-074,5.9,MAT297
2402-011,5.9,MAT297
2402-039,5.9,MAT297
2402-119,5.9,MAT297
2403-075,5.9,MAT297
2405-036,5.4,MAT297
2405-078,5.4,MAT297
2405-126,5.4,MAT297
2406-046,5.4,MAT297
2407-018,5.4,MAT297
2408-024,5.4,MAT297
2408-085,5.4,MAT297
2409-053,5.4,MAT297
2410-014,5.4,MAT297
2411-069,5.4,MAT297
2412-107,5.4,MAT297
2501-035,5.4,MAT297
2502-006,5.4,MAT297
2502-110,5.4,MAT297
2503-121,5.4,MAT297
2504-013,5.4,MAT297
2102-007,3.7,MAT298
2104-058,3.7,MAT298
2105-043,3.7,MAT298
2107-064,3.7,MAT298
2109-010,3.7,MAT298
2109-079,3.7,MAT298
2110-031,3.7,MAT298
2111-032,4.23,MAT298
2111-088,4.3,MAT298
2111-154,4.3,MAT298
2112-153,4.3,MAT298
2201-039,4.3,MAT298
2202-104,4.3,MAT298
2202-126,4.3,MAT298
2203-152,4.3,MAT298
2208-018,6.3333,MAT298
2208-122,6.3333,MAT298
2210-127,6.3333,MAT298
2211-045,6.3333,MAT298
2212-095,6.3333,MAT298
2303-030,5.85,MAT298
2102-031,3.8,MAT299
2103-048,4.3,MAT299
2109-065,4.3,MAT299
2109-117,4.3,MAT299
2109-164,4.3,MAT299
2110-019,4.3,MAT299
2111-069,4.3,MAT299
2205-020,4.6198,MAT299
2102-025,0.7,MAT300
2102-053,0.7,MAT300
2104-017,0.7,MAT300
2105-013,0.7,MAT300
2105-039,0.7,MAT300
2106-046,0.7,MAT300
2109-061,0.7,MAT300
2109-106,0.7,MAT300
2109-125,0.7,MAT300
2109-162,0.7,MAT300
2110-022,0.7,MAT300
2110-077,0.7,MAT300
2111-006,0.7,MAT300
2111-143,0.7,MAT300
2112-131,0.7,MAT300
2112-145,0.7,MAT300
2202-046,0.7,MAT300
2202-147,0.7,MAT300
2203-124,0.7,MAT300
2205-012,0.7,MAT300
2305-013,1.16,MAT301
2306-003,1.16,MAT301
2307-056,1.16,MAT301
2309-043,1.16,MAT301
2310-050,1.16,MAT301
2401-077,1.16,MAT301
2402-054,1.16,MAT301
2402-116,1.16,MAT301
2403-036,1.16,MAT301
2402-013,1.159999,MAT301
2304-009,1.1599998999999999,MAT301
2104-067,24.0,MAT302
2105-068,24.0,MAT302
2106-093,21.0,MAT302
2106-098,21.0,MAT302
2107-038,21.0,MAT302
2109-001,19.0,MAT302
2110-124,19.0,MAT302
2111-161,19.0,MAT302
2112-136,19.0,MAT302
2201-079,19.0,MAT302
2202-116,19.0,MAT302
2202-137,19.0,MAT302
2203-091,19.0,MAT302
2204-101,19.0,MAT302
2206-053,19.0,MAT302
2207-066,19.0,MAT302
2208-068,19.0,MAT302
2208-105,19.0,MAT302
2208-108,19.0,MAT302
2208-119,19.0,MAT302
2208-130,19.0,MAT302
2210-030,14.0,MAT302
2211-067,14.0,MAT302
2212-079,14.0,MAT302
2301-033,14.0,MAT302
2303-077,14.0,MAT302
2304-098,14.0,MAT302
2306-090,14.0,MAT302
2307-109,14.0,MAT302
2105-025,0.871,MAT303
2105-036,0.871,MAT303
2108-054,0.871,MAT303
2109-111,0.871,MAT303
2111-073,1.0542,MAT303
2201-021,1.2991,MAT303
2201-077,1.2992,MAT303
2202-074,1.2992,MAT303
2204-026,1.2992,MAT303
2402-086,1.236,MAT303
2403-062,1.5116,MAT303
2403-068,1.236,MAT303
2405-008,1.236,MAT303
2406-051,1.5116,MAT303
2406-065,1.236,MAT303
2406-098,1.236,MAT303
2408-018,1.236,MAT303
2410-002,1.236,MAT303
2411-066,1.236,MAT303
2502-048,1.236,MAT303
2104-066,4.43,MAT304
2107-058,4.43,MAT304
2108-007,4.43,MAT304
2110-018,4.43,MAT304
2110-067,4.43,MAT304
2201-002,4.43,MAT304
2205-063,4.71,MAT304
2209-115,4.71,MAT304
2104-057,4.2,MAT305
2105-042,4.2,MAT305
2107-065,4.2,MAT305
2108-048,4.2,MAT305
2109-059,4.2,MAT305
2110-061,4.2,MAT305
2112-152,4.2,MAT305
2112-176,4.2,MAT305
2104-056,11.5001,MAT306
2105-097,11.5,MAT306
2106-083,11.5,MAT306
2107-096,11.5,MAT306
2109-003,11.5,MAT306
2109-076,11.5,MAT306
2110-030,11.5,MAT306
2111-080,11.5,MAT306
2112-150,11.5,MAT306
2112-174,11.8,MAT306
2105-085,3.565,MAT307
2108-094,3.565,MAT307
2110-068,3.565,MAT307
2202-003,4.214,MAT307
2205-057,4.214,MAT307
2206-075,4.214,MAT307
2305-095,5.831,MAT307
2307-075,5.831,MAT307
2309-069,5.831,MAT307
2312-118,5.831,MAT307
2403-101,5.831,MAT307
2406-082,5.831,MAT307
2408-093,5.831,MAT307
2411-073,5.831,MAT307
2105-090,0.1605,MAT308
2105-114,0.1606,MAT308
2106-036,0.16,MAT308
2107-092,0.1605,MAT308
2110-149,0.1847,MAT308
2112-120,0.1698,MAT308
2202-120,0.1652,MAT308
2205-123,0.19,MAT308
2212-017,0.19,MAT308
2306-040,0.1861,MAT308
2310-090,0.1593,MAT308
2312-094,0.178,MAT308
2404-109,0.178,MAT308
2412-012,0.194,MAT308
2105-089,0.1605,MAT309
2106-035,0.1605,MAT309
2107-091,0.1605,MAT309
2110-147,0.1847,MAT309
2112-121,0.1698,MAT309
2202-122,0.1652,MAT309
2205-122,0.19,MAT309
2206-129,0.19,MAT309
2212-018,0.19,MAT309
2306-041,0.1861,MAT309
2105-088,0.1605,MAT310
2106-037,0.1605,MAT310
2107-090,0.1605,MAT310
2110-148,0.1847,MAT310
2111-039,0.1847,MAT310
2112-119,0.1698,MAT310
2202-121,0.1652,MAT310
2206-006,0.19,MAT310
2306-042,0.1861,MAT310
2312-095,0.178,MAT310
2404-110,0.178,MAT310
2412-013,0.194,MAT310
2105-082,2.55,MAT311
2105-091,1.55,MAT311
2110-111,1.55,MAT311
2201-050,2.49,MAT311
2201-051,3.99,MAT311
2201-053,1.6,MAT311
2205-032,4.19,MAT311
2205-052,1.6,MAT311
2206-084,1.6,MAT311
2210-121,1.6,MAT311
2304-050,1.6,MAT311
2306-072,1.509,MAT311
2307-090,1.509,MAT311
2311-057,1.509,MAT311
2403-119,1.509,MAT311
2406-036,1.509,MAT311
2409-033,1.509,MAT311
2105-047,1.7517,MAT312
2112-040,2.03,MAT312
2201-022,1.7517,MAT312
2202-026,2.03,MAT312
2203-028,2.03,MAT312
2205-026,2.03,MAT312
2205-141,2.03,MAT312
2206-116,2.03,MAT312
2208-011,1.7516,MAT312
2210-037,2.03,MAT312
2211-010,2.03,MAT312
2301-011,1.7517,MAT312
2304-039,1.7517,MAT312
2305-050,1.7517,MAT312
2305-112,1.8964,MAT312
2306-039,1.8964,MAT312
2307-060,1.8964,MAT312
2308-033,2.03,MAT312
2308-094,2.03,MAT312
2309-054,1.8964,MAT312
2311-012,1.8964,MAT312
2311-050,1.8964,MAT312
2312-006,1.8964,MAT312
2312-055,1.8964,MAT312
2402-076,1.8964,MAT312
2404-119,1.8964,MAT312
2405-093,1.8964,MAT312
2407-031,1.8964,MAT312
2407-127,1.8964,MAT312
2409-034,1.8964,MAT312
2503-080,1.896,MAT312
2110-114,1.911474193548387,MAT312
2111-124,1.911474193548387,MAT312
2105-048,57.13,MAT313
2106-003,57.13,MAT313
2108-098,75.912,MAT313
2111-070,75.912,MAT313
2112-063,57.1273,MAT313
2201-018,57.1266,MAT313
2202-027,57.1272,MAT313
2202-100,57.1306,MAT313
2205-028,57.12,MAT313
2205-065,57.1262,MAT313
2206-050,67.5371,MAT313
2208-010,67.5371,MAT313
2210-038,67.5371,MAT313
2211-011,67.5371,MAT313
2302-054,70.11,MAT313
2304-040,76.3851,MAT313
2305-049,76.3851,MAT313
2305-111,76.3851,MAT313
2306-038,76.3851,MAT313
2307-059,76.3851,MAT313
2308-032,76.3851,MAT313
2308-093,76.3851,MAT313
2309-053,76.3851,MAT313
2311-013,76.3851,MAT313
2311-049,76.3851,MAT313
2312-056,76.3851,MAT313
2312-101,76.3851,MAT313
2402-075,76.3851,MAT313
2403-100,76.3851,MAT313
2404-116,76.3851,MAT313
2405-090,76.3851,MAT313
2407-032,76.3851,MAT313
2407-126,76.3851,MAT313
2409-035,76.3851,MAT313
2501-049,81.616,MAT313
2502-011,81.61,MAT313
2503-079,81.616,MAT313
2108-078,71.49349189189189,MAT313
2105-049,9.1969,MAT314
2106-004,4.2647,MAT314
2110-036,11.0991,MAT314
2110-079,12.75,MAT314
2201-017,4.2652,MAT314
2202-083,15.7556,MAT314
