lote_interno,coste_componente_unitario,componente
2202-102,4.2651,MAT314
2203-063,6.1125,MAT314
2211-009,5.44,MAT314
2301-010,4.7448,MAT314
2301-079,4.7448,MAT314
2311-128,13.4398,MAT314
2401-091,5.076,MAT314
2403-091,5.078,MAT314
2404-028,5.076,MAT314
2404-118,5.078,MAT314
2405-092,5.078,MAT314
2409-036,5.078,MAT314
2411-006,5.078,MAT314
2412-060,5.078,MAT314
2502-012,5.078,MAT314
2105-037,32.795,MAT315
2106-002,32.795,MAT315
2109-052,32.795,MAT315
2109-127,32.795,MAT315
2111-043,32.795,MAT315
2111-167,32.795,MAT315
2112-025,32.795,MAT315
2112-077,32.795,MAT315
2112-146,32.795,MAT315
2112-164,32.795,MAT315
2201-019,32.795,MAT315
2202-101,32.795,MAT315
2202-115,32.795,MAT315
2205-140,43.62,MAT315
2207-038,43.62,MAT315
2210-036,47.68,MAT315
2301-080,47.68,MAT315
2302-116,47.68,MAT315
2403-092,63.47,MAT315
2404-027,63.47,MAT315
2404-117,63.47,MAT315
2405-091,63.47,MAT315
2409-037,63.47,MAT315
2411-008,63.47,MAT315
2412-061,63.47,MAT315
2502-013,63.47,MAT315
2504-003,63.47,MAT315
2105-061,4.89,MAT316
2105-113,4.89,MAT316
2106-016,4.89,MAT316
2107-035,4.89,MAT316
2110-027,4.89,MAT316
2110-097,4.89,MAT316
2110-136,4.89,MAT316
2111-083,4.8,MAT316
2112-002,4.89,MAT316
2112-099,4.89,MAT316
2201-033,4.89,MAT316
2201-089,4.89,MAT316
2202-051,4.89,MAT316
2203-003,4.89,MAT316
2203-039,4.89,MAT316
2205-055,4.89,MAT316
2208-019,4.95,MAT316
2210-050,4.95,MAT316
2212-098,4.95,MAT316
2304-005,5.09,MAT316
2307-020,5.09,MAT316
2308-054,5.09,MAT316
2309-096,5.09,MAT316
2105-080,4.928695652173913,MAT316
2105-062,3.8,MAT317
2106-015,3.8,MAT317
2107-036,3.8,MAT317
2110-041,3.8,MAT317
2111-085,5.4,MAT317
2112-098,3.8,MAT317
2201-040,7.2,MAT317
2201-087,3.8,MAT317
2202-018,3.8,MAT317
2202-071,5.4,MAT317
2202-127,5.4,MAT317
2212-096,5.4,MAT317
2308-055,5.4,MAT317
2105-052,4.828,MAT318
2108-075,4.828,MAT318
2111-190,5.1088,MAT318
2202-057,4.8288,MAT318
2205-025,4.8113,MAT318
2205-030,5.0915,MAT318
2206-054,5.0915,MAT318
2208-052,5.99,MAT318
2211-032,5.0915,MAT318
2304-045,5.99,MAT318
2305-101,5.99,MAT318
2307-072,5.99,MAT318
2308-090,5.0915,MAT318
2309-057,5.0915,MAT318
2312-029,5.0915,MAT318
2401-038,5.0915,MAT318
2404-001,5.0915,MAT318
2405-096,5.0915,MAT318
2406-033,5.0915,MAT318
2408-111,5.0915,MAT318
2502-043,3.5,MAT318
2106-027,26.0,MAT319
2108-003,26.0,MAT319
2109-096,26.0,MAT319
2110-014,26.0,MAT319
2112-021,26.0,MAT319
2112-091,26.0,MAT319
2202-029,26.0,MAT319
2202-054,26.0,MAT319
2203-025,26.0,MAT319
2205-046,26.0,MAT319
2207-021,26.0,MAT319
2207-116,26.0,MAT319
2207-146,26.0,MAT319
2210-123,26.0,MAT319
2212-063,26.0,MAT319
2303-036,26.0,MAT319
2304-057,26.0,MAT319
2304-084,26.0,MAT319
2305-128,26.0,MAT319
2306-121,26.0,MAT319
2309-058,26.0,MAT319
2310-109,26.0,MAT319
2401-011,26.0,MAT319
2401-037,26.0,MAT319
2403-107,26.0,MAT319
2404-004,26.0,MAT319
2407-057,26.0,MAT319
2408-010,26.0,MAT319
2409-019,26.0,MAT319
2409-089,26.0,MAT319
2410-101,26.0,MAT319
2411-088,26.0,MAT319
2412-115,26.0,MAT319
2501-069,26.0,MAT319
2502-035,26.0,MAT319
2502-094,26.0,MAT319
2107-014,4.636,MAT320
2109-045,4.636,MAT320
2110-054,4.636,MAT320
2111-062,4.636,MAT320
2112-020,4.636,MAT320
2201-029,4.636,MAT320
2202-053,4.88,MAT320
2203-094,4.88,MAT320
2204-081,4.88,MAT320
2205-133,4.88,MAT320
2207-098,6.62,MAT320
2207-132,6.62,MAT320
2209-116,6.62,MAT320
2210-060,6.62,MAT320
2210-124,6.62,MAT320
2211-123,6.62,MAT320
2212-059,6.62,MAT320
2212-062,6.62,MAT320
2302-010,6.62,MAT320
2302-125,6.62,MAT320
2303-035,6.62,MAT320
2304-056,6.62,MAT320
2304-083,6.62,MAT320
2305-071,6.62,MAT320
2306-120,6.62,MAT320
2307-043,6.62,MAT320
2307-094,6.62,MAT320
2309-031,6.62,MAT320
2309-104,6.62,MAT320
2310-107,6.62,MAT320
2311-066,6.62,MAT320
2312-011,6.62,MAT320
2401-010,6.62,MAT320
2401-064,6.62,MAT320
2401-101,6.62,MAT320
2402-096,6.62,MAT320
2403-108,6.62,MAT320
2404-003,6.62,MAT320
2404-051,6.62,MAT320
2404-091,6.62,MAT320
2406-069,6.62,MAT320
2407-058,6.62,MAT320
2408-012,6.62,MAT320
2409-087,6.62,MAT320
2409-115,6.62,MAT320
2410-033,6.62,MAT320
2410-102,6.62,MAT320
2411-036,6.62,MAT320
2411-089,6.62,MAT320
2412-066,6.62,MAT320
2412-114,6.62,MAT320
2501-068,6.62,MAT320
2502-092,6.62,MAT320
2503-075,6.62,MAT320
2504-033,6.62,MAT320
2107-045,0.0,MAT321
2109-060,0.0,MAT321
2111-009,0.0,MAT321
2111-189,0.0,MAT321
2201-014,0.0,MAT321
2201-108,0.0,MAT321
2202-134,0.0,MAT321
2205-104,0.0,MAT321
2206-108,0.0,MAT321
2207-099,0.0,MAT321
2209-005,0.0,MAT321
2210-052,0.0,MAT321
2211-016,0.0,MAT321
2211-017,0.0,MAT321
2211-053,0.0,MAT321
2212-034,0.0,MAT321
2212-093,0.0,MAT321
2301-028,0.0,MAT321
2301-061,0.0,MAT321
2305-087,0.0,MAT321
2306-045,0.0,MAT321
2307-012,0.0,MAT321
2308-006,0.0,MAT321
2309-037,0.0,MAT321
2310-103,0.0,MAT321
2311-027,0.0,MAT321
2311-071,0.0,MAT321
2312-002,0.0,MAT321
2312-116,0.0,MAT321
2401-035,0.0,MAT321
2402-082,0.0,MAT321
2403-122,0.0,MAT321
2404-099,0.0,MAT321
2407-036,0.0,MAT321
2407-100,0.0,MAT321
2408-045,0.0,MAT321
2408-077,0.0,MAT321
2409-060,0.0,MAT321
2410-020,0.0,MAT321
2411-112,0.0,MAT321
2412-008,0.0,MAT321
2502-068,0.0,MAT321
2108-053,0.0,MAT321
2411-107,0.0,MAT321
2107-013,12.871,MAT322
2111-063,12.871,MAT322
2112-118,12.871,MAT322
2204-050,13.42,MAT322
2207-020,13.42,MAT322
2210-059,13.19,MAT322
2308-069,13.19,MAT322
2401-063,13.19,MAT322
2404-048,13.19,MAT322
2404-090,13.19,MAT322
2407-059,13.19,MAT322
2411-035,13.19,MAT322
2412-067,13.19,MAT322
2502-091,13.19,MAT322
2503-074,13.19,MAT322
2504-034,13.19,MAT322
2108-014,9.4075,MAT323
2111-071,9.4075,MAT323
2112-076,10.2774,MAT323
2202-025,11.4161,MAT323
2206-083,12.8145,MAT323
2207-095,13.52,MAT323
2208-009,13.52,MAT323
2210-039,13.52,MAT323
2212-054,13.52,MAT323
2302-114,14.8571,MAT323
2304-041,11.264,MAT323
2306-047,11.264,MAT323
2308-095,11.26,MAT323
2309-055,12.236,MAT323
2311-011,12.236,MAT323
2312-057,12.236,MAT323
2401-090,12.236,MAT323
2405-094,12.236,MAT323
2406-038,12.236,MAT323
2407-125,12.236,MAT323
2412-063,13.11,MAT323
2108-034,0.6,MAT324
2110-071,0.6,MAT324
2111-040,0.6,MAT324
2111-109,0.6,MAT324
2112-068,0.67,MAT324
2201-025,0.67,MAT324
2201-091,0.67,MAT324
2202-030,0.67,MAT324
2202-123,0.67,MAT324
2202-144,0.67,MAT324
2203-020,0.67,MAT324
2203-100,0.64,MAT324
2208-005,0.74,MAT324
2208-039,0.74,MAT324
2208-111,0.74,MAT324
2210-095,0.97,MAT324
2301-008,0.94,MAT324
2303-001,0.94,MAT324
2305-054,0.94,MAT324
2308-027,0.94,MAT324
2311-029,1.03,MAT324
2312-009,0.85,MAT324
2401-097,0.85,MAT324
2403-001,0.85,MAT324
2404-069,0.85,MAT324
2405-118,0.85,MAT324
2407-039,0.85,MAT324
2408-076,0.85,MAT324
2409-101,0.85,MAT324
2410-107,0.85,MAT324
2412-019,0.85,MAT324
2501-064,0.85,MAT324
2501-113,0.85,MAT324
2502-095,0.85,MAT324
2503-104,0.85,MAT324
2107-028,3.28,MAT325
2108-041,3.28,MAT325
2109-062,3.28,MAT325
2109-116,3.28,MAT325
2110-051,3.28,MAT325
2110-075,3.28,MAT325
2110-116,3.28,MAT325
2111-110,3.28,MAT325
2111-171,3.28,MAT325
2112-135,3.17,MAT325
2201-057,3.26,MAT325
2201-062,3.28,MAT325
2201-070,3.26,MAT325
2202-016,3.28,MAT325
2202-097,3.28,MAT325
2203-103,3.45,MAT325
2203-131,4.01,MAT325
2207-007,3.56,MAT325
2208-006,3.65,MAT325
2208-084,3.65,MAT325
2209-135,3.65,MAT325
2211-051,4.22,MAT325
2212-089,4.22,MAT325
2301-089,5.1,MAT325
2304-021,5.0,MAT325
2307-073,5.9,MAT325
2309-014,5.9,MAT325
2310-112,3.754074074074074,MAT325
2106-065,3.0,MAT326
2107-018,3.0,MAT326
2107-089,3.0,MAT326
2110-142,3.8,MAT326
2111-160,3.8,MAT326
2112-093,3.0,MAT326
2203-059,3.3,MAT326
2204-013,3.5,MAT326
2205-059,3.4,MAT326
2205-130,3.3,MAT326
2206-043,3.3,MAT326
2206-104,3.3,MAT326
2207-064,3.3,MAT326
2207-148,3.4,MAT326
2208-099,3.4,MAT326
2209-011,3.4,MAT326
2210-007,3.4,MAT326
2211-007,3.4,MAT326
2212-004,3.4,MAT326
2305-029,3.25,MAT326
2306-058,3.25,MAT326
2306-063,3.25,MAT326
2311-059,3.7,MAT326
2311-106,3.7,MAT326
2312-034,3.7,MAT326
2312-091,3.7,MAT326
2312-113,3.7,MAT326
2401-015,3.7,MAT326
2402-023,3.7,MAT326
2403-020,3.7,MAT326
2404-034,3.7,MAT326
2405-027,3.7,MAT326
2406-079,3.7,MAT326
2412-056,4.0,MAT326
2501-067,4.0,MAT326
2503-056,3.8,MAT326
2109-056,1.148,MAT327
2110-028,1.148,MAT327
2110-096,1.148,MAT327
2111-152,1.148,MAT327
2112-094,1.148,MAT327
2112-172,1.148,MAT327
2201-037,1.148,MAT327
2201-102,1.148,MAT327
2202-088,1.148,MAT327
2203-001,1.148,MAT327
2203-072,1.148,MAT327
2205-116,1.148,MAT327
2206-068,1.148,MAT327
2207-031,1.148,MAT327
2207-121,1.148,MAT327
2208-126,1.3,MAT327
2210-076,1.3,MAT327
2212-049,1.3,MAT327
2302-005,1.3,MAT327
2303-031,1.18,MAT327
2108-096,4.929,MAT328
2109-088,4.929,MAT328
2112-155,4.929,MAT328
2203-012,4.929,MAT328
2206-076,4.929,MAT328
2206-081,4.929,MAT328
2107-027,1.85,MAT329
2110-032,1.95,MAT329
2111-169,1.95,MAT329
2112-107,2.35,MAT329
2201-068,2.35,MAT329
2203-087,3.8,MAT329
2206-023,3.804,MAT329
2206-087,3.804,MAT329
2207-069,3.804,MAT329
2208-128,3.804,MAT329
2210-102,3.804,MAT329
2302-016,3.804,MAT329
2303-060,3.804,MAT329
2109-051,0.3926,MAT330
2111-042,0.3926,MAT330
2112-024,0.3926,MAT330
2112-163,0.3926,MAT330
2202-114,0.3926,MAT330
2205-139,0.4045,MAT330
2207-037,0.4267,MAT330
2211-008,0.4267,MAT330
2403-093,0.5346,MAT330
2404-025,0.5346,MAT330
2405-089,0.5346,MAT330
2412-062,0.5346,MAT330
2502-014,0.5346,MAT330
2111-025,0.265,MAT331
2207-093,0.215,MAT331
2209-004,0.215,MAT331
2108-095,4.567,MAT332
2109-089,4.567,MAT332
2110-123,4.567,MAT332
2201-045,4.567,MAT332
2203-070,4.567,MAT332
2206-118,4.567,MAT332
2207-126,4.567,MAT332
2403-102,4.567,MAT332
2404-002,4.567,MAT332
2404-080,4.567,MAT332
2408-094,4.567,MAT332
2412-034,4.567,MAT332
2501-102,4.567,MAT332
2503-149,4.567,MAT332
2108-088,2.3,MAT333
2109-057,2.3,MAT333
2110-099,2.3,MAT333
2111-028,2.3,MAT333
2112-006,2.3,MAT333
2112-097,2.3,MAT333
2201-074,2.3,MAT333
2202-052,2.3,MAT333
2202-089,2.3,MAT333
2202-139,2.3,MAT333
2203-002,2.3,MAT333
2203-016,2.3,MAT333
2203-073,2.3,MAT333
2203-151,2.3,MAT333
2205-117,2.3,MAT333
2206-009,2.3,MAT333
2206-069,2.3,MAT333
2207-057,2.3,MAT333
2207-092,2.3,MAT333
2208-127,1.49,MAT333
2211-046,1.49,MAT333
2212-046,1.49,MAT333
2302-093,1.49,MAT333
2305-081,1.49,MAT333
2306-004,1.49,MAT333
2307-021,1.49,MAT333
2309-047,1.49,MAT333
2310-051,1.49,MAT333
2311-078,1.49,MAT333
2312-052,1.49,MAT333
2312-104,1.49,MAT333
2401-075,1.49,MAT333
2402-041,1.49,MAT333
2403-034,1.49,MAT333
2405-035,1.49,MAT333
2405-127,1.49,MAT333
2406-047,1.49,MAT333
2407-116,0.729,MAT333
2409-110,0.729,MAT333
2411-125,0.729,MAT333
2503-088,0.729,MAT333
2108-099,0.78,MAT334
2109-037,0.78,MAT334
2109-136,0.78,MAT334
2110-024,0.78,MAT334
2110-093,0.78,MAT334
2111-054,0.78,MAT334
2111-075,0.78,MAT334
2111-164,0.78,MAT334
2112-015,0.78,MAT334
2112-130,0.78,MAT334
2201-015,0.78,MAT334
2201-080,0.78,MAT334
2202-004,0.78,MAT334
2202-058,0.78,MAT334
2202-086,0.78,MAT334
2202-131,0.78,MAT334
2202-146,0.78,MAT334
2203-011,0.78,MAT334
2203-064,0.78,MAT334
2203-099,0.78,MAT334
2203-123,0.78,MAT334
2204-048,0.78,MAT334
2204-104,0.78,MAT334
2205-050,0.78,MAT334
2205-097,0.78,MAT334
2205-125,0.78,MAT334
2205-143,0.78,MAT334
2206-013,0.78,MAT334
2206-067,0.78,MAT334
2206-100,0.78,MAT334
2207-003,0.78,MAT334
2207-040,0.78,MAT334
2207-050,0.78,MAT334
2207-082,0.78,MAT334
2207-133,0.78,MAT334
2208-043,0.78,MAT334
2208-064,0.78,MAT334
2208-094,0.78,MAT334
2208-110,0.78,MAT334
2209-018,0.78,MAT334
2209-053,0.78,MAT334
2209-113,0.78,MAT334
2210-010,0.78,MAT334
2210-063,0.78,MAT334
2210-073,0.78,MAT334
2211-001,0.78,MAT334
2211-062,0.78,MAT334
2211-096,0.78,MAT334
2212-031,0.78,MAT334
2212-051,0.78,MAT334
2301-006,0.78,MAT334
2301-022,0.78,MAT334
2301-065,0.78,MAT334
2302-046,0.95,MAT334
2302-071,0.98,MAT334
2302-080,1.1,MAT334
2303-023,1.4,MAT334
2303-092,1.6,MAT334
2305-037,1.6,MAT334
2305-085,1.6,MAT334
2306-044,1.6,MAT334
2307-006,1.55,MAT334
2307-035,1.55,MAT334
2308-007,1.5,MAT334
2309-028,1.55,MAT334
2309-088,1.55,MAT334
2310-098,1.55,MAT334
2109-115,3.625,MAT336
2112-103,4.1477,MAT336
2203-138,2.8877,MAT336
2204-063,4.1477,MAT336
2205-035,4.4431,MAT336
2206-041,4.4431,MAT336
2212-037,5.2762,MAT336
2301-090,5.48,MAT336
2304-043,6.25,MAT336
2305-043,6.25,MAT336
2306-087,5.48,MAT336
2311-055,9.5,MAT336
2312-008,8.13,MAT336
2401-054,10.35,MAT336
2107-029,3.6364,MAT337
2107-060,3.6327,MAT337
2107-097,3.6328,MAT337
2108-040,3.625,MAT337
2109-031,3.625,MAT337
2109-092,3.625,MAT337
2110-117,3.625,MAT337
2111-170,3.7814,MAT337
2112-104,3.9772,MAT337
2203-076,4.119,MAT337
2205-060,4.5114,MAT337
2209-032,4.1193,MAT337
2212-090,5.9204,MAT337
2302-081,6.0,MAT337
2303-008,6.149,MAT337
2304-033,6.0,MAT337
2305-091,6.34,MAT337
2306-022,6.34,MAT337
2309-083,9.19,MAT337
2310-092,9.19,MAT337
2310-105,8.941,MAT337
2310-111,9.19,MAT337
2311-021,9.17,MAT337
2311-076,9.176,MAT337
2401-053,9.92,MAT337
2403-120,9.92,MAT337
2404-106,10.3711,MAT337
2408-036,7.05,MAT338
2408-089,7.05,MAT338
2409-045,7.05,MAT338
2411-054,6.455,MAT338
2412-044,6.455,MAT338
2501-012,4.47,MAT338
2502-002,4.55,MAT338
2503-097,4.55,MAT338
2108-011,1.95,MAT339
2109-019,1.95,MAT339
2109-159,1.95,MAT339
2110-053,1.95,MAT339
2110-069,1.95,MAT339
2110-108,1.95,MAT339
2111-142,1.95,MAT339
2112-030,1.95,MAT339
2112-079,1.95,MAT339
2112-160,1.95,MAT339
2201-030,1.95,MAT339
2201-056,1.95,MAT339
2201-118,1.95,MAT339
2202-023,1.95,MAT339
2202-044,1.95,MAT339
2202-082,1.95,MAT339
2202-132,1.95,MAT339
2203-015,2.07,MAT339
2203-067,2.07,MAT339
2203-127,2.07,MAT339
2204-020,2.07,MAT339
2204-090,2.07,MAT339
2205-081,2.0,MAT339
2205-101,2.0,MAT339
2205-128,2.0,MAT339
2207-008,2.0,MAT339
2207-028,2.0,MAT339
2212-028,2.0,MAT339
2304-010,2.07,MAT339
2306-062,2.07,MAT339
2308-083,1.967,MAT339
2309-065,1.967,MAT339
2310-043,1.967,MAT339
2311-115,1.967,MAT339
2312-014,1.967,MAT339
2401-019,1.967,MAT339
2402-046,1.967,MAT339
2403-039,1.967,MAT339
2403-057,1.967,MAT339
2404-023,2.107,MAT339
2405-053,2.107,MAT339
2406-053,2.107,MAT339
2407-068,2.107,MAT339
2408-046,2.107,MAT339
2408-048,2.107,MAT339
2409-030,2.107,MAT339
2409-111,2.007,MAT339
2410-115,2.007,MAT339
2411-013,2.007,MAT339
2411-105,2.007,MAT339
2412-089,2.007,MAT339
2501-020,2.007,MAT339
2502-024,2.007,MAT339
2502-085,2.007,MAT339
2503-086,2.007,MAT339
2504-019,2.007,MAT339
2108-016,19.9,MAT340
2109-025,19.9,MAT340
2109-149,19.9,MAT340
2110-038,19.9,MAT340
2111-045,19.9,MAT340
2201-063,19.9,MAT340
2202-015,19.9,MAT340
2202-112,19.9,MAT340
2203-052,19.9,MAT340
2204-039,19.9,MAT340
2205-094,19.9,MAT340
2206-072,19.9,MAT340
2207-022,20.95,MAT340
2208-046,20.95,MAT340
2209-057,20.95,MAT340
2210-092,26.5,MAT340
2212-006,26.5,MAT340
2302-052,26.5,MAT340
2303-052,26.5,MAT340
2304-049,26.5,MAT340
2305-066,26.5,MAT340
2307-011,41.5,MAT340
2307-097,41.5,MAT340
2108-066,11.6,MAT342
2109-035,1.0542,MAT343
2109-110,1.0542,MAT343
2109-126,1.0542,MAT343
2110-035,1.0542,MAT343
2110-037,1.0542,MAT343
2111-072,1.0542,MAT343
2112-010,1.2992,MAT343
2112-027,1.2992,MAT343
2112-075,1.2992,MAT343
2112-134,1.2992,MAT343
2201-020,1.2992,MAT343
2201-078,1.2992,MAT343
2202-011,1.2992,MAT343
2202-073,1.2992,MAT343
2203-062,1.2992,MAT343
2204-032,1.2992,MAT343
2204-093,1.2992,MAT343
2205-077,1.2992,MAT343
2206-049,1.2992,MAT343
2206-115,1.2992,MAT343
2206-124,1.2992,MAT343
2209-031,1.136,MAT343
2210-012,1.136,MAT343
2211-101,1.236,MAT343
2301-013,1.236,MAT343
2301-085,1.236,MAT343
2303-014,1.236,MAT343
2304-072,1.236,MAT343
2305-057,1.236,MAT343
2306-070,1.236,MAT343
2307-042,1.236,MAT343
2308-049,1.236,MAT343
2309-041,1.236,MAT343
2310-073,1.236,MAT343
2311-052,1.236,MAT343
2312-117,1.236,MAT343
2401-096,1.236,MAT343
2402-087,1.236,MAT343
2403-069,1.236,MAT343
2404-043,1.236,MAT343
2405-009,1.236,MAT343
2406-025,1.236,MAT343
2406-064,1.236,MAT343
2407-095,1.236,MAT343
2409-080,1.236,MAT343
2411-067,1.236,MAT343
2109-053,0.99,MAT344
2110-055,0.97,MAT344
2110-088,0.99,MAT344
2111-024,0.99,MAT344
2111-182,0.99,MAT344
2112-080,0.99,MAT344
2201-031,0.99,MAT344
2201-084,0.99,MAT344
2202-008,0.99,MAT344
2202-039,0.99,MAT344
2202-149,1.006,MAT344
2203-032,1.006,MAT344
2203-139,1.006,MAT344
2204-031,1.006,MAT344
2204-042,1.006,MAT344
2204-044,1.006,MAT344
2204-065,1.006,MAT344
2204-067,1.006,MAT344
2204-108,1.006,MAT344
2205-144,1.08,MAT344
2206-042,1.08,MAT344
2206-123,1.012,MAT344
2207-078,1.012,MAT344
2208-003,1.113,MAT344
2208-077,1.113,MAT344
2209-007,1.113,MAT344
2209-010,1.113,MAT344
2210-011,1.113,MAT344
2210-090,1.509,MAT344
2211-066,1.509,MAT344
2212-065,1.509,MAT344
2301-063,1.509,MAT344
2301-084,1.509,MAT344
2302-097,1.509,MAT344
2303-024,1.509,MAT344
2303-094,1.509,MAT344
2303-098,1.509,MAT344
2304-051,1.509,MAT344
2305-023,1.509,MAT344
2305-059,1.509,MAT344
2305-121,1.478,MAT344
2306-015,1.5,MAT344
2306-141,1.509,MAT344
2307-050,1.509,MAT344
2308-003,1.509,MAT344
2308-092,1.509,MAT344
2309-077,1.509,MAT344
2310-005,1.509,MAT344
2310-058,1.509,MAT344
2311-056,1.509,MAT344
2312-039,1.509,MAT344
2312-076,1.334,MAT344
2401-006,1.334,MAT344
2402-024,1.334,MAT344
2402-083,1.334,MAT344
2403-047,1.334,MAT344
2403-113,1.334,MAT344
2404-067,1.334,MAT344
2405-082,1.334,MAT344
2405-137,1.334,MAT344
2406-067,1.334,MAT344
2407-035,1.334,MAT344
2407-101,1.334,MAT344
2408-022,1.334,MAT344
2408-074,1.334,MAT344
2409-047,1.334,MAT344
2409-123,1.334,MAT344
2410-040,1.334,MAT344
2410-092,1.334,MAT344
2411-033,1.334,MAT344
2411-118,1.334,MAT344
2412-104,1.334,MAT344
2501-048,1.334,MAT344
2501-114,1.334,MAT344
2502-057,1.233,MAT344
2503-052,1.233,MAT344
2503-145,1.233,MAT344
2109-042,2.95,MAT345
2110-084,2.95,MAT345
2111-015,2.95,MAT345
2111-184,2.95,MAT345
2112-066,2.95,MAT345
2202-042,2.95,MAT345
2203-026,2.95,MAT345
2204-008,2.95,MAT345
2205-009,3.07,MAT345
2206-058,3.07,MAT345
2206-105,3.07,MAT345
2207-055,3.07,MAT345
2208-054,3.07,MAT345
2209-092,3.07,MAT345
2210-089,3.07,MAT345
2211-080,3.07,MAT345
2301-005,3.07,MAT345
2302-015,3.07,MAT345
2304-071,3.283,MAT345
2306-066,3.283,MAT345
2307-079,3.283,MAT345
2309-019,3.4925,MAT345
2311-025,3.4925,MAT345
2312-032,3.4925,MAT345
2402-026,3.4925,MAT345
2403-085,3.4925,MAT345
2405-102,3.4925,MAT345
2406-099,3.4925,MAT345
2407-081,3.4925,MAT345
2409-005,3.4925,MAT345
2409-010,3.4925,MAT345
2410-080,3.4925,MAT345
2412-025,3.4925,MAT345
2501-032,3.4925,MAT345
2502-072,3.4925,MAT345
2503-029,3.4925,MAT345
2111-041,0.626,MAT346
2112-026,0.626,MAT346
2112-039,0.626,MAT346
2112-114,0.626,MAT346
2302-027,0.718,MAT346
2302-053,0.718,MAT346
2302-115,0.718,MAT346
2303-054,0.809,MAT346
2111-037,4.583,MAT347
2112-029,4.913,MAT347
2112-126,4.913,MAT347
2203-084,4.913,MAT347
2305-017,5.661,MAT347
2312-119,5.661,MAT347
2404-015,5.661,MAT347
2406-011,5.661,MAT347
2409-118,5.661,MAT347
2410-058,5.661,MAT347
2411-019,5.661,MAT347
2412-035,5.661,MAT347
2501-075,5.661,MAT347
2503-016,5.661,MAT347
2503-150,5.661,MAT347
2504-039,5.661,MAT347
2201-076,5.15,MAT348
2202-091,5.15,MAT348
2203-005,5.15,MAT348
2203-105,5.15,MAT348
2205-016,5.15,MAT348
2207-058,5.15,MAT348
2209-090,5.15,MAT348
2212-097,5.15,MAT348
2302-094,5.15,MAT348
2304-006,5.7,MAT348
2305-082,5.7,MAT348
2306-005,5.7,MAT348
2307-022,5.7,MAT348
2308-056,5.7,MAT348
2309-048,5.7,MAT348
2310-052,5.7,MAT348
2312-053,5.7,MAT348
2203-009,6.711,MAT349
2203-085,6.711,MAT349
2203-136,6.711,MAT349
2204-035,6.711,MAT349
2206-062,6.854,MAT349
2210-062,6.854,MAT349
2309-021,9.615,MAT349
2311-104,9.615,MAT349
2401-086,9.615,MAT349
2402-062,9.615,MAT349
2403-026,9.615,MAT349
2404-016,9.615,MAT349
2406-057,9.615,MAT349
2407-090,9.615,MAT349
2409-121,9.615,MAT349
2410-059,9.615,MAT349
2411-020,9.615,MAT349
2411-078,9.615,MAT349
2501-003,9.615,MAT349
2503-018,9.615,MAT349
2503-151,9.615,MAT349
2504-040,9.615,MAT349
2204-098,1.0,MAT350
2206-007,1.0,MAT350
2212-100,1.56,MAT350
2204-106,4.858,MAT352
2206-061,4.858,MAT352
2306-099,8.07,MAT352
2307-029,8.07,MAT352
2309-023,8.07,MAT352
2309-068,8.07,MAT352
2309-084,8.07,MAT352
2403-027,8.07,MAT352
2501-052,8.07,MAT352
2503-009,8.07,MAT352
2503-030,8.07,MAT352
2205-027,2.6,MAT353
2206-039,2.6,MAT353
2204-114,2.5464,MAT354
2205-142,2.5127,MAT354
2206-103,2.295,MAT355
2207-029,2.295,MAT355
2207-054,2.295,MAT355
2207-147,2.295,MAT355
2208-027,2.295,MAT355
2208-091,2.295,MAT355
2209-076,2.295,MAT355
2210-055,2.295,MAT355
2211-034,2.295,MAT355
2212-027,2.295,MAT355
2212-061,2.295,MAT355
2301-073,2.3,MAT355
2302-011,2.3,MAT355
2303-003,2.3,MAT355
2304-011,2.3,MAT355
2305-062,2.3,MAT355
2306-110,2.3,MAT355
2306-136,2.3,MAT355
2308-008,2.3,MAT355
2308-031,2.3,MAT355
2405-052,2.3,MAT355
2407-070,2.3,MAT355
2410-116,2.3,MAT355
2502-025,2.3,MAT355
2503-087,2.3,MAT355
2207-107,2.75,MAT356
2208-008,2.75,MAT356
2209-014,2.75,MAT356
2301-046,2.75,MAT356
2306-036,2.75,MAT356
2311-061,2.75,MAT356
2404-102,2.75,MAT356
2410-039,2.75,MAT356
2503-021,2.75,MAT356
2208-016,6.5,MAT357
2209-039,6.5,MAT357
2212-002,6.5,MAT357
2301-070,6.0,MAT357
2306-137,6.0,MAT357
2311-074,6.0,MAT357
2404-060,6.0,MAT357
2501-057,6.0,MAT357
2501-096,6.0,MAT357
2502-075,6.0,MAT357
2210-013,9.05,MAT358
2301-064,9.05,MAT358
2304-028,9.05,MAT358
2304-096,9.05,MAT358
2305-096,9.05,MAT358
2306-076,9.05,MAT358
2307-106,9.05,MAT358
2309-022,9.05,MAT358
2311-100,9.05,MAT358
2403-048,9.05,MAT358
2403-103,9.05,MAT358
2406-089,9.05,MAT358
2408-095,9.05,MAT358
2410-056,9.05,MAT358
2411-021,9.05,MAT358
2501-004,9.05,MAT358
2503-013,9.05,MAT358
2503-152,9.05,MAT358
2212-058,11.42,MAT359
2302-124,11.42,MAT359
2305-070,11.42,MAT359
2306-118,11.42,MAT359
2307-096,11.42,MAT359
2309-102,11.42,MAT359
2311-065,11.42,MAT359
2401-036,11.42,MAT359
2401-100,11.42,MAT359
2402-095,11.42,MAT359
2404-049,11.42,MAT359
2405-130,11.42,MAT359
