articulo,lote_proveedor,lote_interno,linea
SCRE068,211124,211124,PRODUCTO ACABADO
SEM005,211124,211124,SEMIELABORADO
SEM096,211124,211124,SEMIELABORADO
MAT033,L28B041101,2112-001,PRODUCTO ACABADO
MAT316,16221-2,2112-002,PRODUCTO ACABADO
MAT296,1288-3,2112-003,PRODUCTO ACABADO
MAT242,10068-2,2112-004,PRODUCTO ACABADO
MAT287,1295,2112-005,PRODUCTO ACABADO
MAT333,1119,2112-006,PRODUCTO ACABADO
MAT241,37298870-2,2112-007,PRODUCTO ACABADO
VAR312,146CT90513,2112-008,PRODUCTO ACABADO
VAR128,146CT90515,2112-009,PRODUCTO ACABADO
MAUX020,ALB-27902RIB21,2112-011,PRODUCTO ACABADO
MAUX021,ALB-27902RIB21,2112-012,PRODUCTO ACABADO
VAR417,ALB-2092/V,2112-013,PRODUCTO ACABADO
MAT101,147,2112-014,PRODUCTO ACABADO
MAT334,148,2112-015,PRODUCTO ACABADO
MAT039,32821,2112-016,PRODUCTO ACABADO
MAT048,ALB-17261,2112-017,PRODUCTO ACABADO
MAT178,ALB-24035,2112-018,PRODUCTO ACABADO
MAT229,143960,2112-019,PRODUCTO ACABADO
MAT320,143577,2112-020,PRODUCTO ACABADO
MAT319,143326-143435,2112-021,PRODUCTO ACABADO
MAT297,PR282121,2112-022,PRODUCTO ACABADO
MAT021,232821,2112-023,PRODUCTO ACABADO
MAT330,14021,2112-024,PRODUCTO ACABADO
MAT315,0311621-3,2112-025,PRODUCTO ACABADO
MAT346,11741-2,2112-026,PRODUCTO ACABADO
MAT262,H0817011-3,2112-028,PRODUCTO ACABADO
MAT347,G0317486-4,2112-029,PRODUCTO ACABADO
MAT339,44873-2,2112-030,PRODUCTO ACABADO
MAT234,482102,2112-032,PRODUCTO ACABADO
MAT040,21320012,2112-033,PRODUCTO ACABADO
MAT239,1326,2112-034,PRODUCTO ACABADO
MAUX002,12BUFBP102021-15EUFBP1020,2112-035,PRODUCTO ACABADO
MAUX001,52EUFBP102021-2,2112-036,PRODUCTO ACABADO
MAT113,ALB-11/0000962,2112-037,PRODUCTO ACABADO
MAT235,024800,2112-038,PRODUCTO ACABADO
MAT346,11741-3,2112-039,PRODUCTO ACABADO
MAT312,110712601363,2112-040,PRODUCTO ACABADO
MAT039,ALB-BOP2112AV0062,2112-041,PRODUCTO ACABADO
MAT137,213271001,2112-042,PRODUCTO ACABADO
MAT132,101121,2112-043,PRODUCTO ACABADO
MAUX020,ALB-28303RIB21,2112-044,PRODUCTO ACABADO
MAUX021,ALB-28303RIB21,2112-045,PRODUCTO ACABADO
MAT230,036990,2112-046,PRODUCTO ACABADO
MAT056,107-3,2112-047,PRODUCTO ACABADO
VAR440,42209/1/1,2112-048,PRODUCTO ACABADO
VAR443,42209/2/1,2112-049,PRODUCTO ACABADO
VAR425,42209/3/1,2112-050,PRODUCTO ACABADO
MAUX008,42209/4/1,2112-051,PRODUCTO ACABADO
MAUX009,42209/5/1,2112-052,PRODUCTO ACABADO
MAT027,12754,2112-053,PRODUCTO ACABADO
VAR444,1074518732,2112-055,PRODUCTO ACABADO
MAT137,213261001,2112-056,PRODUCTO ACABADO
MAT296,1318,2112-057,PRODUCTO ACABADO
MAT297,PR2821,2112-058,PRODUCTO ACABADO
MAT269,C21-MA-10202/002/8/,2112-059,PRODUCTO ACABADO
MAT178,ALB-24540,2112-060,PRODUCTO ACABADO
MAT166,43131300,2112-061,PRODUCTO ACABADO
MAT154,21-10208-1,2112-062,PRODUCTO ACABADO
MAT313,MFG01062021,2112-063,PRODUCTO ACABADO
MAT234,ALB-FRA2021-1509,2112-064,PRODUCTO ACABADO
MAT345,2447V1-0945V1,2112-066,PRODUCTO ACABADO
VAR119,L1211/2021,2112-067,PRODUCTO ACABADO
MAT324,15102021,2112-068,PRODUCTO ACABADO
MAT101,159,2112-071,PRODUCTO ACABADO
MAT271,G0526802-2,2112-072,PRODUCTO ACABADO
MAT039,32821-33021,2112-073,PRODUCTO ACABADO
MAT021,233521,2112-074,PRODUCTO ACABADO
MAT323,0227N,2112-076,PRODUCTO ACABADO
MAT315,031621-1,2112-077,PRODUCTO ACABADO
MAT033,L28B2310101,2112-078,PRODUCTO ACABADO
MAT339,44873-3,2112-079,PRODUCTO ACABADO
MAT344,4+212 R,2112-080,PRODUCTO ACABADO
MAT278,48211,2112-081,PRODUCTO ACABADO
MAT041,ALB-06/0003961,2112-083,PRODUCTO ACABADO
MAT039,521494018,2112-084,PRODUCTO ACABADO
MAT048,23/PR/12/2021,2112-085,PRODUCTO ACABADO
MAT137,15186127,2112-086,PRODUCTO ACABADO
MAUX020,ALB-28935RIB21(SIN LOTE),2112-087,PRODUCTO ACABADO
MAUX021,ALB-28935RIB21,2112-088,PRODUCTO ACABADO
MAT243,1280-1,2112-089,PRODUCTO ACABADO
MAT229,143960-1,2112-090,PRODUCTO ACABADO
MAT319,143326,2112-091,PRODUCTO ACABADO
MAT067,14S24024479,2112-092,PRODUCTO ACABADO
MAT326,ALB-AV2118336,2112-093,PRODUCTO ACABADO
MAT327,120,2112-094,PRODUCTO ACABADO
MAT241,37782441,2112-095,PRODUCTO ACABADO
MAT242,1309,2112-096,PRODUCTO ACABADO
MAT333,1084-1,2112-097,PRODUCTO ACABADO
MAT317,12/021110,2112-098,PRODUCTO ACABADO
MAT316,16221-1,2112-099,PRODUCTO ACABADO
MAT296,1318-1,2112-100,PRODUCTO ACABADO
MAUX016,1423,2112-101,PRODUCTO ACABADO
MAUX023,328-1,2112-102,PRODUCTO ACABADO
MAT336,15122106,2112-103,PRODUCTO ACABADO
MAT337,07122107,2112-104,PRODUCTO ACABADO
MAT286,ALB-421312,2112-106,PRODUCTO ACABADO
MAT329,ALB-42312,2112-107,PRODUCTO ACABADO
MAT187,E231220,2112-108,PRODUCTO ACABADO
MAT178,ALB-25091,2112-109,PRODUCTO ACABADO
MAT039,33421,2112-110,PRODUCTO ACABADO
MAT040,21322004,2112-111,PRODUCTO ACABADO
MAT035,ALB-FRA2021-1563,2112-112,PRODUCTO ACABADO
MAT265,21476059,2112-113,PRODUCTO ACABADO
MAT346,11741-1,2112-114,PRODUCTO ACABADO
MAT073,07223916,2112-115,PRODUCTO ACABADO
MAT294,005-OF-21-002661,2112-116,PRODUCTO ACABADO
MAT132,131221,2112-117,PRODUCTO ACABADO
MAT322,144191,2112-118,PRODUCTO ACABADO
MAT310,301121,2112-119,PRODUCTO ACABADO
MAT308,301121,2112-120,PRODUCTO ACABADO
MAT309,301121,2112-121,PRODUCTO ACABADO
MAT071,051257,2112-122,PRODUCTO ACABADO
MAT018,H1207608,2112-123,PRODUCTO ACABADO
MAT262,H0817011-4,2112-124,PRODUCTO ACABADO
MAT271,G0526802-3,2112-125,PRODUCTO ACABADO
MAT347,G0317486,2112-126,PRODUCTO ACABADO
VAR417,09EBP100100-1,2112-128,PRODUCTO ACABADO
VAR444,1074813945,2112-129,PRODUCTO ACABADO
MAT334,151,2112-130,PRODUCTO ACABADO
MAT300,112,2112-131,PRODUCTO ACABADO
MAT056,112,2112-132,PRODUCTO ACABADO
MAT056,112-1,2112-133,PRODUCTO ACABADO
MAT325,41056,2112-135,PRODUCTO ACABADO
MAT302,61221A,2112-136,PRODUCTO ACABADO
VAR142,1001123141,2112-138,PRODUCTO ACABADO
VAR118,1001123067,2112-139,PRODUCTO ACABADO
MAUX014,1001123031,2112-140,PRODUCTO ACABADO
MAUX015,1001114059,2112-141,PRODUCTO ACABADO
MAT282,1245-1,2112-142,PRODUCTO ACABADO
MAT039,ALB-2112AV0502,2112-143,PRODUCTO ACABADO
MAUX024,LLF211200300000,2112-144,PRODUCTO ACABADO
MAT300,112-1,2112-145,PRODUCTO ACABADO
MAT315,070821,2112-146,PRODUCTO ACABADO
MAT243,1348,2112-147,PRODUCTO ACABADO
MAT296,45-003975,2112-148,PRODUCTO ACABADO
MAT241,37782441-1,2112-149,PRODUCTO ACABADO
MAT306,0320,2112-150,PRODUCTO ACABADO
MAT297,PR2821-1,2112-151,PRODUCTO ACABADO
MAT305,260721-1,2112-152,PRODUCTO ACABADO
MAT298,192-21,2112-153,PRODUCTO ACABADO
MAT257,01/022,2112-154,PRODUCTO ACABADO
MAT328,H1108710,2112-155,PRODUCTO ACABADO
MAUX018,202101094,2112-156,PRODUCTO ACABADO
MAT285,21223001,2112-157,PRODUCTO ACABADO
VAR356,QN8,2112-158,PRODUCTO ACABADO
MAT158,1485,2112-159,PRODUCTO ACABADO
MAT339,44873-4,2112-160,PRODUCTO ACABADO
MAT113,ALB-31/0021128,2112-161,PRODUCTO ACABADO
MAT048,ALB-5761196,2112-162,PRODUCTO ACABADO
MAT330,40-21,2112-163,PRODUCTO ACABADO
MAT315,070821-1,2112-164,PRODUCTO ACABADO
MAT056,112-3,2112-166,PRODUCTO ACABADO
MAT147,61347-1,2112-167,PRODUCTO ACABADO
MAT277,1307,2112-168,PRODUCTO ACABADO
MAT286,ALB-425511,2112-169,PRODUCTO ACABADO
MAT296,42-001263,2112-170,PRODUCTO ACABADO
MAT242,1309-1,2112-171,PRODUCTO ACABADO
MAT327,1343,2112-172,PRODUCTO ACABADO
MAT241,37782441-2,2112-173,PRODUCTO ACABADO
MAT306,0320-1,2112-174,PRODUCTO ACABADO
MAT295,092,2112-175,PRODUCTO ACABADO
MAT305,260721-3,2112-176,PRODUCTO ACABADO
MAT271,G0526802-4,2112-177,PRODUCTO ACABADO
MAT270,H1215932,2112-178,PRODUCTO ACABADO
MAT257,21090520006J,2112-179,PRODUCTO ACABADO
FCAR008,211219,211219,PRODUCTO ACABADO
FCAR002,211219,211219,PRODUCTO ACABADO
FCAR007,211219,211219,PRODUCTO ACABADO
SCCO002,211219,211219,PRODUCTO ACABADO
FCAR030,211219,211219,PRODUCTO ACABADO
SCRE010,211220,211220,PRODUCTO ACABADO
FCAR015,211220,211220,PRODUCTO ACABADO
SEM053,211220,211220,SEMIELABORADO
SCRE007,211220,211220,PRODUCTO ACABADO
SCRE019,211220,211220,PRODUCTO ACABADO
SEM047,211220,211220,SEMIELABORADO
FCAR003,211220,211220,PRODUCTO ACABADO
SEM005,211221,211221,SEMIELABORADO
SEM020,211221,211221,SEMIELABORADO
FCAR007,211221,211221,PRODUCTO ACABADO
FCAR019,211221,211221,PRODUCTO ACABADO
FCAR016,211221,211221,PRODUCTO ACABADO
FCAR015,211221,211221,PRODUCTO ACABADO
SEM058,211221,211221,SEMIELABORADO
SCRE044,211222,211222,PRODUCTO ACABADO
SCRE048,211222,211222,PRODUCTO ACABADO
FCAR011,211222,211222,PRODUCTO ACABADO
SCRE010,211222,211222,PRODUCTO ACABADO
SEM020,211222,211222,SEMIELABORADO
SEM092,211222,211222,SEMIELABORADO
SCRE045,211222,211222,PRODUCTO ACABADO
SCRE049,211222,211222,PRODUCTO ACABADO
SEM085,211223,211223,SEMIELABORADO
FCAR029,211223,211223,PRODUCTO ACABADO
FCAR030,211223,211223,PRODUCTO ACABADO
SCRE062,211223,211223,PRODUCTO ACABADO
SEM117,211223,211223,SEMIELABORADO
FPOS009,211223,211223,PRODUCTO ACABADO
SCRE059,211223,211223,PRODUCTO ACABADO
SCRE047,211223,211223,PRODUCTO ACABADO
SEM116,211223,211223,SEMIELABORADO
SEM095,211224,211224,SEMIELABORADO
SCRE053,2180523,2180523,PRODUCTO ACABADO
SEM058,22,22,SEMIELABORADO
MAT113,21122403,2201-001,PRODUCTO ACABADO
MAT304,1350V1,2201-002,PRODUCTO ACABADO
MAT178,ALB-26262,2201-003,PRODUCTO ACABADO
MAT268,9705,2201-004,PRODUCTO ACABADO
VAR444,2183730084,2201-005,PRODUCTO ACABADO
MAUX024,210609,2201-006,PRODUCTO ACABADO
MAUX024,210609-,2201-007,PRODUCTO ACABADO
MAUX024,210609--,2201-008,PRODUCTO ACABADO
MAT035,ALB-2021-1625_1,2201-010,PRODUCTO ACABADO
MAT132,131221-,2201-012,PRODUCTO ACABADO
MAT239,1326-1348,2201-013,PRODUCTO ACABADO
MAT334,153,2201-015,PRODUCTO ACABADO
MAT056,113,2201-016,PRODUCTO ACABADO
MAT314,1161,2201-017,PRODUCTO ACABADO
MAT313,ALB-031891,2201-018,PRODUCTO ACABADO
MAT315,070321,2201-019,PRODUCTO ACABADO
MAT303,512780,2201-021,PRODUCTO ACABADO
MAT312,ALB-031891-2,2201-022,PRODUCTO ACABADO
MAT101,153,2201-023,PRODUCTO ACABADO
MAT071,12143-.,2201-024,PRODUCTO ACABADO
MAT324,10-10-2021,2201-025,PRODUCTO ACABADO
MAT178,ALB-186,2201-027,PRODUCTO ACABADO
MAT067,M-SA273-25034,2201-028,PRODUCTO ACABADO
MAT320,143577-,2201-029,PRODUCTO ACABADO
MAT339,44873-,2201-030,PRODUCTO ACABADO
MAT344,52212R,2201-031,PRODUCTO ACABADO
MAT278,512/1,2201-032,PRODUCTO ACABADO
MAT316,G16221,2201-033,PRODUCTO ACABADO
MAT257,210905200065,2201-034,PRODUCTO ACABADO
MAT296,1350,2201-035,PRODUCTO ACABADO
MAT287,1320,2201-036,PRODUCTO ACABADO
MAT327,1343-,2201-037,PRODUCTO ACABADO
MAT297,PR2821-,2201-038,PRODUCTO ACABADO
MAT298,191DOP21,2201-039,PRODUCTO ACABADO
MAT317,121021110-,2201-040,PRODUCTO ACABADO
MAT166,43133700,2201-041,PRODUCTO ACABADO
MAUX020,ALB-179RIB22,2201-042,PRODUCTO ACABADO
MAUX021,ALB-179RIB22,2201-043,PRODUCTO ACABADO
MAT089,L131600H36,2201-044,PRODUCTO ACABADO
MAT332,H1231652,2201-045,PRODUCTO ACABADO
MAT262,H1227996,2201-046,PRODUCTO ACABADO
MAT222,H0706828,2201-047,PRODUCTO ACABADO
MAT284,46/21,2201-048,PRODUCTO ACABADO
MAT021,235021,2201-049,PRODUCTO ACABADO
MAT311,486504,2201-050,PRODUCTO ACABADO
MAT311,1274,2201-051,PRODUCTO ACABADO
MAT311,4984,2201-053,PRODUCTO ACABADO
MAT132,201221,2201-054,PRODUCTO ACABADO
MAT339,45012,2201-056,PRODUCTO ACABADO
MAT325,41270,2201-057,PRODUCTO ACABADO
MAT035,012201,2201-058,PRODUCTO ACABADO
MAT268,125201-13202-125404,2201-061,PRODUCTO ACABADO
MAT325,12012200,2201-062,PRODUCTO ACABADO
MAT340,45231,2201-063,PRODUCTO ACABADO
MAT257,21090520006J-,2201-064,PRODUCTO ACABADO
MAT056,114,2201-065,PRODUCTO ACABADO
MAT178,ALB-639,2201-066,PRODUCTO ACABADO
MAT038,ES120122,2201-067,PRODUCTO ACABADO
MAT329,ALB-304419,2201-068,PRODUCTO ACABADO
MAT286,ALB-304419,2201-069,PRODUCTO ACABADO
MAT325,41329,2201-070,PRODUCTO ACABADO
MAT296,1350-1,2201-072,PRODUCTO ACABADO
MAT242,1309-2,2201-073,PRODUCTO ACABADO
MAT333,1197,2201-074,PRODUCTO ACABADO
MAT241,37782441-3,2201-075,PRODUCTO ACABADO
MAT348,050,2201-076,PRODUCTO ACABADO
MAT303,L512780110751,2201-077,PRODUCTO ACABADO
MAT302,061221A,2201-079,PRODUCTO ACABADO
MAT334,1,2201-080,PRODUCTO ACABADO
MAUX002,86EUFBP-87EUFBP-88EUFBP,2201-081,PRODUCTO ACABADO
MAT344,02222R,2201-084,PRODUCTO ACABADO
MAT101,1,2201-085,PRODUCTO ACABADO
MAT041,21257020,2201-086,PRODUCTO ACABADO
MAT317,121021110-1,2201-087,PRODUCTO ACABADO
MAT241,37782441-4,2201-088,PRODUCTO ACABADO
MAT316,G16221-1,2201-089,PRODUCTO ACABADO
MAT324,15-10-2021,2201-091,PRODUCTO ACABADO
VAR444,1070123436,2201-092,PRODUCTO ACABADO
VAR423,1001152190,2201-093,PRODUCTO ACABADO
MAT048,ALB-02524951,2201-094,PRODUCTO ACABADO
MAT101,3,2201-095,PRODUCTO ACABADO
MAUX020,ALB-1790RIB22,2201-096,PRODUCTO ACABADO
MAUX021,ALB-1790RIB22,2201-097,PRODUCTO ACABADO
MAT296,1350-2,2201-098,PRODUCTO ACABADO
MAT242,1309-3,2201-099,PRODUCTO ACABADO
MAT234,ALB-202200038,2201-101,PRODUCTO ACABADO
MAT327,1361,2201-102,PRODUCTO ACABADO
MAT241,38129127,2201-103,PRODUCTO ACABADO
MAT144,0116768,2201-105,PRODUCTO ACABADO
MAT239,2010,2201-106,PRODUCTO ACABADO
MAT154,21-10208-2,2201-107,PRODUCTO ACABADO
MAT035,ALB-FRA2022-1036,2201-109,PRODUCTO ACABADO
MAT242,1309-4,2201-110,PRODUCTO ACABADO
MAT287,1355,2201-111,PRODUCTO ACABADO
MAT241,38129127-1,2201-112,PRODUCTO ACABADO
VAR440,43782/1/1,2201-113,PRODUCTO ACABADO
MAUX012,43782/2/1,2201-114,PRODUCTO ACABADO
MAUX009,43782/3/1,2201-115,PRODUCTO ACABADO
MAUX008,43782/4/1,2201-116,PRODUCTO ACABADO
MAT035,032205,2201-117,PRODUCTO ACABADO
MAT339,45012-1,2201-118,PRODUCTO ACABADO
MAT262,H1227996-1,2201-119,PRODUCTO ACABADO
MAT271,G0922700-1,2201-120,PRODUCTO ACABADO
MAT278,04221,2201-121,PRODUCTO ACABADO
MAT277,1307-1,2201-122,PRODUCTO ACABADO
MAT166,43134400,2201-123,PRODUCTO ACABADO
MAT265,21477431,2201-124,PRODUCTO ACABADO
MAT113,00794/4,2201-125,PRODUCTO ACABADO
MAT161,121110,2201-126,PRODUCTO ACABADO
SEM127,220125,220125,SEMIELABORADO
FPER032,220125,220125,PRODUCTO ACABADO
SEM082,220125,220125,SEMIELABORADO
MAT039,ALB-BOP2201AV0206,2202-001,PRODUCTO ACABADO
MAT174,ES101121/ES01/0282,2202-002,PRODUCTO ACABADO
MAT307,H1129117,2202-003,PRODUCTO ACABADO
MAT334,4,2202-004,PRODUCTO ACABADO
MAT166,43134400/43201700,2202-005,PRODUCTO ACABADO
MAUX020,ALB-242RIB22,2202-006,PRODUCTO ACABADO
MAUX021,ALB-242RIB22,2202-007,PRODUCTO ACABADO
MAT344,0422212,2202-008,PRODUCTO ACABADO
MAT278,05221,2202-009,PRODUCTO ACABADO
MAUX017,43354/1/1,2202-010,PRODUCTO ACABADO
MAT269,LC21/MD/102021/002/B,2202-012,PRODUCTO ACABADO
MAT033,L28130411101,2202-014,PRODUCTO ACABADO
MAT340,45231-1,2202-015,PRODUCTO ACABADO
MAT325,01022200,2202-016,PRODUCTO ACABADO
MAT296,1350-4,2202-017,PRODUCTO ACABADO
MAT317,121021110-3,2202-018,PRODUCTO ACABADO
MAT241,351129127,2202-019,PRODUCTO ACABADO
MAT287,13552021,2202-020,PRODUCTO ACABADO
MAT242,1309-5,2202-021,PRODUCTO ACABADO
MAT339,4512-2,2202-023,PRODUCTO ACABADO
MAT239,2020,2202-024,PRODUCTO ACABADO
MAT323,UCP9N,2202-025,PRODUCTO ACABADO
MAT312,134051,2202-026,PRODUCTO ACABADO
MAT313,030221,2202-027,PRODUCTO ACABADO
MAT229,144466,2202-028,PRODUCTO ACABADO
MAT319,143326-1,2202-029,PRODUCTO ACABADO
MAT324,15-10-2021-1,2202-030,PRODUCTO ACABADO
MAT166,43201700,2202-031,PRODUCTO ACABADO
MAT013,L134700623,2202-032,PRODUCTO ACABADO
MAT021,0221,2202-033,PRODUCTO ACABADO
MAT196,210519,2202-034,PRODUCTO ACABADO
MAT129,220120,2202-035,PRODUCTO ACABADO
MAT130,21278AG,2202-036,PRODUCTO ACABADO
MAT286,ALB-313385,2202-037,PRODUCTO ACABADO
MAT278,05221-1,2202-038,PRODUCTO ACABADO
MAT344,05222R,2202-039,PRODUCTO ACABADO
MAT042,010222,2202-040,PRODUCTO ACABADO
MAT228,070222,2202-041,PRODUCTO ACABADO
MAT345,240402,2202-042,PRODUCTO ACABADO
MAUX024,04/02/2022,2202-043,PRODUCTO ACABADO
MAT339,54012-3,2202-044,PRODUCTO ACABADO
MAT158,120490,2202-045,PRODUCTO ACABADO
MAT300,3,2202-046,PRODUCTO ACABADO
MAT056,3,2202-047,PRODUCTO ACABADO
MAT284,46/21-1,2202-048,PRODUCTO ACABADO
MAT262,H1227996-2,2202-049,PRODUCTO ACABADO
MAT270,10126962,2202-050,PRODUCTO ACABADO
MAT316,G16221-2,2202-051,PRODUCTO ACABADO
MAT333,1197-1,2202-052,PRODUCTO ACABADO
MAT320,144065/143577,2202-053,PRODUCTO ACABADO
MAT319,143326/144907,2202-054,PRODUCTO ACABADO
MAT233,ALB-2644,2202-056,PRODUCTO ACABADO
MAT318,020222,2202-057,PRODUCTO ACABADO
MAT334,6,2202-058,PRODUCTO ACABADO
MAT132,201221/110122,2202-059,PRODUCTO ACABADO
MAT239,2020/2032,2202-060,PRODUCTO ACABADO
VAR444,1070427756,2202-062,PRODUCTO ACABADO
MAT035,062202,2202-063,PRODUCTO ACABADO
MAT113,ALB-31/0002138,2202-064,PRODUCTO ACABADO
VAR443,44494/2/1,2202-066,PRODUCTO ACABADO
MAUX020,ALB-3347RIB22,2202-067,PRODUCTO ACABADO
MAUX021,ALB-3347RIB22,2202-068,PRODUCTO ACABADO
MAT021,202722,2202-069,PRODUCTO ACABADO
MAT021,203422,2202-070,PRODUCTO ACABADO
MAT317,121021110---,2202-071,PRODUCTO ACABADO
MAT260,2135271021,2202-072,PRODUCTO ACABADO
MAT303,110813-512780,2202-074,PRODUCTO ACABADO
MAUX020,140222,2202-076,PRODUCTO ACABADO
MAUX010,44494/1/1,2202-077,PRODUCTO ACABADO
VAR431,44494/3/1,2202-078,PRODUCTO ACABADO
VAR425,44494/4/1,2202-079,PRODUCTO ACABADO
MAT296,1350-,2202-080,PRODUCTO ACABADO
MAT296,01/04/2021,2202-081,PRODUCTO ACABADO
MAT339,47291,2202-082,PRODUCTO ACABADO
MAT314,1237,2202-083,PRODUCTO ACABADO
MAT246,100527106,2202-084,PRODUCTO ACABADO
MAT262,I0207107,2202-085,PRODUCTO ACABADO
MAT334,6-,2202-086,PRODUCTO ACABADO
MAT257,220120,2202-087,PRODUCTO ACABADO
MAT327,1361-,2202-088,PRODUCTO ACABADO
MAT333,1329,2202-089,PRODUCTO ACABADO
MAT241,38733920,2202-090,PRODUCTO ACABADO
MAT348,032,2202-091,PRODUCTO ACABADO
MAT242,2024,2202-093,PRODUCTO ACABADO
MAT104,0103084605,2202-094,PRODUCTO ACABADO
MAT325,15022202,2202-097,PRODUCTO ACABADO
MAT048,ALB-5908211,2202-098,PRODUCTO ACABADO
MAT187,E231220 Y E301220,2202-099,PRODUCTO ACABADO
MAT313,170222,2202-100,PRODUCTO ACABADO
MAT315,070821-,2202-101,PRODUCTO ACABADO
MAT314,1161-,2202-102,PRODUCTO ACABADO
VAR444,1070320483,2202-103,PRODUCTO ACABADO
MAT298,024DOP-22,2202-104,PRODUCTO ACABADO
VAR408,ALB-220207_1,2202-105,PRODUCTO ACABADO
VAR121,ALB-220207,2202-106,PRODUCTO ACABADO
MAUX018,10546750,2202-107,PRODUCTO ACABADO
MAT261,0002170222,2202-108,PRODUCTO ACABADO
MAT265,21477431-,2202-109,PRODUCTO ACABADO
VAR113,01177331,2202-110,PRODUCTO ACABADO
MAT021,204222,2202-111,PRODUCTO ACABADO
MAT340,45231-,2202-112,PRODUCTO ACABADO
MAT139,C028212726814-C028EH20060,2202-113,PRODUCTO ACABADO
MAT330,L40-21-,2202-114,PRODUCTO ACABADO
MAT315,110321,2202-115,PRODUCTO ACABADO
MAT302,170222C,2202-116,PRODUCTO ACABADO
MAT233,ALB-3122,2202-117,PRODUCTO ACABADO
MAT178,ALB-3315,2202-118,PRODUCTO ACABADO
MAT021,203322,2202-119,PRODUCTO ACABADO
MAT308,13-01-22,2202-120,PRODUCTO ACABADO
MAT310,13-01-22,2202-121,PRODUCTO ACABADO
MAT309,13-01-22,2202-122,PRODUCTO ACABADO
MAT324,R61021,2202-123,PRODUCTO ACABADO
MAT137,213571001,2202-124,PRODUCTO ACABADO
MAT257,2200120,2202-125,PRODUCTO ACABADO
MAT298,MIDOP-121,2202-126,PRODUCTO ACABADO
MAT317,12503214,2202-127,PRODUCTO ACABADO
MAT039,C150222-C221121-P291021,2202-128,PRODUCTO ACABADO
MAT113,800000805-8000001604,2202-129,PRODUCTO ACABADO
MAT056,6,2202-130,PRODUCTO ACABADO
MAT334,7,2202-131,PRODUCTO ACABADO
MAT339,47291-1,2202-132,PRODUCTO ACABADO
MAUX024,00507-22000176,2202-133,PRODUCTO ACABADO
MAUX020,ALB-4184RIB22,2202-135,PRODUCTO ACABADO
MAUX021,ALB-4184RIB22,2202-136,PRODUCTO ACABADO
MAT302,090222B,2202-137,PRODUCTO ACABADO
MAT257,2201210,2202-138,PRODUCTO ACABADO
MAT333,1197-2,2202-139,PRODUCTO ACABADO
MAT181,143323,2202-140,PRODUCTO ACABADO
MAUX017,44727/1/1,2202-141,PRODUCTO ACABADO
MAUX027,44729/1/1,2202-142,PRODUCTO ACABADO
MAUX028,44829/2/1,2202-143,PRODUCTO ACABADO
MAT324,16102021,2202-144,PRODUCTO ACABADO
MAT334,8,2202-146,PRODUCTO ACABADO
MAT300,6,2202-147,PRODUCTO ACABADO
MAT021,204222-1,2202-148,PRODUCTO ACABADO
MAT344,082222,2202-149,PRODUCTO ACABADO
MAT048,23122021,2202-150,PRODUCTO ACABADO
MAT243,1348-1,2202-151,PRODUCTO ACABADO
VAR444,1070722586,2202-152,PRODUCTO ACABADO
MAUX021,ALB-3466RIB22,2202-154,PRODUCTO ACABADO
FCAR015,220219,220219,PRODUCTO ACABADO
FCAR009,220219,220219,PRODUCTO ACABADO
FCAR005,220219,220219,PRODUCTO ACABADO
FTAR001,220219,220219,PRODUCTO ACABADO
FCAR002,22022021,22022021,PRODUCTO ACABADO
FCAR000,22022021,22022021,PRODUCTO ACABADO
FPOS009,22022021,22022021,PRODUCTO ACABADO
FCAR001,22022021,22022021,PRODUCTO ACABADO
SCRE010,220221,220221,PRODUCTO ACABADO
SEM071,220222,220222,SEMIELABORADO
SEM058,220222,220222,SEMIELABORADO
FPER032,220222,220222,PRODUCTO ACABADO
FPOS005,220222,220222,PRODUCTO ACABADO
FCAR039,220222,220222,PRODUCTO ACABADO
SEM058,220223,220223,SEMIELABORADO
SCRE054,220223,220223,PRODUCTO ACABADO
SCRE010,220223,220223,PRODUCTO ACABADO
SCRE048,220223,220223,PRODUCTO ACABADO
SCRE049,220223,220223,PRODUCTO ACABADO
SCRE044,220223,220223,PRODUCTO ACABADO
FCAR016,220224,220224,PRODUCTO ACABADO
SEM112,220224,220224,SEMIELABORADO
SCRE010,220224,220224,PRODUCTO ACABADO
FPER050,220224,220224,PRODUCTO ACABADO
SEM109,220224,220224,SEMIELABORADO
SCRE062,220224,220224,PRODUCTO ACABADO
SEM123,220224,220224,SEMIELABORADO
SCRE047,220224,220224,PRODUCTO ACABADO
SCRE069,220224,220224,PRODUCTO ACABADO
SEM124,220224,220224,SEMIELABORADO
SEM117,220224,220224,SEMIELABORADO
SEM105,220225,220225,SEMIELABORADO
FCAR012,220225,220225,PRODUCTO ACABADO
FCAR011,220225,220225,PRODUCTO ACABADO
MAT327,1361-1,2203-001,PRODUCTO ACABADO
MAT333,1329-1,2203-002,PRODUCTO ACABADO
MAT316,347 21,2203-003,PRODUCTO ACABADO
MAT297,PR282121-2,2203-004,PRODUCTO ACABADO
MAT348,075,2203-005,PRODUCTO ACABADO
MAT048,32477277,2203-007,PRODUCTO ACABADO
MAUX002,88EUFB102021-90EUFBP10202,2203-008,PRODUCTO ACABADO
MAT349,10223685,2203-009,PRODUCTO ACABADO
MAT268,ALB-79248,2203-010,PRODUCTO ACABADO
MAT334,8-1,2203-011,PRODUCTO ACABADO
