articulo,lote_proveedor,lote_componente,clave_unica
SEM085,210622,210622,SEM085-210622
SCRE036,210622,210622,SCRE036-210622
FPOS005,210622,210622,FPOS005-210622
SCRE010,210623,210623,SCRE010-210623
SCRE049,210623,210623,SCRE049-210623
SCRE048,210623,210623,SCRE048-210623
SCRE036,210623,210623,SCRE036-210623
SEM103,210624,210624,SEM103-210624
FCAR016,210624,210624,FCAR016-210624
SEM078,210624,210624,SEM078-210624
FCAR015,210624,210624,FCAR015-210624
SCRE036,210624,210624,SCRE036-210624
MAT235,302600,2107-001,MAT235-2107-001
VAR440,371341/1,2107-002,VAR440-2107-002
VAR443,4539,2107-003,VAR443-2107-003
VAR441,371343/1,2107-004,VAR441-2107-004
VAR434,371344/1,2107-005,VAR434-2107-005
VAR431,371345/1,2107-006,VAR431-2107-006
MAT257,210423,2107-007,MAT257-2107-007
MAT292,134843,2107-008,MAT292-2107-008
MAT039,231/20-247/20,2107-009,MAT039-2107-009
MAT233,ALB12677,2107-010,MAT233-2107-010
VAR420,S210218417,2107-011,VAR420-2107-011
MAT101,115,2107-012,MAT101-2107-012
MAT322,141416-141967,2107-013,MAT322-2107-013
MAT320,141794,2107-014,MAT320-2107-014
MAT038,140421,2107-015,MAT038-2107-015
MAT071,051068-,2107-016,MAT071-2107-016
MAT185,280421,2107-017,MAT185-2107-017
MAT326,ALB AV2109715,2107-018,MAT326-2107-018
MAT021,217421,2107-019,MAT021-2107-019
MAT139,H702263,2107-020,MAT139-2107-020
MAT265,21523803,2107-021,MAT265-2107-021
VAR423,1000942097,2107-022,VAR423-2107-022
VAR422,1000814841-,2107-023,VAR422-2107-023
MAT027,11229,2107-024,MAT027-2107-024
MAT244,0041752,2107-025,MAT244-2107-025
MAT137,211021002---,2107-026,MAT137-2107-026
MAT329,ALB-359963,2107-027,MAT329-2107-027
MAT325,0107N03,2107-028,MAT325-2107-028
MAT337,1706N14,2107-029,MAT337-2107-029
MAT158,117179,2107-030,MAT158-2107-030
MAT056,82,2107-031,MAT056-2107-031
MAT154,2106045,2107-032,MAT154-2107-032
MAT132,061120,2107-033,MAT132-2107-033
MAT174,DE080721,2107-034,MAT174-2107-034
MAT316,L07220231,2107-035,MAT316-2107-035
MAT317,121021110,2107-036,MAT317-2107-036
MAT073,07216859---,2107-037,MAT073-2107-037
MAT302,050721B,2107-038,MAT302-2107-038
MAT229,140429--,2107-039,MAT229-2107-039
MAT048,ALB-17004,2107-040,MAT048-2107-040
MAT183,0111981,2107-041,MAT183-2107-041
MAT035,ALB-FRA2021-898,2107-042,MAT035-2107-042
MAT132,061120-,2107-043,MAT132-2107-043
MAT060,0227-------,2107-044,MAT060-2107-044
MAT321,ALB-28,2107-045,MAT321-2107-045
MAT104,3618771,2107-046,MAT104-2107-046
MAT268,01F4121090,2107-047,MAT268-2107-047
MAT039,182/20-428/20,2107-048,MAT039-2107-048
MAT035,PL080721,2107-049,MAT035-2107-049
MAT042,ALB-17010,2107-050,MAT042-2107-050
MAT021,218221,2107-051,MAT021-2107-051
VAR422,1000950391,2107-052,VAR422-2107-052
MAT147,61347,2107-053,MAT147-2107-053
MAT161,115841,2107-054,MAT161-2107-054
MAT292,135639-1,2107-055,MAT292-2107-055
MAT286,118600,2107-056,MAT286-2107-056
MAT038,DE1207021.,2107-057,MAT038-2107-057
MAT304,2316U1,2107-058,MAT304-2107-058
MAT132,100321,2107-059,MAT132-2107-059
MAT337,1706N14-,2107-060,MAT337-2107-060
MAT278,27211,2107-061,MAT278-2107-061
MAT242,1173,2107-062,MAT242-2107-062
MAT241,1143,2107-063,MAT241-2107-063
MAT298,050-21,2107-064,MAT298-2107-064
MAT305,180620-,2107-065,MAT305-2107-065
MAT296,1173,2107-066,MAT296-2107-066
VAR121,150721,2107-067,VAR121-2107-067
MAT021,218221-,2107-068,MAT021-2107-068
MAT239,1126,2107-069,MAT239-2107-069
MAT154,21-06168,2107-070,MAT154-2107-070
MAT074,21-03025-,2107-071,MAT074-2107-071
MAT277,1186,2107-072,MAT277-2107-072
MAT035,ALB313019,2107-073,MAT035-2107-073
MAT035,55408,2107-074,MAT035-2107-074
MAT073,07216859----,2107-075,MAT073-2107-075
MAT033,L28B0207102,2107-076,MAT033-2107-076
MAT269,2E48202521117-1,2107-077,MAT269-2107-077
MAT137,211021002----,2107-079,MAT137-2107-079
MAT071,051120,2107-080,MAT071-2107-080
MAT161,115841-,2107-081,MAT161-2107-081
MAT101,120,2107-082,MAT101-2107-082
MAT132,041220,2107-083,MAT132-2107-083
MAT287,1179,2107-084,MAT287-2107-084
VAR119,200712021M-2,2107-085,VAR119-2107-085
MAT035,210721,2107-086,MAT035-2107-086
MAT035,282104,2107-087,MAT035-2107-087
MAT158,118248,2107-088,MAT158-2107-088
MAT326,21173,2107-089,MAT326-2107-089
MAT310,02072021,2107-090,MAT310-2107-090
MAT309,02072021-,2107-091,MAT309-2107-091
MAT308,02072021--,2107-092,MAT308-2107-092
MAT039,312/20-358/20,2107-093,MAT039-2107-093
MAT113,ALB-31/0011850,2107-094,MAT113-2107-094
MAT292,135540-1,2107-095,MAT292-2107-095
MAT306,A100319A-,2107-096,MAT306-2107-096
MAT337,22072112,2107-097,MAT337-2107-097
MAT060,0231,2107-098,MAT060-2107-098
MAT042,GM202341768777,2107-099,MAT042-2107-099
MAT048,21149001-21155001,2107-100,MAT048-2107-100
MAT132,041220-,2107-101,MAT132-2107-101
MAT239,170,2107-102,MAT239-2107-102
MAT178,ALB-14757,2107-103,MAT178-2107-103
MAT287,1179-,2107-104,MAT287-2107-104
MAT242,1173-,2107-105,MAT242-2107-105
MAT296,1173--,2107-106,MAT296-2107-106
MAT241,1145-,2107-107,MAT241-2107-107
MAT113,20220621,2107-108,MAT113-2107-108
MAT035,ALB-FRA2021-990,2107-109,MAT035-2107-109
MAT113,ALB-31/0012123,2107-110,MAT113-2107-110
MAT228,02/2021,2107-111,MAT228-2107-111
MAT038,HU270521,2107-112,MAT038-2107-112
VAR425,37847/1/1,2107-113,VAR425-2107-113
VAR440,38175/1/1,2107-114,VAR440-2107-114
VAR443,38175/2/1,2107-115,VAR443-2107-115
MAUX012,38176/1/1,2107-116,MAUX012-2107-116
MAUX008,38176/2/1,2107-117,MAUX008-2107-117
MAUX009,38176/3/1,2107-118,MAUX009-2107-118
MAUX010,38176/4/1,2107-119,MAUX010-2107-119
MAUX013,38176/5/1,2107-120,MAUX013-2107-120
MAUX011,38176/6/1,2107-121,MAUX011-2107-121
SEM015,210720,210720,SEM015-210720
FPER046,210720,210720,FPER046-210720
FCAR008,210720,210720,FCAR008-210720
FCAR014,210720,210720,FCAR014-210720
FCAR031,210721,210721,FCAR031-210721
FPOS008,210721,210721,FPOS008-210721
SEM064,210721,210721,SEM064-210721
SEM065,210721,210721,SEM065-210721
FCAR002,210721,210721,FCAR002-210721
FCAR024,210721,210721,FCAR024-210721
FPOS009,210721,210721,FPOS009-210721
SEM075,210722,210722,SEM075-210722
SEM088,210722,210722,SEM088-210722
SCRE038,210722,210722,SCRE038-210722
SCRE047,210722,210722,SCRE047-210722
FPES004,210722,210722,FPES004-210722
SCRE052,210722,210722,SCRE052-210722
FCAR012,210722,210722,FCAR012-210722
SEM086,210722,210722,SEM086-210722
SEM074,210722,210722,SEM074-210722
SEM067,210722,210722,SEM067-210722
SCRE053,210722,210722,SCRE053-210722
SCRE046,210722,210722,SCRE046-210722
SEM087,210722,210722,SEM087-210722
SEM076,210722,210722,SEM076-210722
SEM085,210722,210722,SEM085-210722
SCRE061,210723,210723,SCRE061-210723
SEM118,210723,210723,SEM118-210723
FPOS010,210723,210723,FPOS010-210723
SEM105,210723,210723,SEM105-210723
SCRE036,210723,210723,SCRE036-210723
FCAR012,210723,210723,FCAR012-210723
FCAR011,210723,210723,FCAR011-210723
SEM101,210724,210724,SEM101-210724
MAUX003,09-07-2021,2108-001,MAUX003-2108-001
MAUX004,09-07-2021,2108-002,MAUX004-2108-002
MAT319,141728-142321,2108-003,MAT319-2108-003
MAT129,210712,2108-004,MAT129-2108-004
MAT130,201230-,2108-005,MAT130-2108-005
MAT290,P-10031000230503,2108-006,MAT290-2108-006
MAT304,1528U1,2108-007,MAT304-2108-007
VAR423,1000942097-,2108-008,VAR423-2108-008
MAT158,1302,2108-009,MAT158-2108-009
MAT040,21152003,2108-010,MAT040-2108-010
MAT339,42984,2108-011,MAT339-2108-011
MAT057,210827,2108-012,MAT057-2108-012
MAT013,230755,2108-013,MAT013-2108-013
MAT323,96573,2108-014,MAT323-2108-014
MAT101,124,2108-015,MAT101-2108-015
MAT340,43001,2108-016,MAT340-2108-016
MAT089,111800436,2108-017,MAT089-2108-017
MAT033,L28B0207102-,2108-018,MAT033-2108-018
MAT073,07216859-----,2108-019,MAT073-2108-019
MAT132,281220,2108-020,MAT132-2108-020
MAT060,0228,2108-021,MAT060-2108-021
MAT039,17221,2108-022,MAT039-2108-022
MAT056,88,2108-023,MAT056-2108-023
MAT187,E301220,2108-024,MAT187-2108-024
VAR408,W420100582,2108-025,VAR408-2108-025
VAR420,E812,2108-026,VAR420-2108-026
MAT021,221021,2108-027,MAT021-2108-027
MAT035,12652,2108-028,MAT035-2108-028
MAT048,ALB00608970,2108-029,MAT048-2108-029
MAUX014,1000982405,2108-030,MAUX014-2108-030
MAUX015,1000981106,2108-031,MAUX015-2108-031
MAT170,39EUFBPO72021,2108-032,MAT170-2108-032
MAT166,43117200,2108-033,MAT166-2108-033
MAT324,02062021,2108-034,MAT324-2108-034
MAT297,CA532021-,2108-035,MAT297-2108-035
MAT039,521314001-521314003-64131,2108-036,MAT039-2108-036
MAT113,alb31/0012575,2108-037,MAT113-2108-037
MAUX002,ALB2211505,2108-038,MAUX002-2108-038
MAUX001,ALB2211505,2108-039,MAUX001-2108-039
MAT337,1706N14--,2108-040,MAT337-2108-040
MAT325,10082100,2108-041,MAT325-2108-041
MAT101,126,2108-042,MAT101-2108-042
MAT039,641020,2108-043,MAT039-2108-043
MAT038,HU070721,2108-044,MAT038-2108-044
MAT183,111981,2108-045,MAT183-2108-045
MAUX016,1426,2108-046,MAUX016-2108-046
MAT178,alb16049,2108-047,MAT178-2108-047
MAT305,260721,2108-048,MAT305-2108-048
MAT071,051173,2108-049,MAT071-2108-049
MAT073,07216859------,2108-050,MAT073-2108-050
MAT004,10485842,2108-051,MAT004-2108-051
VAR444,15.07.2021,2108-052,VAR444-2108-052
MAT321,(sin lote),2108-053,MAT321-2108-053
MAT303,L511050H1143,2108-054,MAT303-2108-054
MAT048,16/PZ/08/2021,2108-055,MAT048-2108-055
MAT262,H0810976,2108-056,MAT262-2108-056
MAT271,G0526802--,2108-057,MAT271-2108-057
MAT222,H0811179,2108-058,MAT222-2108-058
MAT270,H0322749,2108-059,MAT270-2108-059
VAR119,2007/2021 M-2,2108-061,VAR119-2108-061
MAT292,135900-1,2108-062,MAT292-2108-062
MAT269,2E48202521109-1,2108-063,MAT269-2108-063
MAT060,0227-----,2108-064,MAT060-2108-064
MAT235,183300,2108-065,MAT235-2108-065
MAT342,21/01/B/014068,2108-066,MAT342-2108-066
VAR123,09211022,2108-067,VAR123-2108-067
VAR122,301789,2108-068,VAR122-2108-068
MAT035,PL160821,2108-069,MAT035-2108-069
MAT035,05072115,2108-070,MAT035-2108-070
MAT158,1295,2108-071,MAT158-2108-071
MAT113,ALB-31/0012969,2108-072,MAT113-2108-072
MAT104,3627071,2108-073,MAT104-2108-073
MAT154,21-06168-,2108-074,MAT154-2108-074
MAT318,050821,2108-075,MAT318-2108-075
MAT039,ALB-BOP2108AV0187,2108-076,MAT039-2108-076
MAT313,21/07/2020,2108-078,MAT313-2108-078
MAT196,200466-,2108-080,MAT196-2108-080
MAT137,211531001,2108-081,MAT137-2108-081
MAT229,140429---,2108-083,MAT229-2108-083
MAT056,89,2108-084,MAT056-2108-084
MAT021,222221,2108-085,MAT021-2108-085
MAT013,L121100024,2108-086,MAT013-2108-086
MAT258,0181844104,2108-087,MAT258-2108-087
MAT333,1084/1119,2108-088,MAT333-2108-088
MAT178,ALB-16969,2108-089,MAT178-2108-089
MAT067,20/22/07-21,2108-090,MAT067-2108-090
MAT132,281220-,2108-093,MAT132-2108-093
MAT307,H054663,2108-094,MAT307-2108-094
MAT332,H0827647,2108-095,MAT332-2108-095
MAT328,H0705602,2108-096,MAT328-2108-096
MAT313,21072020,2108-098,MAT313-2108-098
MAT334,130,2108-099,MAT334-2108-099
MAT056,91,2108-100,MAT056-2108-100
MAT101,180,2108-101,MAT101-2108-101
MAT021,223021,2108-102,MAT021-2108-102
FPER035,210819,210819,FPER035-210819
FCAR001,210819,210819,FCAR001-210819
FCAR010,210819,210819,FCAR010-210819
FPES001,210819,210819,FPES001-210819
FCAR029,210819,210819,FCAR029-210819
FPES005,210820,210820,FPES005-210820
FCAR019,210820,210820,FCAR019-210820
SEM005,210820,210820,SEM005-210820
FTAR002,210820,210820,FTAR002-210820
FCAR008,210821,210821,FCAR008-210821
SEM047,210821,210821,SEM047-210821
SEM102,210823,210823,SEM102-210823
SCRE049,210823,210823,SCRE049-210823
SCRE036,210823,210823,SCRE036-210823
SCRE048,210823,210823,SCRE048-210823
SCRE010,210823,210823,SCRE010-210823
FCAR024,210823,210823,FCAR024-210823
FCAR002,210823,210823,FCAR002-210823
SCRE068,210824,210824,SCRE068-210824
SCRE036,210824,210824,SCRE036-210824
SCRE049,210824,210824,SCRE049-210824
SCRE048,210824,210824,SCRE048-210824
SCRE010,210824,210824,SCRE010-210824
MAT302,20072A,2109-001,MAT302-2109-001
MAT035,ALB-2021-1073,2109-002,MAT035-2109-002
MAT306,A40319A,2109-003,MAT306-2109-003
MAT242,1204,2109-005,MAT242-2109-005
MAT241,1196,2109-006,MAT241-2109-006
MAT287,1211,2109-007,MAT287-2109-007
MAT257,210618,2109-008,MAT257-2109-008
MAT295,006,2109-009,MAT295-2109-009
MAT298,113DOP21,2109-010,MAT298-2109-010
MAT239,1166,2109-012,MAT239-2109-012
MAT269,2E482025-21125-1,2109-013,MAT269-2109-013
MAT039,ALB-G21/2126,2109-014,MAT039-2109-014
MAT113,ALB31/00V3824,2109-015,MAT113-2109-015
MAT048,ALB-17096,2109-016,MAT048-2109-016
VAR121,ALB-210891,2109-017,VAR121-2109-017
MAT132,281220/230821,2109-018,MAT132-2109-018
MAT339,42984-,2109-019,MAT339-2109-019
MAT262,H817011,2109-020,MAT262-2109-020
MAT234,8561e-2021/8562e-2021,2109-023,MAT234-2109-023
MAT230,036237,2109-024,MAT230-2109-024
MAT340,43220,2109-025,MAT340-2109-025
MAT033,28b1407102,2109-026,MAT033-2109-026
VAR443,39042/2/1,2109-028,VAR443-2109-028
VAR442,39042/3/1,2109-029,VAR442-2109-029
VAR434,39042/4/1-,2109-030,VAR434-2109-030
MAT337,26082112,2109-031,MAT337-2109-031
MAT026,68985,2109-032,MAT026-2109-032
MAT021,224521,2109-033,MAT021-2109-033
MAT343,511190/111803,2109-035,MAT343-2109-035
MAT334,133,2109-037,MAT334-2109-037
MAT056,94,2109-038,MAT056-2109-038
MAT027,11897,2109-039,MAT027-2109-039
MAT037,02040057245,2109-040,MAT037-2109-040
MAT038,P/DE230821,2109-041,MAT038-2109-041
MAT345,3035U1,2109-042,MAT345-2109-042
MAT154,21-03044--.,2109-043,MAT154-2109-043
MAT320,142338-,2109-045,MAT320-2109-045
MAT113,21090609/21090709,2109-046,MAT113-2109-046
MAT243,1084-1029,2109-047,MAT243-2109-047
MAT132,230821,2109-048,MAT132-2109-048
MAT035,362102,2109-049,MAT035-2109-049
MAT290,352105,2109-050,MAT290-2109-050
MAT330,1821-,2109-051,MAT330-2109-051
MAT315,091520--.,2109-052,MAT315-2109-052
MAT344,37212R,2109-053,MAT344-2109-053
MAT278,35211,2109-054,MAT278-2109-054
MAT327,1211-,2109-056,MAT327-2109-056
MAT333,1054,2109-057,MAT333-2109-057
MAT257,210701,2109-058,MAT257-2109-058
MAT305,260721-,2109-059,MAT305-2109-059
MAT321,ALB-32,2109-060,MAT321-2109-060
MAT300,96,2109-061,MAT300-2109-061
MAT325,09092101,2109-062,MAT325-2109-062
MAT050,36593623,2109-063,MAT050-2109-063
MAT248,DE130921W,2109-064,MAT248-2109-064
MAT299,DE140921W,2109-065,MAT299-2109-065
MAT187,ALB-AV21-13034,2109-066,MAT187-2109-066
MAT265,21797872,2109-067,MAT265-2109-067
MAT251,0050014032,2109-068,MAT251-2109-068
MAT285,210930015,2109-069,MAT285-2109-069
VAR056,210907,2109-070,VAR056-2109-070
MAT183,0413245,2109-071,MAT183-2109-071
MAT039,18621,2109-072,MAT039-2109-072
MAT257,210701-,2109-075,MAT257-2109-075
MAT306,A4319A,2109-076,MAT306-2109-076
MAT295,B2118665-B21004329,2109-077,MAT295-2109-077
MAT297,CAO2213,2109-078,MAT297-2109-078
MAT298,119DOP-21,2109-079,MAT298-2109-079
MAT247,02210063379,2109-080,MAT247-2109-080
MAT261,01490002374,2109-081,MAT261-2109-081
VAR417,ALB-SC2021000499,2109-082,VAR417-2109-082
MAT290,372101,2109-083,MAT290-2109-083
MAT290,PL210914,2109-084,MAT290-2109-084
MAT071,051210,2109-085,MAT071-2109-085
MAT268,ALB-0185729,2109-086,MAT268-2109-086
MAT328,H0916133,2109-088,MAT328-2109-088
MAT332,H0913348,2109-089,MAT332-2109-089
MAT040,21245004,2109-090,MAT040-2109-090
MAT041,21222009-21214004,2109-091,MAT041-2109-091
MAT337,14092101,2109-092,MAT337-2109-092
MAT021,225221,2109-093,MAT021-2109-093
MAT158,21/222995,2109-094,MAT158-2109-094
MAT229,137997-139969,2109-095,MAT229-2109-095
MAT319,142675,2109-096,MAT319-2109-096
VAR423,100/0/8860,2109-097,VAR423-2109-097
MAT231,VA21-03678,2109-098,MAT231-2109-098
MAT060,0230-,2109-099,MAT060-2109-099
MAUX017,39482/1/1,2109-100,MAUX017-2109-100
MAT292,136099-,2109-101,MAT292-2109-101
MAT293,133156,2109-102,MAT293-2109-102
MAT154,21-08012,2109-103,MAT154-2109-103
MAT042,ALB-17126,2109-104,MAT042-2109-104
MAT038,DE210921,2109-105,MAT038-2109-105
MAT300,97,2109-106,MAT300-2109-106
MAT056,97,2109-107,MAT056-2109-107
MAT071,051210-,2109-108,MAT071-2109-108
MAT048,ALB00616025,2109-109,MAT048-2109-109
MAT343,L512260110435,2109-110,MAT343-2109-110
MAT303,L511780,2109-111,MAT303-2109-111
MAT284,37/21,2109-112,MAT284-2109-112
MAT282,1245,2109-113,MAT282-2109-113
MAT113,2182103,2109-114,MAT113-2109-114
MAT336,21092621,2109-115,MAT336-2109-115
MAT325,210992105,2109-116,MAT325-2109-116
MAT299,1799299,2109-117,MAT299-2109-117
MAT033,228230209102,2109-118,MAT033-2109-118
MAT296,1194--,2109-119,MAT296-2109-119
MAT242,1204--,2109-120,MAT242-2109-120
MAT241,1228-,2109-121,MAT241-2109-121
MAT287,1245,2109-122,MAT287-2109-122
MAT257,210817-210701,2109-123,MAT257-2109-123
MAT300,97-,2109-125,MAT300-2109-125
MAT343,L511780,2109-126,MAT343-2109-126
MAT315,L031621,2109-127,MAT315-2109-127
MAT290,21370,2109-128,MAT290-2109-128
MAT290,8583E-2021,2109-129,MAT290-2109-129
MAT178,21092492,2109-130,MAT178-2109-130
MAT113,21092206,2109-131,MAT113-2109-131
MAT033,L28B0209102,2109-132,MAT033-2109-132
MAT073,07226101,2109-133,MAT073-2109-133
MAT101,136,2109-134,MAT101-2109-134
MAT101,136-,2109-135,MAT101-2109-135
MAT334,136--,2109-136,MAT334-2109-136
MAT243,1084,2109-137,MAT243-2109-137
MAT239,1240,2109-138,MAT239-2109-138
MAT137,211481001,2109-139,MAT137-2109-139
MAUX008,39881/1/1,2109-140,MAUX008-2109-140
MAUX012,39881/2/1,2109-141,MAUX012-2109-141
MAUX010,39881/3/1,2109-142,MAUX010-2109-142
MAUX009,39881/4/1,2109-143,MAUX009-2109-143
MAT251,05210821,2109-144,MAT251-2109-144
VAR056,58124,2109-145,VAR056-2109-145
MAUX019,202100750,2109-146,MAUX019-2109-146
VAR119,202100634,2109-147,VAR119-2109-147
MAT277,521126,2109-148,MAT277-2109-148
MAT340,43284,2109-149,MAT340-2109-149
MAT286,126900,2109-150,MAT286-2109-150
MAT060,0231--,2109-151,MAT060-2109-151
MAT278,3.8211,2109-152,MAT278-2109-152
MAT039,359/21,2109-153,MAT039-2109-153
MAT035,ALB-FRA2021-1150,2109-154,MAT035-2109-154
MAT290,ALB-2021-1150,2109-155,MAT290-2109-155
MAT234,382102-372104,2109-156,MAT234-2109-156
MAT290,372103,2109-157,MAT290-2109-157
MAT265,20427895-21797872,2109-158,MAT265-2109-158
MAT339,043237,2109-159,MAT339-2109-159
MAT239,1241,2109-160,MAT239-2109-160
VAR142,1001030872,2109-161,VAR142-2109-161
MAT300,98,2109-162,MAT300-2109-162
MAT113,ALB-00-001418,2109-163,MAT113-2109-163
MAT299,DE2400921-DE230921,2109-164,MAT299-2109-164
MAT248,DE230921,2109-165,MAT248-2109-165
VAR434,39828/3/1,2109-166,VAR434-2109-166
VAR431,39828/4/1,2109-167,VAR431-2109-167
VAR441,39828/2/1,2109-168,VAR441-2109-168
VAR440,39828/1/1,2109-169,VAR440-2109-169
MAT290,ALB-A210459,2109-170,MAT290-2109-170
MAT292,136099-1PL012000D,2109-171,MAT292-2109-171
MAT039,ALB-BOP2109AV0228,2109-172,MAT039-2109-172
MAT285,2109240059,2109-173,MAT285-2109-173
MAUX021,ALB-22763RIB21_1,2109-174,MAUX021-2109-174
MAUX020,ALB-22763RIB21_2,2109-175,MAUX020-2109-175
MAT262,H0817011,2109-176,MAT262-2109-176
MAT018,40920719,2109-177,MAT018-2109-177
MAT290,ALB-FRA2021-1175,2109-178,MAT290-2109-178
MAT035,ALB-FRA2021-1175,2109-179,MAT035-2109-179
MAT038,11/2721,2109-180,MAT038-2109-180
MAT296,1223,2109-181,MAT296-2109-181
MAT287,1228,2109-182,MAT287-2109-182
MAT241,36667656,2109-183,MAT241-2109-183
MAT257,210817,2109-184,MAT257-2109-184
MAT295,B21004329,2109-185,MAT295-2109-185
MAT297,CA02213,2109-186,MAT297-2109-186
FCAR018,210919,210919,FCAR018-210919
FCAR039,210919,210919,FCAR039-210919
FPER032,210920,210920,FPER032-210920
FPOS005,210920,210920,FPOS005-210920
FCAR031,210920,210920,FCAR031-210920
FCAR024,210920,210920,FCAR024-210920
FCAR002,210920,210920,FCAR002-210920
FCAR031,210921,210921,FCAR031-210921
FPER046,210921,210921,FPER046-210921
SEM047,210921,210921,SEM047-210921
FCAR002,210921,210921,FCAR002-210921
SEM064,210921,210921,SEM064-210921
FCAR024,210921,210921,FCAR024-210921
SCRE046,210922,210922,SCRE046-210922
SCRE049,210922,210922,SCRE049-210922
SEM058,210922,210922,SEM058-210922
FCAR016,210922,210922,FCAR016-210922
SCRE048,210922,210922,SCRE048-210922
SCRE044,210922,210922,SCRE044-210922
FCAR015,210922,210922,FCAR015-210922
SCRE045,210922,210922,SCRE045-210922
SEM078,210922,210922,SEM078-210922
SCRE010,210922,210922,SCRE010-210922
SEM115,210923,210923,SEM115-210923
SCRE042,210923,210923,SCRE042-210923
SCRE061,210923,210923,SCRE061-210923
SEM111,210923,210923,SEM111-210923
SEM053,210923,210923,SEM053-210923
SCRE036,210923,210923,SCRE036-210923
SCRE046,210923,210923,SCRE046-210923
SEM046,210923,210923,SEM046-210923
SCRE059,210923,210923,SCRE059-210923
SEM116,210923,210923,SEM116-210923
SEM113,210923,210923,SEM113-210923
SCRE063,210923,210923,SCRE063-210923
SEM119,210923,210923,SEM119-210923
SCRE060,210923,210923,SCRE060-210923
SEM118,210923,210923,SEM118-210923
FCAR047,210924,210924,FCAR047-210924
SEM095,210924,210924,SEM095-210924
MAUX021,ALB-22964RIB21,2110-001,MAUX021-2110-001
MAUX020,ALB-22964RIB21-2,2110-002,MAUX020-2110-002
MAT048,ALB-19288249,2110-003,MAT048-2110-003
MAT113,ALB-31/0015591,2110-005,MAT113-2110-005
MAT286,ALB-393759,2110-006,MAT286-2110-006
MAT228,AV21-14094,2110-007,MAT228-2110-007
MAT060,1224,2110-008,MAT060-2110-008
MAT243,1210,2110-009,MAT243-2110-009
MAT089,121400436,2110-010,MAT089-2110-010
MAT284,38121,2110-011,MAT284-2110-011
MAT278,40211,2110-012,MAT278-2110-012
MAT056,99,2110-013,MAT056-2110-013
MAT319,143150,2110-014,MAT319-2110-014
MAT246,Z0233740.,2110-015,MAT246-2110-015
MAT292,136099.,2110-016,MAT292-2110-016
VAR420,ALB-S20340660,2110-017,VAR420-2110-017
MAT304,0139V1,2110-018,MAT304-2110-018
MAT299,051021,2110-019,MAT299-2110-019
MAT248,DE051021,2110-020,MAT248-2110-020
VAR444,1073814639--,2110-021,VAR444-2110-021
MAT300,99,2110-022,MAT300-2110-022
MAT101,139,2110-023,MAT101-2110-023
MAT334,139,2110-024,MAT334-2110-024
MAT042,01042021,2110-025,MAT042-2110-025
VAR400,379763/001,2110-026,VAR400-2110-026
MAT316,07220231-2,2110-027,MAT316-2110-027
MAT327,1231,2110-028,MAT327-2110-028
MAT306,A4319A-2,2110-030,MAT306-2110-030
MAT298,134-21,2110-031,MAT298-2110-031
MAT329,ALB-395748,2110-032,MAT329-2110-032
MAT060,1224-2,2110-033,MAT060-2110-033
MAT178,ALB-19881,2110-034,MAT178-2110-034
MAT343,511280111013,2110-035,MAT343-2110-035
MAT314,1211,2110-036,MAT314-2110-036
MAT343,512520,2110-037,MAT343-2110-037
MAT340,43284-2,2110-038,MAT340-2110-038
VAR118,100/046792,2110-039,VAR118-2110-039
