articulo,lote_proveedor,lote_componente,clave_unica
MAT279,2450111,2101-038,MAT279-2101-038
MAT272,1327031,2101-039,MAT272-2101-039
FPOS009,210119,210119,FPOS009-210119
FCAR024,210119,210119,FCAR024-210119
FCAR002,210119,210119,FCAR002-210119
FCAR005,210120,210120,FCAR005-210120
FCAR000,210120,210120,FCAR000-210120
SEM003,210120,210120,SEM003-210120
FCAR007,210120,210120,FCAR007-210120
FCAR014,210120,210120,FCAR014-210120
FCAR003,210120,210120,FCAR003-210120
SCCO002,210120,210120,SCCO002-210120
SCRE015,210121,210121,SCRE015-210121
FPES001,210121,210121,FPES001-210121
SCRE017,210121,210121,SCRE017-210121
SCRE018,210121,210121,SCRE018-210121
SCCO008,210122,210122,SCCO008-210122
SCRE046,210122,210122,SCRE046-210122
SCRE047,210122,210122,SCRE047-210122
SEM087,210122,210122,SEM087-210122
FCAR001,210122,210122,FCAR001-210122
SCRE036,210122,210122,SCRE036-210122
SCRE045,210123,210123,SCRE045-210123
SCRE044,210123,210123,SCRE044-210123
SCRE051,210123,210123,SCRE051-210123
FCAR031,210125,210125,FCAR031-210125
FCAR024,210125,210125,FCAR024-210125
SEM085,210125,210125,SEM085-210125
SCRE070,210125,210125,SCRE070-210125
FCAR002,210125,210125,FCAR002-210125
SEM102,210125,210125,SEM102-210125
SCRE036,210125,210125,SCRE036-210125
MAT021,236420,2102-001,MAT021-2102-001
MAT283,200787,2102-002,MAT283-2102-002
MAT035,022102/022104/022105/0321,2102-003,MAT035-2102-003
MAT296,0339,2102-004,MAT296-2102-004
MAT295,033,2102-005,MAT295-2102-005
MAT297,PR332021,2102-006,MAT297-2102-006
MAT298,148DOP-19,2102-007,MAT298-2102-007
MAT056,58,2102-008,MAT056-2102-008
VAR420,S21001664,2102-009,VAR420-2102-009
MAT239,1028,2102-010,MAT239-2102-010
MAT060,0219--,2102-011,MAT060-2102-011
MAT296,0339-,2102-012,MAT296-2102-012
MAT287,1027,2102-013,MAT287-2102-013
MAT241,28710086,2102-014,MAT241-2102-014
MAT262,G1028579,2102-015,MAT262-2102-015
MAT244,289051916-----,2102-016,MAT244-2102-016
MAT186,2912MB,2102-017,MAT186-2102-017
VAR424,04012021,2102-018,VAR424-2102-018
VAR417,522021,2102-019,VAR417-2102-019
MAT195,COO4T214410-C03F12144115,2102-020,MAT195-2102-020
MAT113,E030221-E040221,2102-021,MAT113-2102-021
MAT237,103800,2102-022,MAT237-2102-022
VAR121,502908017,2102-023,VAR121-2102-023
MAT060,0219---,2102-024,MAT060-2102-024
MAT300,59,2102-025,MAT300-2102-025
VAR429,32764,2102-026,VAR429-2102-026
VAR428,32764,2102-027,VAR428-2102-027
VAR427,32764,2102-028,VAR427-2102-028
VAR426,32764,2102-029,VAR426-2102-029
VAR425,32764,2102-030,VAR425-2102-030
MAT299,020221,2102-031,MAT299-2102-031
MAT237,0344,2102-032,MAT237-2102-032
MAT295,033-,2102-033,MAT295-2102-033
MAT056,59,2102-034,MAT056-2102-034
MAT247,02150104055,2102-035,MAT247-2102-035
MAT251,00050006055,2102-036,MAT251-2102-036
VAR423,1000797885,2102-037,VAR423-2102-037
MAT035,fra2021-176,2102-038,MAT035-2102-038
MAT158,111212,2102-039,MAT158-2102-039
MAT246,Z0233740,2102-040,MAT246-2102-040
MAT271,G0922700,2102-041,MAT271-2102-041
VAR422,1000806230,2102-042,VAR422-2102-042
MAT277,317,2102-043,MAT277-2102-043
MAT286,ALB315411,2102-044,MAT286-2102-044
MAT021,202721,2102-045,MAT021-2102-045
VAR306,09EBI026016,2102-046,VAR306-2102-046
MAT035,ALB21/96,2102-047,MAT035-2102-047
MAT265,216554459,2102-048,MAT265-2102-048
MAT244,L:1011REC271219,2102-049,MAT244-2102-049
MAT263,0928U0-,2102-050,MAT263-2102-050
MAT132,290920-,2102-051,MAT132-2102-051
MAT279,1070116588,2102-052,MAT279-2102-052
MAT300,60,2102-053,MAT300-2102-053
MAT056,60,2102-054,MAT056-2102-054
MAT251,00050006081,2102-055,MAT251-2102-055
MAT242,1005,2102-056,MAT242-2102-056
MAT241,28710086-,2102-057,MAT241-2102-057
MAT278,08211,2102-059,MAT278-2102-059
MAT056,60-,2102-060,MAT056-2102-060
MAT195,alb13,2102-061,MAT195-2102-061
FCAR012,210219,210219,FCAR012-210219
SEM002,210220,210220,SEM002-210220
FCAR029,210220,210220,FCAR029-210220
FPOS015,210220,210220,FPOS015-210220
SEM086,210222,210222,SEM086-210222
FPOS010,210222,210222,FPOS010-210222
SCRE045,210222,210222,SCRE045-210222
SEM077,210222,210222,SEM077-210222
SCCO009,210222,210222,SCCO009-210222
FCAR008,210222,210222,FCAR008-210222
SCRE044,210222,210222,SCRE044-210222
FPER046,210222,210222,FPER046-210222
SEM079,210222,210222,SEM079-210222
SCRE010,210222,210222,SCRE010-210222
FCAR031,210222,210222,FCAR031-210222
SEM093,210222,210222,SEM093-210222
SCRE036,210223,210223,SCRE036-210223
FCAR006,210223,210223,FCAR006-210223
SEM106,210223,210223,SEM106-210223
SEM092,210223,210223,SEM092-210223
SEM099,210223,210223,SEM099-210223
SEM107,210223,210223,SEM107-210223
SCRE068,210224,210224,SCRE068-210224
FCAR015,210224,210224,FCAR015-210224
SCRE048,210224,210224,SCRE048-210224
SCRE010,210224,210224,SCRE010-210224
SEM111,210224,210224,SEM111-210224
SEM103,210224,210224,SEM103-210224
SEM078,210224,210224,SEM078-210224
FCAR039,210224,210224,FCAR039-210224
SCRE049,210224,210224,SCRE049-210224
SEM131,210225,210225,SEM131-210225
SCRE048,210225,210225,SCRE048-210225
FPOS016,210225,210225,FPOS016-210225
SCRE036,210225,210225,SCRE036-210225
VAR420,210245822,210245822,VAR420-210245822
VAR423,1000817277,2103-001,VAR423-2103-001
VAR422,1000814841,2103-002,VAR422-2103-002
MAT021,204121,2103-003,MAT021-2103-003
VAR142,1000148123,2103-004,VAR142-2103-004
MAT270,G1002497,2103-005,MAT270-2103-005
MAT178,2020061,2103-006,MAT178-2103-006
MAT295,0033,2103-007,MAT295-2103-007
MAT258,6B1196620,2103-008,MAT258-2103-008
MAT294,E210452/1/1,2103-009,MAT294-2103-009
MAT180,139858,2103-010,MAT180-2103-010
MAT256,140165,2103-011,MAT256-2103-011
MAT038,DE030221,2103-012,MAT038-2103-012
MAT279,1070516844,2103-013,MAT279-2103-013
VAR424,24-02-2021,2103-014,VAR424-2103-014
VAR076,2-03-2021,2103-015,VAR076-2103-015
VAR427,33534/1/1,2103-016,VAR427-2103-016
VAR428,33534/2/1,2103-017,VAR428-2103-017
VAR429,33534/3/1,2103-018,VAR429-2103-018
MAT269,2E482025,2103-019,MAT269-2103-019
MAT279,1070516844-,2103-020,MAT279-2103-020
MAT262,G1028579-,2103-021,MAT262-2103-021
MAT239,1057,2103-022,MAT239-2103-022
MAT060,0227,2103-023,MAT060-2103-023
MAT045,2602N08,2103-024,MAT045-2103-024
MAT186,2602N08,2103-025,MAT186-2103-025
MAT296,1029,2103-026,MAT296-2103-026
MAT242,1005-,2103-027,MAT242-2103-027
MAT287,0344,2103-028,MAT287-2103-028
MAT241,2871006,2103-029,MAT241-2103-029
MAT021,205521,2103-030,MAT021-2103-030
MAT154,20-12068-,2103-031,MAT154-2103-031
MAT228,090321,2103-032,MAT228-2103-032
MAT056,62,2103-033,MAT056-2103-033
MAT039,32820,2103-034,MAT039-2103-034
MAT089,L007000H36,2103-035,MAT089-2103-035
MAT073,ALB-2104050,2103-036,MAT073-2103-036
MAT021,ALB-14482814,2103-037,MAT021-2103-037
MAT071,050330,2103-038,MAT071-2103-038
MAT101,89,2103-040,MAT101-2103-040
MAT129,210208,2103-041,MAT129-2103-041
MAT132,290920--,2103-042,MAT132-2103-042
MAT060,0227--,2103-043,MAT060-2103-043
MAT178,ALB-5393,2103-044,MAT178-2103-044
MAT170,51901169,2103-045,MAT170-2103-045
MAT172,62000359,2103-046,MAT172-2103-046
MAT154,21-03044,2103-047,MAT154-2103-047
MAT299,E240321,2103-048,MAT299-2103-048
MAT073,07213741,2103-049,MAT073-2103-049
MAT137,203361001,2103-050,MAT137-2103-050
MAT021,206321,2103-051,MAT021-2103-051
MAT269,2e482025-,2103-052,MAT269-2103-052
MAT222,H0326936,2103-053,MAT222-2103-053
MAT020,903421,2103-054,MAT020-2103-054
MAT015,46221,2103-055,MAT015-2103-055
MAT260,12412013,2103-056,MAT260-2103-056
MAT293,121704-1,2103-057,MAT293-2103-057
MAT292,134005-1,2103-058,MAT292-2103-058
MAT033,28BU203102,2103-059,MAT033-2103-059
MAT057,210522,2103-060,MAT057-2103-060
MAT013,210629,2103-061,MAT013-2103-061
MAT039,ALB-BOP2103AV235,2103-062,MAT039-2103-062
FCAR031,210319,210319,FCAR031-210319
FGRA003,210319,210319,FGRA003-210319
FCAR003,210319,210319,FCAR003-210319
FCAR007,210322,210322,FCAR007-210322
FCAR008,210322,210322,FCAR008-210322
SCRE010,210322,210322,SCRE010-210322
SEM053,210322,210322,SEM053-210322
SCRE048,210322,210322,SCRE048-210322
FCAR024,210322,210322,FCAR024-210322
FPER050,210322,210322,FPER050-210322
SCRE045,210322,210322,SCRE045-210322
SCRE044,210322,210322,SCRE044-210322
SEM046,210323,210323,SEM046-210323
SEM103,210323,210323,SEM103-210323
SEM078,210323,210323,SEM078-210323
FCAR016,210323,210323,FCAR016-210323
FPOS010,210323,210323,FPOS010-210323
FCAR008,210324,210324,FCAR008-210324
SEM126,210324,210324,SEM126-210324
SEM125,210324,210324,SEM125-210324
SCRE046,210324,210324,SCRE046-210324
SEM078,210324,210324,SEM078-210324
FCAR015,210324,210324,FCAR015-210324
SEM124,210324,210324,SEM124-210324
SEM112,210324,210324,SEM112-210324
SEM103,210324,210324,SEM103-210324
SCRE047,210324,210324,SCRE047-210324
SCRE069,210324,210324,SCRE069-210324
SEM125,210325,210325,SEM125-210325
FPOS019,210325,210325,FPOS019-210325
FCAR007,210325,210325,FCAR007-210325
SCRE048,210325,210325,SCRE048-210325
FCAR008,210325,210325,FCAR008-210325
SCRE070,210325,210325,SCRE070-210325
SCRE046,210325,210325,SCRE046-210325
SCRE036,210325,210325,SCRE036-210325
SCRE072,210325,210325,SCRE072-210325
SEM124,210325,210325,SEM124-210325
SCRE047,210325,210325,SCRE047-210325
MAT060,0227-,2104-001,MAT060-2104-001
MAT239,1065,2104-002,MAT239-2104-002
MAT296,1029-,2104-003,MAT296-2104-003
MAT242,1005-.,2104-004,MAT242-2104-004
MAT241,28710086-.,2104-005,MAT241-2104-005
VAR121,010181A006,2104-006,VAR121-2104-006
VAR408,010172E002,2104-007,VAR408-2104-007
MAT045,3003N11,2104-008,MAT045-2104-008
MAT186,1202N07,2104-009,MAT186-2104-009
MAT229,140429,2104-010,MAT229-2104-010
MAT154,21-03044-,2104-011,MAT154-2104-011
MAT195,ALB-15,2104-012,MAT195-2104-012
MAT021,207721,2104-013,MAT021-2104-013
MAT035,ALB-10-031-000222461,2104-014,MAT035-2104-014
VAR356,1981,2104-015,VAR356-2104-015
MAT287,1051,2104-016,MAT287-2104-016
MAT300,64,2104-017,MAT300-2104-017
VAR118,1000846571,2104-019,VAR118-2104-019
MAT262,H129066,2104-020,MAT262-2104-020
MAT050,27493468,2104-021,MAT050-2104-021
MAT113,112892,2104-022,MAT113-2104-022
MAT067,3620,2104-023,MAT067-2104-023
MAT021,208221,2104-024,MAT021-2104-024
MAT039,ALB-BOP2104AV0033,2104-025,MAT039-2104-025
MAT258,20-227,2104-026,MAT258-2104-026
MAT132,091020,2104-027,MAT132-2104-027
MAT060,9275,2104-028,MAT060-2104-028
MAT183,107834,2104-029,MAT183-2104-029
MAT060,0219+,2104-030,MAT060-2104-030
MAT048,ALB-16841A,2104-031,MAT048-2104-031
MAT042,ALB-16861B,2104-032,MAT042-2104-032
MAT290,ALB-202100163,2104-033,MAT290-2104-033
MAT186,3103N00,2104-034,MAT186-2104-034
MAT045,0604N13,2104-035,MAT045-2104-035
MAT244,41752,2104-036,MAT244-2104-036
MAT251,00050006145,2104-037,MAT251-2104-037
MAT073,07213741-,2104-038,MAT073-2104-038
MAT279,ALB-2181673632,2104-039,MAT279-2104-039
MAT021,208421,2104-040,MAT021-2104-040
MAT071,051027,2104-041,MAT071-2104-041
MAT228,090421,2104-042,MAT228-2104-042
VAR118,1000846571-,2104-043,VAR118-2104-043
MAT180,140733,2104-044,MAT180-2104-044
MAT256,140165-,2104-045,MAT256-2104-045
VAR119,10/042021M-3,2104-046,VAR119-2104-046
MAT271,60922700,2104-047,MAT271-2104-047
MAT246,70233740,2104-048,MAT246-2104-048
MAT039,9921,2104-049,MAT039-2104-049
MAT056,67,2104-050,MAT056-2104-050
MAT128,VCR8M,2104-051,MAT128-2104-051
MAT017,ALB-2106196,2104-052,MAT017-2104-052
MAT033,28B2603101,2104-053,MAT033-2104-053
MAT186,1304N00,2104-054,MAT186-2104-054
MAT257,201030-,2104-055,MAT257-2104-055
MAT306,A150320A,2104-056,MAT306-2104-056
MAT305,18-0620,2104-057,MAT305-2104-057
MAT298,210XXDOP-20,2104-058,MAT298-2104-058
MAT042,ALB-16875,2104-059,MAT042-2104-059
MAT158,111212-,2104-060,MAT158-2104-060
MAT137,210136102,2104-061,MAT137-2104-061
MAT233,ALB-7920,2104-062,MAT233-2104-062
MAT027,10878,2104-063,MAT027-2104-063
MAT060,0227---,2104-064,MAT060-2104-064
MAT021,209021,2104-065,MAT021-2104-065
MAT304,231601,2104-066,MAT304-2104-066
MAT302,260421,2104-067,MAT302-2104-067
MAT286,ALB-336916,2104-068,MAT286-2104-068
MAT154,21-001172,2104-069,MAT154-2104-069
MAT113,E190421,2104-070,MAT113-2104-070
MAT230,034777,2104-071,MAT230-2104-071
MAT235,271700,2104-072,MAT235-2104-072
MAT195,ALB-22,2104-073,MAT195-2104-073
MAT262,H0129066,2104-074,MAT262-2104-074
MAT144,37303,2104-075,MAT144-2104-075
SEM004,210421,210421,SEM004-210421
FPOS009,210421,210421,FPOS009-210421
SCRE010,210421,210421,SCRE010-210421
FCAR001,210421,210421,FCAR001-210421
FCAR000,210421,210421,FCAR000-210421
SEM053,210421,210421,SEM053-210421
FCAR016,210421,210421,FCAR016-210421
SCRE038,210422,210422,SCRE038-210422
SCRE036,210422,210422,SCRE036-210422
SCRE031,210422,210422,SCRE031-210422
SEM088,210422,210422,SEM088-210422
SEM087,210422,210422,SEM087-210422
SEM083,210422,210422,SEM083-210422
SCRE046,210422,210422,SCRE046-210422
FPOS008,210422,210422,FPOS008-210422
SEM086,210422,210422,SEM086-210422
SCRE037,210422,210422,SCRE037-210422
SEM074,210422,210422,SEM074-210422
SEM089,210422,210422,SEM089-210422
SEM075,210422,210422,SEM075-210422
SCRE047,210422,210422,SCRE047-210422
SCCO007,210423,210423,SCCO007-210423
SEM105,210423,210423,SEM105-210423
FCAR011,210423,210423,FCAR011-210423
FCAR012,210423,210423,FCAR012-210423
VAR441,35248/1/1,2105-001,VAR441-2105-001
VAR431,35248/2/1,2105-002,VAR431-2105-002
VAR434,35248/3/1,2105-003,VAR434-2105-003
VAR442,35248/4/1,2105-004,VAR442-2105-004
MAT251,00050006175,2105-005,MAT251-2105-005
MAT261,01490002175,2105-006,MAT261-2105-006
MAT247,02210001181,2105-007,MAT247-2105-007
MAT060,227---,2105-008,MAT060-2105-008
MAT186,1304N00-,2105-009,MAT186-2105-009
MAT045,1904N05,2105-010,MAT045-2105-010
MAT286,ALB-338289,2105-011,MAT286-2105-011
VAR420,ALB-S210130137,2105-012,VAR420-2105-012
MAT300,69----,2105-013,MAT300-2105-013
MAT265,21655459,2105-014,MAT265-2105-014
MAT269,2E950030,2105-015,MAT269-2105-015
MAT242,1005---,2105-016,MAT242-2105-016
MAT241,1049---,2105-017,MAT241-2105-017
MAT257,210330,2105-018,MAT257-2105-018
MAT295,b20004029º,2105-019,MAT295-2105-019
MAT297,CA532021,2105-020,MAT297-2105-020
VAR129,1000875949,2105-021,VAR129-2105-021
VAR423,1000875984,2105-022,VAR423-2105-022
MAT073,07216873,2105-023,MAT073-2105-023
MAT021,211221-209721,2105-024,MAT021-2105-024
MAT303,1024701502,2105-025,MAT303-2105-025
MAT035,ALB-2021-580,2105-026,MAT035-2105-026
MAT233,ALB-8701,2105-027,MAT233-2105-027
MAT038,060521,2105-028,MAT038-2105-028
MAT021,211221,2105-029,MAT021-2105-029
MAT041,ALB/202100257,2105-030,MAT041-2105-030
MAT039,ALB/101253,2105-031,MAT039-2105-031
MAT186,1304N00--,2105-032,MAT186-2105-032
MAT278,18211-16211,2105-033,MAT278-2105-033
MAT132,091020-,2105-034,MAT132-2105-034
MAT060,0020---.,2105-035,MAT060-2105-035
MAT303,L511050-110914,2105-036,MAT303-2105-036
MAT315,091520,2105-037,MAT315-2105-037
MAT101,102,2105-038,MAT101-2105-038
MAT300,70,2105-039,MAT300-2105-039
MAT166,43109800,2105-040,MAT166-2105-040
MAT257,210330-210423-201030,2105-041,MAT257-2105-041
MAT305,180620,2105-042,MAT305-2105-042
MAT298,204DOP-20,2105-043,MAT298-2105-043
MAT241,1099,2105-044,MAT241-2105-044
MAT287,1112,2105-045,MAT287-2105-045
MAT296,1063,2105-046,MAT296-2105-046
MAT312,B4051,2105-047,MAT312-2105-047
MAT313,110521,2105-048,MAT313-2105-048
MAT314,0035,2105-049,MAT314-2105-049
MAT279,1071712396-107093698,2105-050,MAT279-2105-050
MAT266,52000223,2105-051,MAT266-2105-051
MAT318,100521,2105-052,MAT318-2105-052
MAT242,1005--,2105-053,MAT242-2105-053
MAT071,12143-,2105-054,MAT071-2105-054
MAT040,21084007,2105-055,MAT040-2105-055
MAT041,21081006,2105-056,MAT041-2105-056
MAT187,ALB/AV21-07017,2105-057,MAT187-2105-057
MAT244,00041752,2105-058,MAT244-2105-058
MAT089,2105600h36,2105-059,MAT089-2105-059
MAT056,72,2105-060,MAT056-2105-060
MAT316,L2440399329,2105-061,MAT316-2105-061
MAT317,125019077,2105-062,MAT317-2105-062
MAT279,1071712396,2105-063,MAT279-2105-063
MAT013,2/0916,2105-064,MAT013-2105-064
MAT178,ALB-9307,2105-065,MAT178-2105-065
MAT132,091020--,2105-066,MAT132-2105-066
MAT020,909921,2105-067,MAT020-2105-067
MAT302,110521A,2105-068,MAT302-2105-068
MAT186,1304N00---,2105-069,MAT186-2105-069
MAT284,17/21,2105-070,MAT284-2105-070
MAT045,0705N01,2105-071,MAT045-2105-071
MAT186,1304N00----,2105-072,MAT186-2105-072
MAT039,13021,2105-073,MAT039-2105-073
VAR056,143205WTF020256,2105-074,VAR056-2105-074
VAR057,VQ2VGB,2105-075,VAR057-2105-075
VAR113,0110522,2105-076,VAR113-2105-076
MAT229,140429-,2105-077,MAT229-2105-077
MAT180,141100,2105-078,MAT180-2105-078
MAT101,104,2105-079,MAT101-2105-079
MAT316,2021002511,2105-080,MAT316-2105-080
MAT147,3900721,2105-081,MAT147-2105-081
MAT311,4522,2105-082,MAT311-2105-082
MAT132,191020,2105-083,MAT132-2105-083
MAT246,1111396,2105-084,MAT246-2105-084
MAT307,110504663,2105-085,MAT307-2105-085
MAT262,h0427313,2105-086,MAT262-2105-086
MAT178,ALB-9677,2105-087,MAT178-2105-087
MAT310,29042021,2105-088,MAT310-2105-088
MAT309,29042021-,2105-089,MAT309-2105-089
MAT308,29042021,2105-090,MAT308-2105-090
MAT311,4562,2105-091,MAT311-2105-091
MAT195,ALB-24,2105-092,MAT195-2105-092
MAT056,74,2105-093,MAT056-2105-093
MAT242,1097-1005,2105-095,MAT242-2105-095
MAT241,1099-,2105-096,MAT241-2105-096
MAT306,A100319A,2105-097,MAT306-2105-097
MAT295,B20004029,2105-098,MAT295-2105-098
MAT277,1068,2105-099,MAT277-2105-099
MAT021,212521,2105-100,MAT021-2105-100
MAT158,117072,2105-101,MAT158-2105-101
MAT035,ALB-FRA2021-662,2105-102,MAT035-2105-102
MAT154,21-03044--,2105-103,MAT154-2105-103
MAT074,21-03025,2105-104,MAT074-2105-104
MAT286,114000,2105-105,MAT286-2105-105
MAT279,1071712396-,2105-106,MAT279-2105-106
MAT060,1119,2105-107,MAT060-2105-107
MAT239,0231,2105-108,MAT239-2105-108
MAT039,13721-13821-14021-14121,2105-109,MAT039-2105-109
MAT113,P/IT230121E060521,2105-110,MAT113-2105-110
MAT033,28B1105102,2105-111,MAT033-2105-111
MAT137,211021002,2105-112,MAT137-2105-112
MAT316,07220231,2105-113,MAT316-2105-113
MAT308,29-04-2021,2105-114,MAT308-2105-114
MAT292,134848-1,2105-115,MAT292-2105-115
MAT235,262100,2105-116,MAT235-2105-116
MAT021,212521-212621,2105-117,MAT021-2105-117
VAR441,36165,2105-118,VAR441-2105-118
VAR434,36165-,2105-119,VAR434-2105-119
VAR431,36165..,2105-120,VAR431-2105-120
VAR425,36165...,2105-121,VAR425-2105-121
VAR443,36165....,2105-122,VAR443-2105-122
VAR440,36165,2105-123,VAR440-2105-123
MAT037,21052021,2105-124,MAT037-2105-124
MAT251,21052021,2105-125,MAT251-2105-125
FPOS009,210519,210519,FPOS009-210519
FPER008,210519,210519,FPER008-210519
FPOS005,210519,210519,FPOS005-210519
FCAR031,210519,210519,FCAR031-210519
FCAR012,210519,210519,FCAR012-210519
SCRE023,210521,210521,SCRE023-210521
SCRE021,210521,210521,SCRE021-210521
SCRE020,210521,210521,SCRE020-210521
SCRE026,210521,210521,SCRE026-210521
SCRE022,210521,210521,SCRE022-210521
SCRE033,210521,210521,SCRE033-210521
SCRE025,210521,210521,SCRE025-210521
SEM096,210522,210522,SEM096-210522
FCAR046,210522,210522,FCAR046-210522
FPOS009,210522,210522,FPOS009-210522
FCAR001,210522,210522,FCAR001-210522
FTAR003,210522,210522,FTAR003-210522
SEM103,210524,210524,SEM103-210524
SEM083,210524,210524,SEM083-210524
SCRE036,210524,210524,SCRE036-210524
SEM078,210524,210524,SEM078-210524
FCAR016,210524,210524,FCAR016-210524
FCAR015,210524,210524,FCAR015-210524
VAR422,1000904671,2106-001,VAR422-2106-001
MAT315,091520-,2106-002,MAT315-2106-002
MAT313,1-6-21,2106-003,MAT313-2106-003
MAT314,1043,2106-004,MAT314-2106-004
MAT035,052103-062104-082105,2106-005,MAT035-2106-005
MAT278,21211,2106-006,MAT278-2106-006
MAT269,0127214,2106-007,MAT269-2106-007
MAT056,325,2106-008,MAT056-2106-008
MAT101,108,2106-009,MAT101-2106-009
MAT042,5245,2106-010,MAT042-2106-010
MAT039,15221,2106-011,MAT039-2106-011
MAT130,201230,2106-012,MAT130-2106-012
VAR420,ALB-S210180617,2106-013,VAR420-2106-013
VAR444,10730901932,2106-014,VAR444-2106-014
MAT317,07220231,2106-015,MAT317-2106-015
MAT316,125019077,2106-016,MAT316-2106-016
MAT021,213921,2106-017,MAT021-2106-017
MAT035,ALB-4634,2106-018,MAT035-2106-018
MAT089,L111800H36,2106-019,MAT089-2106-019
MAT035,ALB-FRA2021-741,2106-020,MAT035-2106-020
MAT146,20621-180521,2106-021,MAT146-2106-021
MAT196,200466,2106-022,MAT196-2106-022
MAT137,211001002-,2106-023,MAT137-2106-023
MAT246,Z0233740-,2106-024,MAT246-2106-024
MAT035,PL070621,2106-025,MAT035-2106-025
MAT101,109,2106-026,MAT101-2106-026
MAT319,140165/141728,2106-027,MAT319-2106-027
MAT166,43112800,2106-028,MAT166-2106-028
MAT018,H0429659,2106-029,MAT018-2106-029
MAT262,H0427313-,2106-030,MAT262-2106-030
MAT271,G0922700-,2106-031,MAT271-2106-031
MAT270,H0426991,2106-032,MAT270-2106-032
MAT073,07216859,2106-033,MAT073-2106-033
MAT033,L28B2704102,2106-034,MAT033-2106-034
MAT309,028-00,2106-035,MAT309-2106-035
MAT308,029-00,2106-036,MAT308-2106-036
MAT310,030-00,2106-037,MAT310-2106-037
MAT039,642320,2106-038,MAT039-2106-038
MAT071,051068,2106-039,MAT071-2106-039
MAT228,P080621,2106-040,MAT228-2106-040
VAR119,12042021,2106-041,VAR119-2106-041
VAR123,1511404096,2106-042,VAR123-2106-042
VAR122,304946,2106-043,VAR122-2106-043
MAT045,2605N15,2106-044,MAT045-2106-044
MAT186,1305N12,2106-045,MAT186-2106-045
MAT300,79,2106-046,MAT300-2106-046
MAT021,215421,2106-047,MAT021-2106-047
MAT290,ALB-31,2106-048,MAT290-2106-048
MAT197,BOP2106AV0089,2106-049,MAT197-2106-049
MAT038,100321,2106-050,MAT038-2106-050
MAT048,ALB 16952,2106-051,MAT048-2106-051
MAT178,ALB 11302,2106-052,MAT178-2106-052
MAT041,21085014,2106-053,MAT041-2106-053
MAT056,79,2106-054,MAT056-2106-054
MAT295,B20004029-,2106-055,MAT295-2106-055
MAT154,21-03044/21-06045,2106-056,MAT154-2106-056
MAT228,P080621-,2106-057,MAT228-2106-057
MAT060,0230,2106-058,MAT060-2106-058
MAT132,191020-,2106-059,MAT132-2106-059
VAR118,1000904792/6840,2106-060,VAR118-2106-060
MAT026,68043,2106-061,MAT026-2106-061
VAR420,A-4625,2106-062,VAR420-2106-062
MAT230,035446,2106-063,MAT230-2106-063
MAT021,14976296,2106-064,MAT021-2106-064
MAT326,ALB-AV2109256,2106-065,MAT326-2106-065
MAT067,0821,2106-066,MAT067-2106-066
MAT244,C21VAE1448,2106-067,MAT244-2106-067
MAT268,0184121077,2106-068,MAT268-2106-068
MAT035,PL150621,2106-069,MAT035-2106-069
MAT166,43113900-43114700,2106-070,MAT166-2106-070
MAT013,114700746,2106-071,MAT013-2106-071
MAT137,211021002-,2106-072,MAT137-2106-072
MAT039,ALB-BOP2106AV0150,2106-073,MAT039-2106-073
MAT113,16016421,2106-074,MAT113-2106-074
MAT033,28B1105102-,2106-075,MAT033-2106-075
MAT073,07216859-,2106-076,MAT073-2106-076
MAT294,LLF2102007,2106-077,MAT294-2106-077
MAUX001,26EUFBP052021,2106-078,MAUX001-2106-078
MAUX002,67EUFBP062021,2106-079,MAUX002-2106-079
MAT296,1117,2106-080,MAT296-2106-080
MAT241,1145,2106-081,MAT241-2106-081
MAT287,1110,2106-082,MAT287-2106-082
MAT306,A100319,2106-083,MAT306-2106-083
MAT295,B20004029--,2106-084,MAT295-2106-084
MAT297,A53202021,2106-085,MAT297-2106-085
MAT073,07216859--,2106-086,MAT073-2106-086
MAT021,210621-214621,2106-087,MAT021-2106-087
MAT041,ALB-0001595,2106-088,MAT041-2106-088
MAT035,ALB-829,2106-089,MAT035-2106-089
MAT183,107836,2106-090,MAT183-2106-090
VAR113,111696,2106-091,VAR113-2106-091
MAT239,1128,2106-092,MAT239-2106-092
MAT302,250621A,2106-093,MAT302-2106-093
MAT056,79-,2106-094,MAT056-2106-094
MAT035,25102,2106-095,MAT035-2106-095
MAT005,10461542-10473349,2106-096,MAT005-2106-096
MAT137,211021002--,2106-097,MAT137-2106-097
MAT302,220621A,2106-098,MAT302-2106-098
MAT154,21-06045,2106-099,MAT154-2106-099
MAT262,H0427313--,2106-100,MAT262-2106-100
MAT271,G0526802-,2106-101,MAT271-2106-101
MAT222,H414633,2106-102,MAT222-2106-102
MAT178,ALB12457,2106-103,MAT178-2106-103
MAT041,8100621089,2106-104,MAT041-2106-104
MAT139,H0629593,2106-105,MAT139-2106-105
MAT261,01490002242,2106-106,MAT261-2106-106
FCAR007,210619,210619,FCAR007-210619
FPOS010,210619,210619,FPOS010-210619
FGRA001,210619,210619,FGRA001-210619
FPOS012,210619,210619,FPOS012-210619
FCAR001,210619,210619,FCAR001-210619
FCAR008,210619,210619,FCAR008-210619
FTAR001,210619,210619,FTAR001-210619
FPER050,210621,210621,FPER050-210621
FCAR001,210621,210621,FCAR001-210621
FPER046,210621,210621,FPER046-210621
SCRE010,210621,210621,SCRE010-210621
FTAR002,210621,210621,FTAR002-210621
