fecha_fabricacion,articulo,lote_articulo,unidades_fabricadas,componente,lote_componente,consumo_unitario,consumo_total,id_orden
18/03/2024,SEM047,140324,2077.0,MAT290,2402-099,0.15,320.0,FV-9213
18/03/2024,SCRE036,150324,10224.0,MAT344,2402-083,0.09,893.66,FV-9199
18/03/2024,SCRE036,150324,10224.0,MAUX042,2402-058,1.11,11359.89,FV-9199
18/03/2024,SCRE010,200324,432.0,MAUX016,2312-022,1.0,433.0,FV-9214
18/03/2024,SEM096,180324,2359.0,MAUX002,2312-017,0.07,166.55,FV-9215
18/03/2024,SCRE036,150324,10224.0,MAT104,2402-113,0.03,320.0,FV-9199
18/03/2024,FPOS005,140324,131.0,MAT183,2402-036,1.02,133.0,FV-9212
18/03/2024,SCRE036,150324,10224.0,MAT292,2402-080,1.03,10524.0,FV-9199
18/03/2024,SEM127,180324,4895.0,MAT269,2403-031,0.0,3.33,FV-9211
18/03/2024,SCRE036,150324,10224.0,MAUX024,2402-010,0.24,2421.04,FV-9199
18/03/2024,SEM127,180324,4895.0,MAT073,2402-031,0.01,66.03,FV-9211
18/03/2024,SEM127,180324,4895.0,MAT269,2401-067,0.01,26.68,FV-9211
18/03/2024,SCRE036,150324,10224.0,VAR444,2403-003,1.97,20183.6,FV-9199
18/03/2024,SEM047,140324,2077.0,MAT319,2401-011,0.0,2.5,FV-9213
21/03/2024,FPER050,060324,250.0,VAR423,2402-065,1.0,250.0,FV-9158
21/03/2024,SEM123,060324,6075.0,MAT137,2402-016,0.04,214.71,FV-9222
21/03/2024,SCRE070,140324,1209.0,MAT303,2402-086,0.04,46.31,FV-9205
21/03/2024,SCRE036,200324,14688.0,VAR444,2403-029,3.6,52876.8,FV-9220
21/03/2024,SCRE036,180324,11367.0,VAR444,2403-029,0.08,921.2,FV-9217
21/03/2024,SEM085,150324,558.0,MAT183,2402-036,1.0,559.0,FV-9218
21/03/2024,SEM123,060324,6075.0,MAT033,2402-032,0.01,30.53,FV-9222
21/03/2024,SEM085,150324,558.0,MAUX002,2312-017,0.42,236.31,FV-9218
21/03/2024,SCRE070,140324,1209.0,VAR444,2403-003,3.2,3868.8,FV-9205
21/03/2024,SCRE036,200324,14688.0,MAUX020,2403-013,0.08,1224.0,FV-9220
21/03/2024,SCRE070,140324,1209.0,VAR417,2401-079,0.03,42.0,FV-9205
21/03/2024,SCRE070,140324,1209.0,MAUX060,2402-090,1.11,1344.0,FV-9205
21/03/2024,SCRE036,180324,11367.0,MAT104,2402-113,0.03,320.0,FV-9217
21/03/2024,SCRE036,200324,14688.0,MAUX042,2402-058,1.11,16320.0,FV-9220
21/03/2024,FPER050,060324,250.0,MAUX001,2312-018,0.8,200.0,FV-9158
21/03/2024,SEM085,180324,912.0,SEM101,090324,0.0,4.0,FV-9219
21/03/2024,SEM085,150324,558.0,SEM101,090324,0.0,1.0,FV-9218
21/03/2024,SEM085,150324,558.0,SEM101,150224,0.01,3.84,FV-9218
21/03/2024,SEM085,180324,912.0,SEM101,150224,0.0,0.49,FV-9219
21/03/2024,SEM085,180324,912.0,SEM101,120324,0.0,3.39,FV-9219
21/03/2024,SCRE036,200324,14688.0,MAT104,2402-113,0.03,420.0,FV-9220
21/03/2024,SEM085,180324,912.0,MAT183,2402-036,1.0,915.0,FV-9219
21/03/2024,SEM085,180324,912.0,MAUX002,2312-017,0.42,386.23,FV-9219
21/03/2024,SCRE070,140324,1209.0,MAT292,2402-080,1.01,1226.0,FV-9205
21/03/2024,SEM085,180324,912.0,MAT324,2403-001,0.56,511.42,FV-9219
21/03/2024,SCRE036,180324,11367.0,MAUX024,2402-010,0.24,2691.71,FV-9217
21/03/2024,SEM123,060324,6075.0,MAT021,2402-088,0.03,182.55,FV-9222
21/03/2024,SEM085,150324,558.0,MAT324,2401-097,1.0,557.24,FV-9218
21/03/2024,FPER050,060324,250.0,MAUX002,2312-017,0.8,200.0,FV-9158
21/03/2024,SEM123,060324,6075.0,MAT073,2402-031,0.01,85.57,FV-9222
21/03/2024,SEM085,180324,912.0,MAT391,2401-088,0.3,278.03,FV-9219
21/03/2024,FPER050,060324,250.0,SEM123,060324,24.03,6008.0,FV-9158
21/03/2024,SCRE036,200324,14688.0,MAT344,2402-083,0.08,1210.77,FV-9220
21/03/2024,SEM123,060324,6075.0,MAT356,2311-061,0.01,33.27,FV-9222
21/03/2024,SEM085,150324,558.0,MAT391,2401-088,0.31,170.89,FV-9218
21/03/2024,SEM085,150324,558.0,MAT339,2402-046,1.58,884.2,FV-9218
21/03/2024,SCRE036,180324,11367.0,SEM085,150324,0.03,320.0,FV-9217
21/03/2024,SCRE036,200324,14688.0,MAT296,2402-048,0.02,230.88,FV-9220
21/03/2024,SEM085,180324,912.0,MAT339,2402-046,1.6,1459.2,FV-9219
21/03/2024,SEM085,180324,912.0,MAT290,2402-099,1.58,1439.7,FV-9219
21/03/2024,SEM085,150324,558.0,MAT290,2402-099,1.59,885.3,FV-9218
21/03/2024,SCRE036,200324,14688.0,SEM085,180324,0.03,416.0,FV-9220
21/03/2024,SCRE070,140324,1209.0,SEM126,070324,0.02,29.0,FV-9205
21/03/2024,FPER050,060324,250.0,VAR417,2401-079,1.01,252.0,FV-9158
21/03/2024,SCRE036,200324,14688.0,MAT344,2403-047,0.0,27.9,FV-9220
21/03/2024,SCRE036,180324,11367.0,MAUX020,2403-013,0.08,947.0,FV-9217
21/03/2024,SCRE036,180324,11367.0,MAT296,2402-048,0.02,176.0,FV-9217
21/03/2024,SCRE070,140324,1209.0,MAT297,2402-119,0.02,22.72,FV-9205
21/03/2024,SCRE036,180324,11367.0,MAUX042,2402-058,1.11,12629.11,FV-9217
21/03/2024,SEM085,180324,912.0,MAT324,2401-097,0.43,395.18,FV-9219
21/03/2024,SEM123,060324,6075.0,MAT154,2402-121,0.0,17.12,FV-9222
21/03/2024,SEM123,060324,6075.0,MAT154,2402-017,0.02,106.18,FV-9222
21/03/2024,SEM085,150324,558.0,MAUX001,2312-018,0.42,236.31,FV-9218
21/03/2024,SCRE036,200324,14688.0,MAT292,2402-080,1.03,15080.0,FV-9220
21/03/2024,SCRE036,180324,11367.0,MAT292,2402-080,1.02,11564.0,FV-9217
21/03/2024,SCRE070,140324,1209.0,MAT303,2403-062,0.06,77.0,FV-9205
21/03/2024,SCRE036,180324,11367.0,VAR444,2403-003,3.52,40000.0,FV-9217
21/03/2024,SCRE036,200324,14688.0,MAUX024,2402-010,0.24,3478.12,FV-9220
21/03/2024,SEM085,180324,912.0,MAUX001,2312-018,0.42,386.23,FV-9219
21/03/2024,SCRE036,180324,11367.0,MAT344,2402-083,0.09,992.0,FV-9217
21/03/2024,SCRE070,140324,1209.0,MAUX024,2402-010,0.26,318.21,FV-9205
22/03/2024,FCAR048,200324,96.0,MAUX002,2312-017,0.85,81.32,FV-9228
22/03/2024,SCRE047,210324,1414.0,MAT278,2402-122,0.09,128.52,FV-9224
22/03/2024,SEM125,210324,239.0,VAR444,2403-029,3.2,764.8,FV-9226
22/03/2024,SEM124,210324,242.0,MAT292,2402-080,1.12,271.0,FV-9233
22/03/2024,SEM108,200324,125.5,MAUX018,2309-013,1.04,130.0,FV-9227
22/03/2024,FCAR049,200324,43.0,MAT183,2402-036,8.37,360.0,FV-9221
22/03/2024,SEM078,200324,41.14,MAUX002,2312-017,0.08,3.17,FV-9229
22/03/2024,SEM108,200324,125.5,MAUX002,2312-017,0.65,81.14,FV-9227
22/03/2024,FCAR049,200324,43.0,MAUX002,2312-017,0.75,32.37,FV-9221
22/03/2024,SCRE047,210324,1414.0,MAUX024,2402-010,0.26,372.16,FV-9224
22/03/2024,SEM124,210324,242.0,MAUX024,2402-010,0.26,63.69,FV-9233
22/03/2024,SEM108,200324,125.5,SEM122,240224,0.06,7.45,FV-9227
22/03/2024,SEM124,210324,242.0,VAR444,2403-029,3.2,774.4,FV-9233
22/03/2024,FCAR048,200324,96.0,VAR142,2312-049,1.0,96.0,FV-9228
22/03/2024,SCRE046,210324,5229.0,MAUX046,2403-043,1.11,5810.0,FV-9225
22/03/2024,FCAR049,200324,43.0,VAR142,2312-049,1.0,43.0,FV-9221
22/03/2024,FCAR049,200324,43.0,VAR417,2401-079,1.07,46.0,FV-9221
22/03/2024,SCRE046,210324,5229.0,VAR444,2403-029,3.2,16732.8,FV-9225
22/03/2024,FCAR049,200324,43.0,SEM108,200324,0.69,29.5,FV-9221
22/03/2024,FCAR049,200324,43.0,SEM005,100324,3.0,129.0,FV-9221
22/03/2024,SCRE047,210324,1414.0,MAT292,2402-080,1.01,1434.0,FV-9224
22/03/2024,FCAR048,200324,96.0,SEM108,200324,1.0,96.0,FV-9228
22/03/2024,SEM108,200324,125.5,MAUX001,2312-018,0.65,81.14,FV-9227
22/03/2024,FCAR048,200324,96.0,SEM005,100324,5.0,480.0,FV-9228
22/03/2024,SEM125,210324,239.0,MAT292,2402-080,1.05,252.0,FV-9226
22/03/2024,SCRE047,210324,1414.0,VAR417,2401-079,0.03,48.0,FV-9224
22/03/2024,SEM125,210324,239.0,MAUX057,2312-088,1.11,266.0,FV-9226
22/03/2024,SEM108,200324,125.5,MAT048,2401-066,3.79,475.28,FV-9227
22/03/2024,SEM124,210324,242.0,MAT297,2402-119,0.02,5.01,FV-9233
22/03/2024,SCRE047,210324,1414.0,MAUX047,2402-060,1.11,1572.0,FV-9224
22/03/2024,FCAR048,200324,96.0,MAUX001,2312-018,0.85,81.32,FV-9228
22/03/2024,SEM125,210324,239.0,SEM112,220224,0.03,7.0,FV-9226
22/03/2024,SEM078,200324,41.14,MAUX001,2312-018,0.08,3.17,FV-9229
22/03/2024,SCRE047,210324,1414.0,SEM082,060324,0.03,42.0,FV-9224
22/03/2024,SCRE046,210324,5229.0,SEM083,260224,0.03,153.0,FV-9225
22/03/2024,SEM108,200324,125.5,MAT370,2402-009,3.11,390.5,FV-9227
22/03/2024,SEM125,210324,239.0,MAT344,2403-047,0.08,17.98,FV-9226
22/03/2024,SEM108,200324,125.5,MAT370,2403-054,4.1,515.0,FV-9227
22/03/2024,SEM124,210324,242.0,SEM109,220224,0.02,6.0,FV-9233
22/03/2024,SEM124,210324,242.0,MAUX058,2312-086,1.11,269.0,FV-9233
22/03/2024,FCAR048,200324,96.0,MAT183,2402-036,2.08,200.0,FV-9228
22/03/2024,SEM078,210324,180.38,MAUX002,2312-017,0.08,13.89,FV-9234
22/03/2024,SEM108,200324,125.5,MAT104,2402-113,2.03,255.0,FV-9227
22/03/2024,SCRE046,210324,5229.0,VAR417,2401-079,0.03,176.0,FV-9225
22/03/2024,FCAR049,200324,43.0,MAUX001,2312-018,0.75,32.37,FV-9221
22/03/2024,SCRE047,210324,1414.0,VAR444,2403-029,3.2,4524.8,FV-9224
22/03/2024,FCAR048,200324,96.0,VAR417,2401-079,1.03,99.0,FV-9228
22/03/2024,SCRE046,210324,5229.0,MAUX024,2402-010,0.26,1376.27,FV-9225
22/03/2024,SEM125,210324,239.0,MAUX024,2402-010,0.26,62.9,FV-9226
22/03/2024,SCRE046,210324,5229.0,MAT278,2402-122,0.11,559.83,FV-9225
22/03/2024,SEM124,210324,242.0,MAT343,2402-087,0.11,25.49,FV-9233
22/03/2024,SEM078,210324,180.38,MAUX001,2312-018,0.08,13.89,FV-9234
22/03/2024,SCRE046,210324,5229.0,MAT292,2402-080,1.07,5589.0,FV-9225
25/03/2024,SCRE049,250324,1368.0,VAR417,2401-079,0.17,232.0,FV-9240
25/03/2024,FTAR003,230324,85.0,VAR417,2401-079,1.06,90.0,FV-9246
25/03/2024,SEM120,220324,16.0,MAT017,2402-027,0.82,13.18,FV-9245
25/03/2024,SEM099,220324,147.84,VAR113,2401-033,0.06,9.0,FV-9238
25/03/2024,FCAR008,210324,143.0,MAT183,2402-036,12.14,1736.0,FV-9235
25/03/2024,FCAR008,210324,143.0,VAR118,2401-081,1.0,143.0,FV-9235
25/03/2024,FTAR003,230324,85.0,VAR118,2401-081,1.0,85.0,FV-9246
25/03/2024,FPOS009,220324,181.0,VAR118,2401-081,1.0,181.0,FV-9243
25/03/2024,SEM126,210324,77.0,MAT388,2402-097,0.02,1.75,FV-9236
25/03/2024,SCRE010,250324,648.0,VAR423,2402-065,0.17,108.0,FV-9239
25/03/2024,SEM071,220324,240.0,MAUX045,2303-021,0.05,11.54,FV-9237
25/03/2024,SEM099,220324,147.84,SEM122,240224,0.05,7.87,FV-9238
25/03/2024,FCAR008,210324,143.0,SEM053,050124,0.02,3.16,FV-9235
25/03/2024,SCRE036,220324,13119.0,VAR444,2403-029,3.6,47228.4,FV-9230
25/03/2024,SCRE036,220324,13119.0,VAR444,2403-071,0.08,1000.0,FV-9230
25/03/2024,FCAR008,210324,143.0,MAUX001,2312-018,1.27,181.7,FV-9235
25/03/2024,SEM071,220324,240.0,MAT314,2403-091,0.04,8.82,FV-9237
25/03/2024,SEM071,220324,240.0,MAT314,2401-091,0.01,2.5,FV-9237
25/03/2024,FTAR003,230324,85.0,MAT178,2403-002,2.94,250.0,FV-9246
25/03/2024,SEM071,220324,240.0,MAT315,2403-092,0.01,2.58,FV-9237
25/03/2024,SEM126,210324,77.0,MAT358,2311-100,0.53,40.75,FV-9236
25/03/2024,FTAR003,230324,85.0,MAT229,2401-009,0.02,1.81,FV-9246
25/03/2024,SEM071,220324,240.0,MAT315,2302-116,0.0,0.98,FV-9237
25/03/2024,SEM126,210324,77.0,MAT324,2403-001,0.39,30.24,FV-9236
25/03/2024,SEM071,220324,240.0,MAT018,2210-086,0.0,0.8,FV-9237
25/03/2024,SCRE048,270324,576.0,VAR417,2401-079,0.17,99.0,FV-9242
25/03/2024,FPOS009,220324,181.0,MAT021,2403-011,1.55,280.0,FV-9243
25/03/2024,FTAR003,230324,85.0,MAUX001,2312-018,1.51,128.0,FV-9246
25/03/2024,SEM126,210324,77.0,MAT358,2403-048,0.14,11.0,FV-9236
25/03/2024,FTAR003,230324,85.0,SEM071,020324,0.78,66.0,FV-9246
25/03/2024,FTAR003,230324,85.0,SEM071,220324,0.16,14.0,FV-9246
25/03/2024,SCRE048,250324,432.0,MAUX016,2312-022,1.01,435.0,FV-9241
25/03/2024,SCRE010,250324,648.0,VAR424,2312-092,1.0,648.0,FV-9239
25/03/2024,SCRE036,220324,13119.0,MAT292,2402-080,1.03,13461.0,FV-9230
25/03/2024,SCRE049,250324,1368.0,MAUX029,2403-063,0.19,257.0,FV-9240
25/03/2024,SEM126,210324,77.0,MAT017,2402-027,0.01,1.11,FV-9236
25/03/2024,FPOS009,220324,181.0,MAT183,2402-036,1.05,190.0,FV-9243
25/03/2024,SCRE049,250324,1368.0,MAUX016,2312-022,1.01,1378.0,FV-9240
25/03/2024,SEM099,220324,147.84,MAT359,2401-100,0.01,1.81,FV-9238
25/03/2024,SEM126,210324,77.0,MAT400,2402-126,0.46,35.3,FV-9236
25/03/2024,FCAR008,210324,143.0,MAT290,2403-079,2.83,404.54,FV-9235
25/03/2024,SEM126,210324,77.0,MAT262,2402-061,0.01,0.56,FV-9236
25/03/2024,SEM126,210324,77.0,MAT400,2403-076,0.63,48.85,FV-9236
25/03/2024,SCRE036,220324,13119.0,MAT296,2402-048,0.02,211.81,FV-9230
25/03/2024,SEM120,220324,16.0,VAR113,2401-033,2.06,33.0,FV-9245
25/03/2024,SCRE036,220324,13119.0,SEM085,180324,0.01,76.0,FV-9230
25/03/2024,SEM122,230324,80.0,MAT017,2402-114,0.99,79.2,FV-9244
25/03/2024,SEM122,230324,80.0,MAT018,2210-086,0.01,0.8,FV-9244
25/03/2024,SCRE036,220324,13119.0,SEM085,110324,0.01,78.0,FV-9230
25/03/2024,SCRE036,220324,13119.0,SEM085,150324,0.02,215.0,FV-9230
25/03/2024,SEM071,220324,240.0,MAT364,2403-038,0.17,40.0,FV-9237
25/03/2024,SCRE010,250324,648.0,SEM047,140324,1.0,648.0,FV-9239
25/03/2024,SCRE010,250324,648.0,SEM046,140324,1.0,648.0,FV-9239
25/03/2024,SCRE048,270324,576.0,SEM095,120324,1.0,576.0,FV-9242
25/03/2024,SEM120,220324,16.0,MAT388,2402-097,1.14,18.2,FV-9245
25/03/2024,FCAR008,210324,143.0,MAUX002,2312-017,1.27,181.7,FV-9235
25/03/2024,SCRE049,250324,1368.0,SEM096,290224,0.18,242.0,FV-9240
25/03/2024,SEM120,220324,16.0,MAT388,2311-113,1.56,25.0,FV-9245
25/03/2024,SCRE049,250324,1368.0,SEM096,180324,0.82,1126.0,FV-9240
25/03/2024,SEM099,220324,147.84,MAT320,2402-096,0.13,19.94,FV-9238
25/03/2024,SCRE048,250324,432.0,SEM095,120324,1.0,432.0,FV-9241
25/03/2024,SEM071,220324,240.0,MAT017,2402-027,0.02,4.27,FV-9237
25/03/2024,SCRE036,220324,13119.0,MAUX020,2403-013,0.02,208.0,FV-9230
25/03/2024,FPOS009,220324,181.0,VAR119,2401-024,6.02,1090.0,FV-9243
25/03/2024,FPOS009,220324,181.0,MAT033,2402-032,0.43,77.04,FV-9243
25/03/2024,SEM071,220324,240.0,MAT089,2402-104,0.01,2.95,FV-9237
25/03/2024,SEM071,220324,240.0,MAT089,2403-078,0.03,6.73,FV-9237
25/03/2024,FPOS009,220324,181.0,MAT154,2402-121,0.77,140.03,FV-9243
25/03/2024,SEM071,220324,240.0,MAT129,2309-082,0.11,26.53,FV-9237
25/03/2024,SEM099,220324,147.84,MAT359,2402-095,0.05,6.85,FV-9238
25/03/2024,SCRE036,220324,13119.0,MAT344,2403-047,0.09,1145.01,FV-9230
25/03/2024,SEM099,220324,147.84,MAT033,2402-032,0.07,10.94,FV-9238
25/03/2024,FPOS009,220324,181.0,MAUX023,2312-023,6.06,1096.0,FV-9243
25/03/2024,SCRE036,220324,13119.0,MAUX042,2402-058,1.11,14577.0,FV-9230
25/03/2024,FPOS009,220324,181.0,MAT071,2401-105,0.77,140.0,FV-9243
25/03/2024,SEM126,210324,77.0,MAUX002,2312-017,0.42,32.61,FV-9236
25/03/2024,SEM099,220324,147.84,MAT027,2402-101,0.74,110.0,FV-9238
25/03/2024,SCRE036,220324,13119.0,MAUX020,2403-056,0.07,885.0,FV-9230
25/03/2024,SEM071,220324,240.0,MAT325,2310-112,0.22,53.2,FV-9237
25/03/2024,SEM120,220324,16.0,MAT017,2402-114,13.18,210.82,FV-9245
25/03/2024,SCRE048,250324,432.0,MAUX026,2401-046,1.0,432.0,FV-9241
25/03/2024,SCRE036,220324,13119.0,MAT104,2402-113,0.03,369.0,FV-9230
25/03/2024,SCRE010,250324,648.0,VAR417,2401-079,0.17,110.0,FV-9239
25/03/2024,SCRE048,270324,576.0,MAUX026,2401-046,1.0,576.0,FV-9242
25/03/2024,FPOS009,220324,181.0,MAT196,2311-040,2.0,362.0,FV-9243
25/03/2024,SCRE036,220324,13119.0,MAUX024,2402-010,0.24,3106.58,FV-9230
25/03/2024,FPOS009,220324,181.0,VAR417,2401-079,1.05,190.0,FV-9243
25/03/2024,SEM126,210324,77.0,MAT183,2402-036,1.3,100.0,FV-9236
25/03/2024,FTAR003,230324,85.0,MAUX002,2312-017,1.51,128.0,FV-9246
25/03/2024,FCAR008,210324,143.0,VAR417,2401-079,1.01,145.0,FV-9235
25/03/2024,SCRE048,270324,576.0,VAR423,2402-065,0.17,96.0,FV-9242
25/03/2024,SCRE048,250324,432.0,VAR423,2402-065,0.17,72.0,FV-9241
25/03/2024,FTAR003,230324,85.0,MAT183,2402-036,18.08,1537.0,FV-9246
25/03/2024,SCRE048,270324,576.0,MAUX016,2312-022,1.01,580.0,FV-9242
25/03/2024,SEM126,210324,77.0,MAUX001,2312-018,0.42,32.61,FV-9236
25/03/2024,SEM099,220324,147.84,MAUX001,2312-018,0.07,10.44,FV-9238
25/03/2024,SCRE010,250324,648.0,MAUX016,2312-022,1.01,652.0,FV-9239
25/03/2024,SEM099,220324,147.84,MAT349,2402-062,0.03,4.46,FV-9238
25/03/2024,SEM126,210324,77.0,MAT399,2402-079,0.21,16.42,FV-9236
25/03/2024,SEM071,220324,240.0,MAT130,2401-039,0.11,26.53,FV-9237
25/03/2024,SCRE049,250324,1368.0,VAR423,2402-065,0.17,228.0,FV-9240
25/03/2024,SCRE049,250324,1368.0,MAUX029,2401-047,0.81,1111.0,FV-9240
25/03/2024,SEM099,220324,147.84,MAUX002,2312-017,0.07,10.44,FV-9238
25/03/2024,SEM120,220324,16.0,MAT262,2402-061,2.5,40.0,FV-9245
25/03/2024,SCRE048,250324,432.0,VAR417,2401-079,0.17,75.0,FV-9241
25/03/2024,SEM120,220324,16.0,MAT389,2402-115,6.25,100.0,FV-9245
25/03/2024,SEM126,210324,77.0,MAT399,2403-087,0.56,42.87,FV-9236
25/03/2024,FPOS009,220324,181.0,MAT073,2402-031,0.39,70.03,FV-9243
26/03/2024,FGUA001,230324,137.0,MAUX001,2312-018,0.64,87.04,FV-9248
26/03/2024,SCRE049,270324,576.0,MAUX029,2403-063,1.0,576.0,FV-9249
26/03/2024,SCRE069,210324,39.0,VAR113,2401-033,1.05,41.0,FV-9252
26/03/2024,SCRE049,270324,576.0,VAR423,2402-065,0.17,96.0,FV-9249
26/03/2024,FPREM002,240324,49.0,MAUX001,2312-018,0.42,20.75,FV-9251
26/03/2024,FPREM002,240324,49.0,SEM053,050124,0.02,0.99,FV-9251
26/03/2024,SCRE036,250324,7768.0,MAT292,2402-080,1.02,7913.0,FV-9250
26/03/2024,SEM085,250324,987.0,SEM101,120324,0.0,4.61,FV-9247
26/03/2024,SEM085,250324,987.0,SEM101,090324,0.0,1.0,FV-9247
26/03/2024,SEM085,250324,987.0,SEM101,150224,0.0,3.0,FV-9247
26/03/2024,SCRE036,250324,7768.0,MAT104,2402-113,0.03,216.0,FV-9250
26/03/2024,SCRE036,250324,7768.0,MAUX024,2402-010,0.24,1839.46,FV-9250
26/03/2024,FGUA001,230324,137.0,MAT183,2402-036,9.08,1244.0,FV-9248
26/03/2024,SCRE069,210324,39.0,SEM125,210324,6.0,234.0,FV-9252
26/03/2024,SEM085,250324,987.0,MAT290,2402-099,1.56,1541.8,FV-9247
26/03/2024,SEM085,250324,987.0,MAT339,2402-046,0.08,83.26,FV-9247
26/03/2024,FGUA001,230324,137.0,MAT325,2310-112,0.21,28.41,FV-9248
26/03/2024,SCRE036,250324,7768.0,MAT344,2403-047,0.09,670.25,FV-9250
26/03/2024,SEM085,250324,987.0,MAT339,2403-057,1.51,1487.75,FV-9247
26/03/2024,SCRE036,250324,7768.0,MAT296,2402-048,0.02,123.98,FV-9250
26/03/2024,SCRE036,250324,7768.0,SEM085,180324,0.02,193.0,FV-9250
26/03/2024,FGUA001,230324,137.0,MAT050,2304-088,1.75,240.0,FV-9248
26/03/2024,SCRE049,270324,576.0,SEM096,180324,1.0,576.0,FV-9249
26/03/2024,SCRE036,250324,7768.0,SEM085,150324,0.0,23.0,FV-9250
26/03/2024,SCRE069,210324,39.0,SEM124,210324,6.0,234.0,FV-9252
26/03/2024,SEM085,250324,987.0,MAT391,2401-088,0.31,304.01,FV-9247
26/03/2024,FPREM002,240324,49.0,MAT035,2312-059,4.08,200.0,FV-9251
26/03/2024,SCRE049,270324,576.0,VAR417,2401-079,0.17,97.0,FV-9249
26/03/2024,SEM085,250324,987.0,MAT324,2403-001,1.0,990.94,FV-9247
26/03/2024,FPREM002,240324,49.0,VAR118,2401-081,1.0,49.0,FV-9251
26/03/2024,SCRE036,250324,7768.0,MAUX020,2403-056,0.08,647.0,FV-9250
26/03/2024,FGUA001,230324,137.0,MAUX002,2312-017,0.64,87.04,FV-9248
26/03/2024,SEM085,250324,987.0,MAT183,2402-036,1.0,990.0,FV-9247
26/03/2024,SCRE069,210324,39.0,VAR422,2310-080,1.0,39.0,FV-9252
26/03/2024,FGUA001,230324,137.0,VAR142,2312-049,1.0,137.0,FV-9248
26/03/2024,FPREM002,240324,49.0,MAT183,2402-036,4.08,200.0,FV-9251
26/03/2024,SEM085,250324,987.0,MAUX001,2312-018,0.42,417.99,FV-9247
26/03/2024,SCRE049,270324,576.0,MAUX016,2312-022,1.0,578.0,FV-9249
26/03/2024,FPREM002,240324,49.0,MAUX002,2312-017,0.42,20.75,FV-9251
26/03/2024,FGUA001,230324,137.0,VAR417,2401-079,1.01,138.0,FV-9248
26/03/2024,SCRE036,250324,7768.0,VAR444,2403-003,0.95,7346.0,FV-9250
26/03/2024,SEM085,250324,987.0,MAUX002,2312-017,0.42,417.99,FV-9247
26/03/2024,SCRE036,250324,7768.0,VAR444,2403-029,1.52,11776.8,FV-9250
26/03/2024,FPREM002,240324,49.0,VAR417,2401-079,1.02,50.0,FV-9251
26/03/2024,SCRE036,250324,7768.0,VAR444,2403-071,1.14,8842.0,FV-9250
26/03/2024,SCRE036,250324,7768.0,MAUX042,2402-058,0.33,2563.0,FV-9250
27/03/2024,FPOS016,250324,142.0,MAT055,2403-024,0.0,0.27,FV-9258
27/03/2024,FCAR015,210324,140.0,MAT183,2402-036,2.02,283.0,FV-9259
27/03/2024,ELAB011,130324,108.0,VAR408,2310-063,0.0,0.11,FV-9210
27/03/2024,SCRE036,260324,13261.0,MAT104,2402-113,0.03,376.0,FV-9256
27/03/2024,SCRE042,270324,16.0,MAT278,2402-122,1.37,21.96,FV-9261
27/03/2024,ELAB010,130324,109.0,MAT033,2402-032,0.05,5.41,FV-9209
27/03/2024,SEM112,210324,107.0,MAUX001,2312-018,0.42,45.31,FV-9231
27/03/2024,ELAB010,130324,109.0,MAT262,2402-061,0.02,1.81,FV-9209
27/03/2024,SCRE010,270324,432.0,VAR417,2401-079,0.17,73.0,FV-9254
27/03/2024,FCAR015,210324,140.0,VAR142,2312-049,1.0,140.0,FV-9259
27/03/2024,SCRE010,270324,432.0,VAR423,2402-065,0.17,72.0,FV-9254
27/03/2024,FCAR015,210324,140.0,MAUX002,2312-017,0.85,118.59,FV-9259
27/03/2024,ELAB011,130324,108.0,MAT017,2402-027,0.03,3.59,FV-9210
27/03/2024,SCRE042,270324,16.0,VAR113,2401-033,1.13,18.0,FV-9261
27/03/2024,FPREM001,250324,73.0,VAR118,2401-081,1.0,73.0,FV-9253
27/03/2024,SEM046,260324,1858.0,MAUX002,2312-017,0.07,131.17,FV-9255
27/03/2024,ELAB010,130324,109.0,MAUX001,2312-018,1.13,123.1,FV-9209
27/03/2024,SCRE036,260324,13261.0,MAUX020,2403-056,0.08,1105.0,FV-9256
27/03/2024,SCRE042,270324,16.0,VAR444,2403-071,38.4,614.4,FV-9261
27/03/2024,SEM103,210324,140.5,MAUX002,2312-017,0.84,118.02,FV-9232
27/03/2024,SEM103,210324,140.5,MAT104,2402-113,2.06,290.0,FV-9232
27/03/2024,ELAB011,130324,108.0,MAUX002,2312-017,1.13,121.98,FV-9210
27/03/2024,SCRE036,260324,13261.0,MAT292,2403-028,1.02,13549.0,FV-9256
27/03/2024,ELAB010,130324,109.0,VAR408,2310-063,0.0,0.11,FV-9209
27/03/2024,FPOS016,120324,26.0,MAUX001,2312-018,0.71,18.35,FV-9223
27/03/2024,FCAR015,210324,140.0,VAR408,2310-063,0.0,0.14,FV-9259
27/03/2024,SCRE042,270324,16.0,MAT292,2402-080,12.0,192.0,FV-9261
27/03/2024,SCRE047,270324,1387.0,VAR417,2401-079,0.04,49.0,FV-9260
27/03/2024,ELAB010,130324,109.0,MAUX062,2402-125,1.0,109.0,FV-9209
27/03/2024,FPREM001,250324,73.0,SEM053,050124,0.02,1.56,FV-9253
27/03/2024,SEM103,210324,140.5,SEM122,240224,0.07,9.6,FV-9232
27/03/2024,SEM046,260324,1858.0,SEM053,050124,0.0,2.41,FV-9255
27/03/2024,ELAB011,130324,108.0,MAT320,2402-096,0.08,8.98,FV-9210
27/03/2024,ELAB010,130324,109.0,MAT320,2401-101,0.02,2.12,FV-9209
