Cód. artículo;Artículo;Tipo unidad (Obsoleto);Precio estándar;Precio compra;Ultimo precio compra;Familia;Línea;Tipo;Obsoleto;Peso;Peso neto artículo;
MAT150;LAUREL HOJAS;Kg;0,0000;0,0000;0;MP;COMPON;AMBIENTE;Si;0;;
MAT151;VINAGRE DE VINO BLANCO;litros;0,0000;0,0000;0;MP;COMPON;AMBIENTE;Si;0;;
MAT152;PAPEL COULANT;Uds;0,0000;0,0000;0;MAUX;COMPON;AMBIENTE;Si;0;;
MAT153;SALMON MIGAS;Uds;5,0000;5,0000;5;MP;COMPON;REFRIGER;Si;0;;
MAT154;MARGARINA SUNORO CREMA CJ 20KG;Kg;3,0000;3,0000;3;MP;COMPON;REFRIGER;No;0;;
MAT155;NATA EN POLVO 50% 1*25;Kg;4,3000;4,3000;0;MP;COMPON;AMBIENTE;Si;0;;
MAT156;BOLSAS CONSERVACION 165*225 1000 ud;Uds;0,0210;0,0210;0,021;MAUX;COMPON;AMBIENTE;No;0;;
MAT157;BOLSAS COCCION 180*250 1000 ud (POCO USO);Uds;0,0400;0,0400;0;MAUX;COMPON;AMBIENTE;No;0;;
MAT158;PALETA CERDO 4D;Kg;3,1400;3,1400;3,14;MP;COMPON;CONGELAD;No;0;;
MAT159;FALDA AÑOJO S/HUESO;Kg;3,9400;3,9400;0;MP;COMPON;REFRIGER;No;0;;
MAT160;COCHINILLO PEQUEÑO MALETINES;Uds;18,5000;18,5000;56;MP;COMPON;CONGELAD;No;0;;
MAT161;CABEZA DE LOMO;Kg;4,9500;4,9500;4,55;MP;COMPON;CONGELAD;No;0;;
MAT162;ACIDO CITRICO;litros;0,0000;0,0000;0;MP;COMPON;AMBIENTE;Si;0;;
MAT163;(VALLE DE ESLA) COSTILLA BUEY;Uds;0,0000;0,0000;0;MP;COMPON;CONGELAD;Si;0;;
MAT164;FILM BOBINA FLOWPACK OPP (300 m x bobina);Uds;49,9360;49,9360;54,93;MAUX;COMPON;AMBIENTE;Si;0;;
MAT166;QUESO CREMETTE;Kg;5,7600;5,7600;5,76;MP;COMPON;REFRIGER;No;0;;
MAT167;MUSLO DE POLLO DESHUESADO;Kg;4,6000;4,6000;4,6;MP;COMPON;CONGELAD;Si;0;;
MAT168;FILM TAPA 150MC (AMILEN) (500M X BOBINA);metros;0,2950;0,2950;0,231;MAUX;COMPON;AMBIENTE;Si;0;;
MAT169;FILM BASE 250MC (AMILEN) ( 350m x bobina);metros;0,3590;0,3590;0,359;MAUX;COMPON;AMBIENTE;Si;0;;
MAT170;FILM TAPA 150 MC (CRYSTAL)  (500M X BOBINA ANCHO 405) MULTIVAC;metros;0,2950;0,2950;0,295;MAUX;COMPON;AMBIENTE;No;0;;
MAT171;FILM BASE 180MC (AMILEN) (350M X BOBINA);metros;0,2900;0,2900;0;MAUX;COMPON;AMBIENTE;Si;0;;
MAT172;OBSOLETO: FILM BASE 200 MC (AMILEN) (350 M X BOBINA ANCHO 420) MULTIVAC/ULMA;metros;0,3850;0,3850;0,385;MAUX;COMPON;AMBIENTE;Si;0;;
MAT173;ALIÑO DE LIMON;litros;2,1200;2,1200;0,5998;MP;COMPON;AMBIENTE;Si;0;;
MAT174;CODILLO DE CERDO CON PIEL;Kg;2,8500;2,8500;2,2;MP;COMPON;CONGELAD;No;0;;
MAT175;SOJA;Kg;6,2280;6,2280;0;MP;COMPON;AMBIENTE;Si;0;;
MAT176;BASE DE SALSA PIL-PIL;Kg;6,8320;6,8320;6,832;MP;COMPON;AMBIENTE;Si;0;;
MAT177;LECHE EN POLVO;Kg;3,0000;3,0000;0;MP;COMPON;AMBIENTE;Si;0;;
MAT178;PICAÑA DE VACUNO;Kg;10,5000;10,5000;10,1;MP;COMPON;REFRIGER;No;0;;
MAT179;HUEVO EN POLVO;Uds;6,8800;6,8800;0;MP;COMPON;AMBIENTE;Si;0;;
MAT180;OBSOLETO: ROUX OSCURO;Uds;4,6360;4,6360;4,636;MP;COMPON;AMBIENTE;Si;0;;
MAT181;OBSOLETO: DEMIGLACE;Uds;11,4200;11,4200;11,42;MP;COMPON;AMBIENTE;Si;0;;
MAT182;CARNE PICADA 100 % CERDO IQF  70/30;Uds;4,1000;4,1000;4,1;MP;COMPON;CONGELAD;Si;0;;
MAT183;ETIQUETA P.P 110*110 IMPRESA;Uds;0,0205;0,0205;0,0205;MAUX;COMPON;AMBIENTE;No;0;;
MAT184;MUESTRAS I+D (NO INVENTARIABLES);Uds;0,0000;4,4160;0;MP;COMPON;AMBIENTE;No;0;;
MAT185;CORAZONES DE ALCACHOFA;Kg;3,4500;3,4500;3,45;MP;COMPON;CONGELAD;No;0;;
MAT186;OBSOLETO: ACEITE DE OLIVA 0.4º SUAVE GARRAFA 4.4 KG;litros;3,5568;3,5568;3,5568;MP;COMPON;AMBIENTE;Si;0;;
MAT187;OREJA FLAT;Kg;3,4500;3,4500;3,45;MP;COMPON;CONGELAD;No;0;;
MAT188;ACEITE GIRASOL GARRAFA 4.4 KG;litros;3,7810;3,7810;1,259;MP;COMPON;AMBIENTE;Si;0;;
MAT189;ZANAHORIA;Kg;0,6800;0,6800;1,65;MP;COMPON;REFRIGER;Si;0;;
MAT190;AZUCAR MORENO;Kg;1,3400;1,3400;1,34;MP;COMPON;AMBIENTE;No;0;;
MAT191;IMPULSOR;Kg;5,8600;5,8600;5,5666;MP;COMPON;AMBIENTE;Si;0;;
MAT192;JENGIBRE EN POLVO;Kg;3,1700;3,1700;5,48;MP;COMPON;AMBIENTE;Si;0;;
MAT193;NUEZ MOSCADA;Kg;7,5000;7,5000;17,1935;MP;COMPON;AMBIENTE;Si;0;;
MAT194;AZUCAR GLASS;Kg;0,6110;0,6110;0;MP;COMPON;AMBIENTE;Si;0;;
MAT195;OBSOLETO: COSTILLA PARA ELABORAR DE VACUM;Uds;0,0000;0,0000;0;MP;COMPON;CONGELAD;Si;0;;
MAT196;FILM BOBINA GRANDE (1000 M X BOBINA ANCHO 450)  FLOWPACK;metros;0,1260;0,1260;0,1411;MAUX;COMPON;AMBIENTE;No;0;;
MAT197;OBSOLETO: PIEL DE COCHINILLO;Uds;6,5000;6,5000;6,5;MP;COMPON;CONGELAD;No;0;;
MAT198;MEDIOS COCHINILLOS-- PORCIONADOS--;Uds;22,5000;22,5000;23,8;MP;COMPON;CONGELAD;Si;0;;
MAT199;PACK01 ( PANCETA, COSTILLA, MORCILLA );Uds;23,8000;0,0000;0;MP;COMPON;REFRIGER;Si;0;;
MAT201;PIMENTON;Kg;2,0000;2,0000;0;MP;COMPON;AMBIENTE;No;0;;
MAT202;GARBANZOS COCIDOS;Kg;0,6800;0,6800;0;MP;COMPON;AMBIENTE;Si;0;;
MAT206;FILM TERMOSELLADO;metros;0,1510;0,1510;0;MAUX;COMPON;AMBIENTE;Si;0;;
MAT222;AJO SECO EN ESCAMAS;Kg;6,7500;6,7500;6,475;MP;COMPON;AMBIENTE;No;0;;
MAT226;ZANAHORIA RALLADA 4ª GAMA;Kg;1,6500;1,6500;1,65;MP;COMPON;REFRIGER;Si;0;;
MAT227;CONTRAMUSLO DE POLLO;Kg;3,3000;0,0000;3,3;MP;COMPON;CONGELAD;Si;0;;
MAT228;PATA DE VACUNO;Kg;4,9500;4,9500;4,95;MP;COMPON;CONGELAD;No;0;;
MAT229;TECNOMIC CL20;Kg;18,6700;18,6700;18,67;MP;COMPON;AMBIENTE;No;0;;
MAT230;CORVINA;Kg;17,5000;17,5000;17,5;MP;COMPON;CONGELAD;No;0;;
MAT231;FILM TAPA PELABLE ULMA FAJITAS (300 M X BOBINA ANCHO 418 Y 90 MC);metros;0,2750;0,2750;0,275;MAUX;COMPON;AMBIENTE;No;0;;
MAT232;RABITOS CORDERO;Kg;2,8500;2,8500;1,8;MP;COMPON;CONGELAD;Si;0;;
MAT233;MAGRO DE FALDA DE BOVINO;Kg;5,8570;5,8570;6,2;MP;COMPON;REFRIGER;No;0;;
MAT234;CABEZA DE LOMO IBÉRICO (SC);Kg;9,0000;9,0000;9,5;MP;COMPON;CONGELAD;No;0;;
MAT235;SALMON PORCIONES;Kg;13,7500;11,8500;14,25;MP;COMPON;REFRIGER;Si;0;;
MAT236;FILM AZUL (750M X BOBINA ANCHO 125 MM) EMBUTIR;metros;0,1210;0,1210;0;MAUX;COMPON;AMBIENTE;Si;0;;
MAT237;MUESTRAS I+D QUE AFECTEN A LA PRODUCCION);Kg;0,0000;0,0000;2,0498;MP;COMPON;CONGELAD;Si;0;;
MAT238;CAJAS MODELO 3KN;Uds;0,3100;0,3100;0;MAUX;COMPON;AMBIENTE;No;0;;
MAT239;CALABACIN CONGELADO 1*1;Kg;0,7160;0,7160;0,716;MP;COMPON;CONGELAD;No;0;;
MAT240;BERENJENA CONGELADA 1*1;Kg;0,8000;0,8000;0,8;MP;COMPON;CONGELAD;No;0;;
MAT241;JUDIA VERDE PLANA TROCEADA;Kg;1,0740;1,0740;1,074;MP;COMPON;CONGELAD;No;0;;
MAT242;GARROFON CONGELADO;Kg;1,9880;1,9880;1,988;MP;COMPON;CONGELAD;No;0;;
MAT243;GARBANZO CONGELADO;Kg;1,8000;1,8000;1,8;MP;COMPON;CONGELAD;Si;0;;
MAT244;BOLETUS CONGELADO INDUSTRIA;Kg;6,5900;6,7000;6,7;MP;COMPON;CONGELAD;Si;0;;
MAT245;PIMENTON DULCE;Kg;7,0800;7,0800;7,938;MP;COMPON;AMBIENTE;No;0;;
MAT246;COLORANTE ALIMENTARIO;Kg;3,6700;3,6700;3,67;MP;COMPON;AMBIENTE;No;0;;
MAT247;TOMATE RAMA;Kg;1,7000;1,7000;1,7;MP;COMPON;REFRIGER;Si;0;;
MAT248;PANCETA CORTADA;Kg;3,7000;3,7000;5,85;MP;COMPON;CONGELAD;No;0;;
MAT249;TACO COSTILLA (PUNTA);Kg;2,5900;2,5900;2,55;MP;COMPON;CONGELAD;Si;0;;
MAT250;MORCILLA OREADA REFRIGERADA;Kg;3,8800;3,8800;3,92;MP;COMPON;REFRIGER;Si;0;;
MAT251;AJO SECO;Kg;4,0000;3,5000;3,5;MP;COMPON;AMBIENTE;No;0;;
MAT252;PATATA ENTERA;Kg;0,7000;0,7000;0,7;MP;COMPON;REFRIGER;No;0;;
MAT253;CEBOLLITA PERLA CONGELADA;Kg;1,2800;1,2800;1,28;MP;COMPON;CONGELAD;Si;0;;
MAT254;MATERIA PRIMA Y AUXILIARES MENU VCF;Uds;0,0000;0,0000;432,62;MP;COMPON;AMBIENTE;Si;0;;
MAT255;ROMERO TROCEADO;Kg;4,6360;4,6360;4,636;MP;COMPON;AMBIENTE;Si;0;;
MAT256;OBSOLETO: AROMA GOLD;litros;26,0000;26,0000;26;MP;COMPON;AMBIENTE;Si;0;;
MAT257;CALAMAR POTON DADOS 1X1 0%;Kg;3,6000;3,6000;3,6;MP;COMPON;CONGELAD;No;0;;
MAT258;BOGAVANTE MITADES 350/400;Uds;5,1800;2,6979;2,6979;MP;COMPON;CONGELAD;Si;0;;
MAT259;POLLO TROCEADO;Kg;1,9500;1,9500;1,95;MP;COMPON;CONGELAD;Si;0;;
MAT260;COLA DE GAMBA;Kg;13,9000;13,9000;10,9;MP;COMPON;CONGELAD;Si;0;;
MAT261;ÑORA;Kg;17,0000;17,0000;17;MP;COMPON;AMBIENTE;No;0;;
MAT262;PIMENTON DULCE AHUMADO;Kg;6,6290;6,6290;6,629;MP;COMPON;AMBIENTE;No;0;;
MAT263;OBSOLETO: PREPARADO FONDO DE PESCADO Y MARISCO;litros;4,2500;0,0000;4,25;MP;COMPON;AMBIENTE;Si;0;;
MAT264;POLLO CERTIFICADO (GRANJA);Kg;1,2740;0,0000;1,274;MP;COMPON;CONGELAD;Si;0;;
MAT265;CONEJO TROCEADO CONGELADO;Kg;3,5000;3,5000;4;MP;COMPON;CONGELAD;Si;0;;
MAT266;OBSOLETO: FILM TAPA 100 MC (AMILEN) (750 M X BOBINA ANCHO 418) ULMA;metros;0,2310;0,2310;0,231;MAUX;COMPON;AMBIENTE;Si;0;;
MAT267;CAPSULA PANETTONCINO P7050 MM;Uds;0,0412;0,0412;0,0412;MAUX;COMPON;AMBIENTE;No;0;;
MAT268;TROZOS DE SALMON ATLANTICO CONGELADO;Kg;10,1900;10,1900;9,25;MP;COMPON;CONGELAD;No;0;;
MAT269;NUECES GRANO TROZO LIGHT;Kg;5,4000;5,4000;6,55;MP;COMPON;AMBIENTE;No;0;;
MAT270;AJO GRANULADO CHINA;Kg;6,2550;6,2550;7,85;MP;COMPON;AMBIENTE;No;0;;
MAT271;ROMERO MOLIDO;Kg;6,2550;6,2550;6,255;MP;COMPON;AMBIENTE;No;0;;
MAT272;BARQUETA ARROCES LS: V6 H 25 transparente (250x180x25);Uds;0,1150;0,1150;0,115;MAUX;COMPON;AMBIENTE;Si;0;;
MAT273;FILM PELABLE LS (750 M X BOBINA ANCHO 50) TERMOSELLADORA EFABIND;metros;0,1710;0,1710;0,171;MAUX;COMPON;AMBIENTE;Si;0;;
MAT277;VINO PX;litros;4,5320;4,5320;4,532;MP;COMPON;AMBIENTE;No;0;;
MAT278;ARROZ REDONDO CAT. EXTRA 25Kg;Kg;1,0960;1,0960;1,096;MP;COMPON;AMBIENTE;No;0;;
MAT279;GAS BIOGON NC 30 (11.000litros/botella);litros;0,0035;0,0035;0,0029;MAUX;COMPON;AMBIENTE;No;0;;
MAT280;BARQUETA ARROCES LS: V6 H 60 transparente (250x180x60);Uds;0,1450;0,1450;0,145;MAUX;COMPON;AMBIENTE;Si;0;;
MAT281;DIENTES DE AJO;Kg;3,2000;0,0000;3,5;MP;COMPON;AMBIENTE;No;0;;
MAT282;TOMATE CUARTOS CONGELADO IQF;Kg;0,8080;0,8000;0,8;MP;COMPON;CONGELAD;Si;0;;
MAT283;PATATA DOLLAR;Kg;1,4000;1,4000;1,4;MP;COMPON;CONGELAD;Si;0;;
MAT284;TINTA SEPIA BOTE 1.4KG REFRIGERADA;Kg;11,5400;11,5400;11,5428;MP;COMPON;REFRIGER;No;0;;
MAT285;MORCILLA MINI CONGELADA;Kg;2,9300;2,9300;2,93;MP;COMPON;CONGELAD;Si;0;;
MAT286;ALAS DE POLLO;Kg;2,1500;2,1500;2,9;MP;COMPON;CONGELAD;No;0;;
MAT287;PIMIENTO ROJO CONGELADO A DADOS;Kg;1,5370;1,5370;1,537;MP;COMPON;CONGELAD;No;0;;
MAT288;MATERIA PRIMA PARA ELABORAR;Uds;0,0000;1,0000;0;MP;COMPON;CONGELAD;Si;0;;
MAT289;MATERIA PRIMA Y AUXILIARES CATERING MERCADONA;Uds;0,0000;0,0000;319,63;MP;COMPON;AMBIENTE;Si;0;;
MAT290;SECRETO DE CERDO IBERICO  BARRIGA ARROCES;Kg;6,1000;6,1000;6,65;MP;COMPON;CONGELAD;No;0;;
MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);Uds;0,0748;0,0748;0,0748;MAUX;COMPON;AMBIENTE;No;0;;
MAT293;OBSOLETO: BARQUETA ARROCES LS: Q H 70 (180x180x70);Uds;0,0980;0,1029;0,1029;MAUX;COMPON;AMBIENTE;Si;0;;
MAT294;FILM PELABLE LS (750 M X UD ANCHO 44) MECAPACK;metros;0,1520;0,1520;0,152;MAUX;COMPON;AMBIENTE;No;0;;
MAT295;GAMBA PELADA CHINA 30/50;Kg;6,7500;6,7500;5,7;MP;COMPON;CONGELAD;No;0;;
MAT296;AJO TIERNO CONGELADO;Kg;3,4920;3,4920;3,492;MP;COMPON;CONGELAD;No;0;;
MAT297;LANGOSTINO VANAMEY 50/60;Kg;5,4000;5,4000;5,4;MP;COMPON;CONGELAD;No;0;;
MAT298;MEJILLON MEDIA CONCHA;Kg;5,8500;5,8500;5,85;MP;COMPON;CONGELAD;No;0;;
MAT299;COSTILLA DE CERDO LS;Kg;4,3000;4,3000;4,6198;MP;COMPON;CONGELAD;Si;0;;
MAT300;PATATA AGRIA PANADERA DIAMETRO MAX 6/7 CM;Kg;0,7000;0,7000;0,7;MP;COMPON;REFRIGER;No;0;;
MAT301;OBSOLETO: GUISANTES CONGELADOS;Uds;1,1600;1,1600;1,16;MP;COMPON;CONGELAD;Si;0;;
MAT302;COLORANTE NATURAL SCAIII;Kg;14,0000;14,0000;14;MP;COMPON;AMBIENTE;No;0;;
MAT303;FIDEO NUMERO 4;Kg;1,2300;1,2300;1,236;MP;COMPON;AMBIENTE;No;0;;
MAT304;FONDO DE PESCADO Y MARISCO SIN MGS;Kg;4,7100;4,7100;4,71;MP;COMPON;AMBIENTE;Si;0;;
MAT305;CIGALA ARROCERA;Kg;4,2000;4,2000;4,2;MP;COMPON;CONGELAD;Si;0;;
MAT306;GAMBA ALISTADO;Kg;11,5000;11,5000;11,8;MP;COMPON;CONGELAD;Si;0;;
MAT307;ESTABILIZADOR S010 DE SALSAS;Kg;5,8310;5,8310;5,831;MP;COMPON;AMBIENTE;No;0;;
MAT308;ESTUCHE LA SIRENA TARTAR DE ATÚN;Uds;0,1900;0,1900;0,194;MAUX;COMPON;AMBIENTE;No;0;;
MAT309;ESTUCHE LA SIRENA TARTAR DE SALMÓN;Uds;0,1900;0,1900;0,1861;MAUX;COMPON;AMBIENTE;No;1,32;;
MAT310;ESTUCHE LA SIRENA STEAK TARTAR;Uds;0,1600;0,1800;0,1811;MAUX;COMPON;AMBIENTE;No;1,32;;
MAT311;SOLIMON;Kg;1,5000;1,5000;1,509;MP;COMPON;REFRIGER;No;0;;
MAT312;SALSA DE SOJA;Kg;1,8900;1,8900;1,896;MP;COMPON;REFRIGER;No;0;;
MAT313;ALGA NORI;Kg;84,6400;84,6400;81,616;MP;COMPON;AMBIENTE;No;0;;
MAT314;SALSA PERRINS;Kg;6,1100;6,1100;5,078;MP;COMPON;REFRIGER;No;0;;
MAT315;SALSA TABASCO;Kg;47,6800;47,6800;63,47;MP;COMPON;REFRIGER;No;0;;
MAT316;AGUACATE DADOS IQF;Kg;5,0900;5,0900;5,09;MP;COMPON;CONGELAD;No;0;;
MAT317;CILANTRO PICADO IQF;Kg;5,4000;5,4000;5,4;MP;COMPON;CONGELAD;No;0;;
MAT318;SEMILLAS DE SESAMO;Kg;3,5000;3,5000;3,5;MP;COMPON;AMBIENTE;No;0;;
MAT319;AROMA GOLD;Kg;26,0000;26,0000;26;MP;COMPON;AMBIENTE;No;0;;
MAT320;ROUX OSCURO;Kg;6,6200;6,6200;6,62;MP;COMPON;AMBIENTE;No;0;;
MAT321;COSTILLA PARA ELABORAR DE VACUM;Kg;0,0000;0,0000;0;MP;COMPON;CONGELAD;No;0;;
MAT322;PREPARADO FONDO DE CARNE DE VACUNO;Kg;13,1900;13,1900;13,19;MP;COMPON;AMBIENTE;No;0;;
MAT323;ACEITE DE SESAMO;Kg;13,1100;13,1100;13,11;MP;COMPON;AMBIENTE;No;0;;
MAT324;TOMATE FRITO BIDON;Kg;0,8500;0,8500;0,85;MP;COMPON;REFRIGER;No;0;;
MAT325;ACEITE DE OLIVA SUAVE EN BOX 1.000 LITROS (935 KG);Kg;7,0000;7,0000;7;MP;COMPON;AMBIENTE;No;0;;
MAT326;CORDERO LECHAL (CUELLO);Kg;3,7000;3,7000;3,8;MP;COMPON;CONGELAD;No;0;;
MAT327;PIMIENTO ROJO EN TIRAS;Kg;1,5520;1,5520;1,552;MP;COMPON;CONGELAD;Si;0;;
MAT328;SAZONADOR TEXMEX;Kg;4,9290;4,9290;4,929;MP;COMPON;AMBIENTE;No;0;;
MAT329;RECORTES DE PECHUGA DE POLLO;Kg;3,5500;3,5500;3,804;MP;COMPON;CONGELAD;Si;0;;
MAT330;VINAGRE DE VINO BLANCO;Kg;0,5656;0,5656;0,5346;MP;COMPON;AMBIENTE;No;0;;
MAT331;TORTILLAS PACK 4 UDS;Uds;0,2150;0,2150;0,215;MP;COMPON;AMBIENTE;Si;0;;
MAT332;SALSA BBQ SIN MGS;Kg;4,5670;4,5670;4,567;MP;COMPON;AMBIENTE;No;0;;
MAT333;ZANAHORIA BASTONES;Kg;0,7290;0,7290;0,729;MP;COMPON;CONGELAD;No;0;;
MAT334;CEBOLLA JULIANA;Kg;1,6000;1,6000;1,55;MP;COMPON;REFRIGER;No;0;;
MAT335;PREPARADO FONDO DE PESCADO Y MARISCO;Kg;4,2500;4,2500;0;MP;COMPON;AMBIENTE;No;0;;
MAT336;ACEITE DE OLIVA (ARBEQUINA) GARRAFA 4.4 KG;Kg;8,1300;8,1300;10,35;MP;COMPON;AMBIENTE;No;0;;
MAT337;ACEITE DE OLIVA VIRGEN EXTRA GARRAFA 4.4 KG;Kg;9,1900;9,1900;10,3711;MP;COMPON;AMBIENTE;No;0;;
MAT338;ACEITE DE OLIVA 0.4º SUAVE GARRAFA 4.58 KG;Kg;4,4700;4,4700;4,55;MP;COMPON;AMBIENTE;No;0;;
MAT339;MIX DE SETAS CULTIVADAS;Kg;2,0070;2,0070;2,007;MP;COMPON;CONGELAD;No;0;;
MAT340;HARINA DE BOLETUS;Kg;26,5000;26,5000;41,5;MP;COMPON;REFRIGER;No;0;;
MAT341;AGUA;Kg;0,0010;0,0010;0;MP;COMPON;AMBIENTE;No;0;;
MAT342;PALETILLA DE CORDERO LECHAL CALIBRE 600-800;Kg;11,5500;11,6000;11,6;MP;COMPON;CONGELAD;Si;0;;
MAT343;FIDEO FINO NUMERO 2;Kg;1,2360;1,2360;1,236;MP;COMPON;AMBIENTE;Si;0;;
MAT344;ARROZ VAPORIZADO S.25 KG;Kg;1,2330;1,2330;1,233;MP;COMPON;AMBIENTE;No;0;;
MAT345;FONDO DE CARNE INTERAL;Kg;3,4925;3,4925;3,4925;MP;COMPON;AMBIENTE;No;0;;
MAT346;VINO BLANCO;Kg;0,8090;0,8090;0,809;MP;COMPON;AMBIENTE;Si;0;;
MAT347;TOMILLO EN POLVO;Kg;5,6610;5,6610;5,661;MP;COMPON;AMBIENTE;No;0;;
MAT348;GAMBA PELADA CHINA 70/100;Kg;5,7000;5,7000;5,7;MP;COMPON;CONGELAD;No;0;;
MAT349;TOMATE EN POLVO;Kg;9,6150;9,6150;9,615;MP;COMPON;AMBIENTE;No;0;;
MAT350;CEBOLLA DADOS 1X1 (4 X 2,5 KG);Kg;1,0000;1,0000;1,56;MP;COMPON;CONGELAD;No;0;;
MAT351;PANCETA CON PIEL;Kg;3,4100;3,4100;0;MP;COMPON;CONGELAD;No;0;;
MAT352;CEBOLLA FRITA SECA;Kg;8,0700;8,0700;8,07;MP;COMPON;AMBIENTE;No;0;;
MAT353;PICANTON MARIPOSA SEMI DESHUESADO;Uds;2,6000;2,6000;2,6;MP;COMPON;CONGELAD;Si;0;;
MAT354;VINO OLOROSO;litros;2,5000;2,5000;2,5127;MP;COMPON;AMBIENTE;No;0;;
MAT355;MIX DE SETAS CULTIVADAS Y AJO TIERNO;Kg;2,3000;2,3000;2,3;MP;COMPON;CONGELAD;No;0;;
MAT356;CORALCOLOR WHITE PLUS;Kg;2,7500;2,7500;2,75;MP;COMPON;AMBIENTE;No;0;;
MAT357;PIEL DE COCHINILLO;Kg;6,0000;6,0000;6;MP;COMPON;CONGELAD;No;0;;
MAT358;FONDO FIDEUA;Kg;9,0500;9,0500;9,05;MP;COMPON;AMBIENTE;No;0;;
MAT359;DEMIGLACE;Kg;11,4200;11,4200;11,42;MP;COMPON;AMBIENTE;No;0;;
MAT360;VINO DE OPORTO;Kg;5,4800;5,4800;5,686;MP;COMPON;AMBIENTE;No;0;;
MAT361;AGUJA DE VACUNO;Kg;5,9570;5,9570;5,9;MP;COMPON;REFRIGER;No;0;;
MAT362;CALDO DE CARNE UNILEVER;Kg;7,6400;7,6400;7,64;MP;COMPON;AMBIENTE;Si;0;;
MAT363;TOMATE TRITURADO BOTE 4KG;Kg;1,0560;1,0560;1,056;MP;COMPON;AMBIENTE;Si;0;;
MAT364;CEBOLLA ASADA DADOS 1X1;Kg;1,9700;1,9700;1,97;MP;COMPON;CONGELAD;No;0;;
MAT365;PIMIENTO ROJO ASADO 30X40;Kg;2,1900;2,1900;2,19;MP;COMPON;CONGELAD;Si;0;;
MAT366;ZANAHORIA 1X1;Kg;0,7500;0,7500;0,75;MP;COMPON;CONGELAD;No;0;;
MAT367;CAYENA;Kg;6,3540;6,3540;6,354;MP;COMPON;AMBIENTE;No;0;;
MAT368;LAUREL EN POLVO;Kg;9,7750;9,7750;9,115;MP;COMPON;AMBIENTE;No;0;;
MAT369;TOMATE TRITURADO BIDÓN;Kg;0,8280;0,8280;0,828;MP;COMPON;AMBIENTE;Si;0;;
MAT370;CARNE DE CABEZA DE VACUNO;Kg;5,4000;5,4000;5,4;MP;COMPON;CONGELAD;No;0;;
MAT371;CARNE DE MEJILLON P;Kg;3,4500;3,4500;3,45;MP;COMPON;CONGELAD;No;0;;
MAT372;CALDO PAELLA VALENCIANA.;Kg;8,2000;8,2000;8,2;MP;COMPON;AMBIENTE;No;0;;
MAT373;COCHINILLO DE CERDO EN KG;Kg;5,0800;5,0800;5,08;MP;COMPON;CONGELAD;No;0;;
MAT374;CROQUETAS JAMON IBERICO SIN GLUTEN (CAJA 4X1 KG ) (COMPRA);Uds;28,8000;28,8000;0;MP;COMPON;CONGELAD;Si;0;;
MAT375;CROQUETAS QUESO AZUL SIN GLUTEN (CAJA 4X1 KG ) (COMPRA);Uds;30,8800;30,8800;0;MP;COMPON;CONGELAD;Si;0;;
MAT376;CROQUETAS BOLETUS SIN GLUTEN (CAJA 4X1 KG ) (COMPRA);Uds;28,0400;28,0400;0;MP;COMPON;CONGELAD;Si;0;;
MAT377;CROQUETAS CHISTORRA SIN GLUTEN (CAJA 4X1 KG ) (COMPRA);Uds;29,2800;29,2800;0;MP;COMPON;CONGELAD;Si;0;;
MAT378;CROQUETAS BACALAO SIN GLUTEN (CAJA 4X1 KG ) (COMPRA);Uds;27,6800;27,6800;0;MP;COMPON;CONGELAD;Si;0;;
MAT379;PAN BRIOCHE;Uds;2,2530;2,2530;2,253;MP;COMPON;CONGELAD;No;0;;
MAT380;XANTAMIX;Kg;15,3300;15,3300;15,33;MP;COMPON;AMBIENTE;No;0;;
MAT381;AROMA DE LIMON POLVO;Kg;22,2650;22,2650;22,265;MP;COMPON;AMBIENTE;No;0;;
MAT382;LOMOS DE MERLUZA S/P 60-90;Kg;6,8000;6,8000;6,8;MP;COMPON;CONGELAD;No;0;;
MAT383;GAMBON L3 A BORDO 30/40;Kg;7,2500;7,2500;7,25;MP;COMPON;CONGELAD;No;0;;
MAT384;MEJILLON MEDIA CONCHA EXTRA CHILE 60/80;Kg;4,7000;4,7000;4,4;MP;COMPON;CONGELAD;No;0;;
MAT385;PEREJIL PICADO;Kg;2,7500;2,7500;2,75;MP;COMPON;CONGELAD;No;0;;
MAT386;AJO FRESCO PICADO CONGELADO;Kg;4,4000;4,4000;4,4;MP;COMPON;CONGELAD;No;0;;
MAT387;PATATA COCIDA CUBOS BOLSA 5 KG;Kg;1,4900;1,4900;1,49;MP;COMPON;REFRIGER;No;0;;
MAT388;COLORANTE NATURAL TABERNER;Kg;11,3400;11,3400;11,34;MP;COMPON;AMBIENTE;No;0;;
MAT389;HARINA 100% BOLETUS;Kg;36,5000;36,5000;36,5;MP;COMPON;AMBIENTE;No;0;;
MAT390;PATATA CRUDA TIPO GUISADO;Kg;0,9900;0,9900;0;MP;COMPON;REFRIGER;No;0;;
MAT391;ACEITE DE ORUJO DE OLIVA IBC 1.000 LITROS;Kg;4,4000;4,4000;4,25;MP;COMPON;AMBIENTE;No;0;;
MAT392;CABECERO IBERICO MAQUILA GUIJUELO GOURMET;Uds;0,0000;0,0000;0;MP;COMPON;CONGELAD;No;0;;
MAT393;AROMA DE HUMO FUMISAL;Kg;5,4350;5,4350;5,435;MP;COMPON;AMBIENTE;No;0;;
