Cód. artículo;Artículo;Tipo unidad (Obsoleto);Precio estándar;Precio compra;Ultimo precio compra;Familia;Línea;Tipo;Obsoleto;Peso;Peso neto artículo;
SCTIE002;TARTAR DE SALMON 12UDS (2X100G);Uds;0,0000;0,0000;0;TARTARES;SELCHEF;CONGELAD;Si;2,94;;
SCTIE003;STEAK TARTAR 12UDS (2X100G);Uds;0,0000;0,0000;0;TARTARES;SELCHEF;CONGELAD;Si;2,94;;
SCTIE004;SECRETO CERDO IBERICO C/PATATAS CONFITADAS 8/250G;Uds;0,0000;0,0000;0;CARNES;SELCHEF;CONGELAD;Si;2,54;;
SCTIE005;CARRILLERA DE TERNERA CON ALCACHOFAS 8UDS 300G;Uds;0,0000;0,0000;0;CARNES;SELCHEF;CONGELAD;Si;2,94;;
SCTIE006;RABO DE TORO CON CREMOSO DE PATATAS AL ROMERO;Uds;0,0000;0,0000;0;CARNES;SELCHEF;CONGELAD;Si;2,94;;
SCTIE008;COULAND CHOCOLATE MICRO 12UDS (2X100G);Uds;0,0000;0,0000;0;POSTRES;SELCHEF;CONGELAD;Si;2,94;;
SCTIE009;COULAND MICRO BLANCO 12UDS (2X100G);Uds;0,0000;0,0000;0;POSTRES;SELCHEF;CONGELAD;Si;2,94;;
SCTIE010;BROWNIE DE CHOCOLATE Y NUECES  12UDS (2X100G);Uds;0,0000;0,0000;0;POSTRES;SELCHEF;CONGELAD;Si;2,94;;
SCWEB001;BROWNIE DE CHOCOLATE Y NUECES   (2X100G);Uds;0,0000;0,0000;0;POSTRES;SELCHEF;CONGELAD;Si;0,2;;
SCWEB002;RABO DE TORO CON CREMOSO DE PATATAS AL ROMERO;Uds;0,0000;0,0000;0;CARNES;SELCHEF;CONGELAD;Si;0,3;;
SCWEB004;SECRETO DE CERDO IBERICO CON PATATAS TRUFADAS;Uds;0,0000;0,0000;0;CARNES;SELCHEF;CONGELAD;Si;0,3;;
SEM001;BALLOTINE DE PICANTON;Uds;5,5431;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM002;BALLOTINE DE PINTADA;Uds;5,3724;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM003;JUGO DE COCCION(CARRILLERA);Uds;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM004;OBSOLETO:JUGO DE COCCION(RABO);Uds;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM005;SALSA DE VACUNO (BOLSA);Uds;0,9700;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;No;0;;
SEM006;PURE MANZANA (SEMIELAB);Uds;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM007;PURE CALABAZA(SEMIELABO);litros;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM008;COCCION MERLUZA-PANGA (CONGELADO);Uds;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM009;BALLOTINE DE CONEJO;Uds;4,1720;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM010;SC SEMIELBORADO DE TERNERA;Uds;0,0000;0,0000;0;SEMIELAB;SELCHEF;CONGELAD;Si;0;;
SEM011;SC SEMIELABORADO DE SECRETO;Uds;0,0000;0,0000;0;SEMIELAB;SELCHEF;CONGELAD;Si;0;;
SEM012;SC SEMIELABORADO CARRI CERDO;Uds;0,0000;0,0000;0;SEMIELAB;SELCHEF;CONGELAD;Si;0;;
SEM013;SC SEMIELABORADO PINTADA;Uds;0,0000;0,0000;0;SEMIELAB;SELCHEF;CONGELAD;Si;0;;
SEM014;BALLOTINE **;Uds;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM015;BALLOTINE TARTAR;Uds;7,1292;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM016;SEMI SC COULAND MICRO 90 gr SIN GLUTEN;Uds;0,5660;0,0000;0;SEMIELAB;SELCHEF;CONGELAD;No;0;;
SEM017;SEMIEL. ACEITE LIMÓN Y VAINILLA;Uds;4,7990;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM018;SALSA VACUNO PREMIERK;Uds;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM019;MANZANAS AL OPORTO;Uds;2,6042;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM020;PATATAS AL ROMERO (700 GR);Uds;2,0510;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;0;;
SEM021;PULARDA  SEMIELABORADO;Uds;0,0000;0,0000;0;SEMIELAB;SELCHEF;CONGELAD;Si;0;;
SEM022;SALSA DE CORDERO BOLSAS;Uds;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM023;JUGO DE CORDERO;Uds;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM024;SEMIELAB JENGIBRE;Uds;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM025;SEMIELAB BROWNIE  WEB (2X100G);Uds;0,0000;0,0000;0;SEMIELAB;SELCHEF;CONGELAD;Si;0,2;;
SEM026;SEMIELAB RABO DE TORO CON CREMOSO WEB;Uds;0,0000;0,0000;0;SEMIELAB;SELCHEF;CONGELAD;Si;0,3;;
SEM027;SEMIELAB CORDERO DESH CON ZANA A LAS HIERBAS WEB;Uds;0,0000;0,0000;0;SEMIELAB;SELCHEF;CONGELAD;Si;0,3;;
SEM028;SEMIELAB SECRETO CERDO IBERI CON PATATAS TRUF;Uds;0,0000;0,0000;0;SEMIELAB;SELCHEF;CONGELAD;Si;0,3;;
SEM029;SEMIELAB CARRI DE TERNERA CON ALCAC WEB;Uds;0,0000;0,0000;0;SEMIELAB;SELCHEF;CONGELAD;Si;2,94;;
SEM030;RELLENO DE PULARDA;Uds;7,5095;0,0000;0;SEMIELAB;SELCHEF;CONGELAD;Si;0;;
SEM031;JUGO DE COCCION (CORDERO);Uds;3,0853;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM032;JUGO DE COCCION (CERDO);Uds;3,0853;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM033;SALSA DE CERDO BOLSAS;Uds;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM034;RELLENO MUSLO DE POLLO;Uds;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM035;BALLOTINE MUSLOS DE POLLO;Uds;4,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM036;CEBOLLA CARAMELIZADA MUSLO DE POLLO;Uds;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM037;SEMIELABORADO DE CORDERO;Uds;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM038;SEMIELABORADO DE COCHINILLO;Uds;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM039;SEMIELABORADO DE CODILLO DE CERDO;Uds;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM040;SEMIELABORADO DE  MANITAS DE CERDO DESHUESADAS;Uds;50,6387;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;No;0;;
SEM041;SEMIELABORADO DE RABO DE VACUNO;Uds;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM042;SEMIELABORADO MELOSO DE  VACUNO;Uds;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM043;SEMIELABORADO DE COSTILLA;Uds;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM044;OBSOLETO: SEMIELABORADO JAMON SERRANO;Uds;3,9883;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM045;SEMIELABORADO JAMON IBERICO;Uds;7,8645;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM046;SC SEMIELABORADO PATATAS CONFITADAS PX;Uds;0,8905;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;0;;
SEM047;SC SEMIELABORADO DE SECRETO IBERICO CON PX;Uds;1,8225;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;0;;
SEM048;LS SEMIELABORADO 30 RACIONES ARROZ AL HORNO;Uds;9,0860;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM049;LS SEMIELABORADO 30 RACIONES ARROZ A BANDA;Uds;9,6764;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM050;LS SEMIELABORADO 30 RACIONES PAELLA VALENCIANA;Uds;10,9395;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM051;LS SEMIELABORADO 30 RACIONES ARROZ SECRETO CON BOLETUS;Uds;11,5116;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM052;LS SEMIELABORADO 30 RACIONES ARROZ NEGRO;Uds;10,4627;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM053;PREPARADO SAL, AJO, ROMERO Y PIMIENTA;Kg;2,8079;0,0000;0;SEMIELAB;FOODVAC;AMBIENTE;No;0;;
SEM054;PATATAS AL ROMERO (700 GR);Uds;1,1351;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM055;LS SEMIELABORADO 30 RACIONES ARROZ VERDURAS;Uds;9,5844;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM056;LS SEMIELABORADO ARROZ AL HORNO;Uds;14,3812;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM057;LS SEMIELABORADO SEÑORET CON MGS;Uds;11,7141;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM058;SEMIELABORADO PAELLA VALENCIANA (BOLSA);Uds;17,4983;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM059;LS SEMIELABORADO ARROZ DE SECRETO CON BOLETUS (BOLSA);Uds;22,1300;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM060;LS SEMIELABORADO ARROZ VERDURAS;Uds;12,5258;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM061;LS SEMIELABORADO ARROZ NEGRO;Uds;15,4165;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM062;LS SEMIELABORADO FIDEUA;Uds;13,1462;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM063;LS SEMIELABORADO PAELLA MIXTA SIN MGS;Uds;13,1462;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM064;LS SEMIELABORADO FIDEUA SIN MGS;Uds;12,4293;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM065;SEMIELABORADO ARROZ NEGRO SIN MGS (BOLSA);Uds;16,4190;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM066;LS SEMIELABORADO SEÑORET SIN GMS NI TANTRAZINA LIBRE SERVICIO;Uds;0,0000;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM067;SEMIELABORADO A BANDA/ FIDEUA SIN MGS (BOLSA);Uds;21,2276;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;0;;
SEM068;LS SEMIELABORADO ARROZ DE SECRETO CON BOLETUS COLORANTE NATURAL;Uds;0,0000;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM069;LS SEMIELABORADO ARROZ DE VERDURAS COLORANTE NATURAL;Uds;0,0000;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM070;OBSOLETO: SEMIELABORADO DE PX;Uds;8,1145;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM071;BALLOTINE STEAK TARTAR CON TABASCO;Uds;5,3217;0,0000;0;SEMIELAB;SELCHEF;CONGELAD;No;0;;
SEM072;BALLOTINE TARTAR PESCADO;Uds;5,6731;0,0000;0;SEMIELAB;SELCHEF;CONGELAD;No;0;;
SEM073;BALLOTINE LA SIRENA TARTAR DE SALMÓN;Uds;5,5547;0,0000;0;SEMIELAB;SELCHEF;CONGELAD;Si;0;;
SEM074;BARQUETA PAELLA VALENCIANA (1 x 300);Uds;1,3272;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM075;BARQUETA ARROZ A BANDA SIN MGS (1 x 280);Uds;1,2606;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM076;BARQUETA FIDEUA SIN MGS (1 x 280);Uds;1,3001;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM077;BARQUETA ARROZ NEGRO SIN MGS  (1 x 280);Uds;1,2926;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM078;JUGO DE COCCION (RABO);Kg;0,7739;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;No;0;;
SEM079;SEMIELABORADO PULLED PORK FAJITAS;Kg;5,1859;0,0000;0;SEMIELAB;SELCHEF;CONGELAD;Si;0;;
SEM080;SEMIELABORADO JAMON SERRANO;Kg;3,7680;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;Si;0;;
SEM081;LS SEMIELABORADO ARROZ AL HORNO COLORANTE NATURAL;Uds;19,0391;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;8,9;;
SEM082;SEMIELABORADO DE ARROZ DE VERDURAS SIN BOLETUS TROZO (BOLSA);Uds;18,2818;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;8,5;;
SEM083;SEMIELABORADO DE ARROZ SECRETO CON HARINA DE BOLETUS (BOLSA);Uds;23,5814;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;8,5;;
SEM084;SEMIELABORADO DE PX;Kg;7,3221;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;0;;
SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);Uds;24,0213;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;9;;
SEM086;BARQUETA ARROZ NEGRO LIDL (1 x 280);Uds;1,3765;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;9;;
SEM087;BARQUETA PAELLA VALENCIANA LIDL (1 x 300);Uds;1,3282;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;9;;
SEM088;BARQUETA FIDEUA LIDL (1 x 280);Uds;1,2791;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;9;;
SEM089;BARQUETA ARROZ AL HORNO LIDL;Uds;1,3666;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;9;;
SEM090;LS SEMIELABORADO TERMINADO DE ARROZ DEL SEÑORET LIDL;Uds;1,1319;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;9;;
SEM091;LS SEMIELABORADO TERMINADO DE PAELLA DE VERDURAS LIDL;Uds;1,0383;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;9;;
SEM092;SEMIELABORADO RELLENO KIT FAJITAS TEX MEX 250 GRAMOS;Uds;1,1290;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM093;SEMIELABORADO RELLENO KIT FAJITAS PULLED BBQ 250 GRAMOS;Uds;1,0023;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM094;SEMIELABORADO TOPPING CARNE MERCADONA;Uds;0,2494;0,2494;0;SEMIELAB;SELCHEF;REFRIGER;No;0;;
SEM095;SEMIELABORADO RABO ESTOFADO CON SETAS;Uds;2,7473;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;0;;
SEM096;SEMIELABORADO CARRILLERA DE CERDO AL OPORTO;Uds;1,8602;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;0;;
SEM097;SEMIELABORADO PACK PULLED PORK BBQ (EMBANDEJADO);Uds;0,0000;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;0;;
SEM098;SEMIELABORADO PACK TEXMEX (EMBANDEJADO);Uds;0,0000;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;0;;
SEM099;SEMIELABORADO SALSA RABO CON SETAS;Uds;5,0006;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;0;;
SEM100;SEMIELABORADO SALSA CARRILLERA AL OPORTO;Uds;9,2601;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;0;;
SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;Uds;245,4574;0,0000;0;SEMIELAB;SELCHEF;AMBIENTE;No;0;;
SEM102;SEMIELABORADO COCHINILLO DESHUESADO;Uds;57,3098;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;No;0;;
SEM103;SEMIELABORADO RABO DESHUESADO;Uds;105,8324;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;No;0;;
SEM104;SEMIELABORADO TERRINA DE MELOSO DE VACUNO;Uds;63,4122;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;No;0;;
SEM105;SEMIELABORADO CORDERO DESHUESADO;Uds;51,9372;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;No;0;;
SEM106;SEMIELABORADO SOFRITO CARNE PAPAS LOCAS;Uds;65,6033;0,0000;0;SEMIELAB;FOODVAC;REFRIGER;No;0;;
SEM107;SEMIELABORADO ESPECIAS CARNE PAPAS LOCAS;Uds;67,2689;0,0000;0;SEMIELAB;FOODVAC;REFRIGER;No;0;;
SEM108;SEMIELABORADO TERRINA DE CARRILLERA DE VACUNO CON RABO;Uds;76,3315;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;No;0;;
SEM109;SEMIELABORADO FIDEUA LIDL/ALDI (BOLSA);Uds;17,4327;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;Si;0;;
SEM110;SEMIELABORADO ARROZ NEGRO VAP. (BOLSA);Uds;22,1538;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;0;;
SEM111;SEMIELABORADO PAELLA MIXTA VAP. (BOLSA);Uds;21,9778;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;0;;
SEM112;SEMIELABORADO PAELLA VALENCIANA VAP. (BOLSA);Uds;23,1187;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;0;;
SEM113;BARQUETA PAELLA VALENCIANA VAP PLANES/LIDL/APETEAT (1 x 280);Uds;1,6788;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;9;;
SEM114;BARQUETA PAELLA MARINERA VAP (1 x 280);Uds;0,0000;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;9;;
SEM115;BARQUETA ARROZ A BANDA VAP (1 x 280);Uds;1,5182;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;9;;
SEM116;BARQUETA ARROZ NEGRO VAP (1 x 280);Uds;1,6718;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;9;;
SEM117;BARQUETA PAELLA MIXTA VAP (1 x 280);Uds;1,7697;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;9;;
SEM118;BARQUETA FIDEUA MARINERA LIDL (1 x 280);Uds;1,2038;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;9;;
SEM119;SEMIELABORADO POLVOS GUISO DE MARISCO;Uds;330,4185;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;;;
SEM120;SEMIELABORADO POLVOS ARROZ CON SECRETO CONSUM/EROSKI;Kg;288,5735;0,0000;0;SEMIELAB;SELCHEF;AMBIENTE;No;0;;
SEM121;SEMIELABORADO TOPPING ARROZ NEGRO / A BANDA;Kg;10,1160;0,0000;0;SEMIELAB;SELCHEF;CONGELAD;No;0;;
SEM122;SEMIELABORADO DE SAL Y PIMIENTA;Kg;0,9532;0,0000;0;SEMIELAB;FOODVAC;AMBIENTE;No;0;;
SEM123;SEMIELABORADO COULAND BLANCO DE MICROONDAS UNIDADES;Uds;0,6925;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;No;0;;
SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);Uds;1,9912;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;0;;
SEM125;BARQUETA PAELLA VALENCIANA VAP ALDI (1 x 280 gr);Uds;1,8889;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;0;;
SEM126;SEMIELABORADO FIDEUA MARINERA (BOLSA);Uds;21,5415;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;0;;
SEM127;SEMIELABORADO BROWNIE DE CHOCOLATE UNIDADES;Uds;0,4894;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;No;0;;
SEM128;SEMIELABORADO OREJA DE CERDO;Uds;33,4472;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;No;0;;
SEM129;SEMIELABORADO COULAND DE CHOCOLATE NEGRO UNIDADES;Uds;0,5004;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;No;0;;
SEM130;SEMIELABORADO TARTA DE QUESO UNIDADES;Uds;0,6217;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;No;0;;
SEM131;SEMIELABORADO TORRIJA UNIDADES;Uds;0,8557;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;No;0;;
SEM132;SEMIELABORADO STEAK TARTAR;Uds;1,5744;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;No;0;;
SEM133;JUGO DE COCCION (CARRILLERA VACUNO);Kg;1,9365;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;No;0;;
SEM134;SEMIELABORADO PAELLA MIXTA INTERNACIONAL (BOLSA);Uds;20,9356;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;0;;
SEM135;SEMIELABORADO PAELLA VERDURAS INTERNACIONAL (BOLSA);Uds;20,9209;0,0000;0;SEMIELAB;SELCHEF;REFRIGER;No;0;;
SEM136;SEMIELABORADO CARRILLERA DE CERDO AL OPORTO CON VINO REDUCIDO;Uds;1,7036;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;No;0;;
SEM137;SEMIELABORADO RABO ESTOFADO CON SETAS CON VINO REDUCIDO;Uds;2,6163;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;No;0;;
SEM138;SEMIELABORADO COULAND DE PISTACHO UNIDADES;Uds;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;No;0;;
SEM139;SEMIELABORADO COULAND DE LOTUS UNIDADES;Uds;0,0000;0,0000;0;SEMIELAB;FOODVAC;CONGELAD;No;0;;
TEST1;TEST MERCADONA 1;Uds;0,0000;0,0000;0;;;;No;0,28;0,27;
TEST2;TEST MERCADONA 2;Uds;0,0000;0,0000;0;;;;No;0,28;0,27;
TGEN000;TAREAS GENERALES;Uds;0,0000;0,0000;0;;;;No;0;;
TGEN001;DESCANSO-ALMUERZO;Uds;0,0000;0,0000;0;;;;No;0;;
TGEN002;LIMPIEZA;Uds;0,0000;0,0000;0;;;;No;0;;
TGEN003;PREPARACIÓN;Uds;0,0000;0,0000;0;;;;No;0;;
VAR001;OBSOLETO: SAL PERLA;Uds;4,0000;4,0000;4;LIMP;HIGIEN;AMBIENTE;Si;0;;
VAR002;NO USAR B.BASURA80X80 G-150 B.D;Uds;0,0000;1,0900;0;LIMP;HIGIEN;AMBIENTE;Si;0;;
VAR003;NO USAR BOB.SECA ECOLOGICA 180M( 2/6);Uds;0,0000;11,5000;0;LIMP;HIGIEN;AMBIENTE;Si;0;;
VAR004;DELANTAL POLIETILENO AZUL 0.04 mm (1 UNIDAD);Uds;0,0316;0,0316;0,0292;EPI;HIGIEN;AMBIENTE;No;0;;
VAR005;BOBINAS FILM MANUAL (23MC500M)-PALETIZAR;Uds;4,5000;4,5000;4,5;MAUX;COMPON;AMBIENTE;No;0;;
VAR006;NO USAR DELLADET VS2 20 LITROS;Uds;0,0000;54,8100;0;LIMP;HIGIEN;AMBIENTE;Si;0;;
VAR007;ESTROPAJO ACERO INOX 40 G(NANAS) (1 UNIDAD);Uds;0,3280;0,3280;0,328;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR008;ROLLO ESTROPAJO VERDE (1 ROLLO);Uds;8,0000;8,0000;8;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR009;NO USAR GUANTE NITRILO DINO T/ G,M,L (100UDS);Uds;0,0000;27,4000;0;EPI;HIGIEN;AMBIENTE;Si;0;;
VAR010;DINOMATIC D-20 DET-23 KG;Uds;0,0000;32,6500;0;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR011;BOBINAS CELULOSA LAMINADO AZUL GRANDE 2/C 23CM (1 UNIDAD);Uds;7,9000;7,9000;7,9;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR012;GORRO DESECHABLE BLANCO (1 UNIDAD);Uds;0,0147;0,0147;0,013;EPI;HIGIEN;AMBIENTE;No;0;;
VAR013;ACTIVAL BAÑOS 1X5L 100839687;Uds;17,1750;17,1750;17,175;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR014;FREGOLOR MANZANA (5L);Uds;0,0000;13,3000;0;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR015;NO USAR FREGONA MICROFIBRA;Uds;0,0000;1,8900;0;LIMP;HIGIEN;AMBIENTE;Si;0;;
VAR016;CALZA COLOR AZUL Y BLANCO REFORZADO (CUBRE ZAPATOS) (1 UNIDAD);Uds;0,0105;0,0195;0,0795;EPI;HIGIEN;AMBIENTE;No;0;;
VAR017;SUMA CHLOR D4.4 5 (REPETIDO);Uds;0,0000;15,4700;0;LIMP;HIGIEN;AMBIENTE;Si;0;;
VAR018;FREGAS.Nº6 ESP. PROF. 250. L.CRUDO;Uds;0,0000;0,9400;0;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR019;RECOGEDOR LABIO DE GOMA/HARAGAN;Uds;1,7000;1,7000;1,7;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR020;NO USAR BOL.BASURA 52*60 NEGRA;Uds;0,0000;0,6500;0;LIMP;HIGIEN;AMBIENTE;Si;0;;
VAR021;DINOMATIC A-20 25L ABRILL;Uds;0,0000;39,7800;0;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR022;PIEDRA POMEZ (1 UNIDAD);Uds;0,9600;0,9600;0;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR023;LAVAV. DIPOL BAC STOP 5 LITROS;Uds;0,0000;5,1900;0;LIMP;HIGIEN;AMBIENTE;No;0;;
VAR027;BOLIGRAFO BIC CRISTAL AZUL;Uds;0,0000;0,2300;0,23;VARIOS;VARIOS;AMBIENTE;No;0;;
VAR028;PORTAROLLOS  NEGRO;Uds;0,0000;0,0000;0;VARIOS;VARIOS;AMBIENTE;No;0;;
VAR031;GRAPADORA PETRUS;Uds;0,0000;10,0500;5,31;VARIOS;VARIOS;AMBIENTE;No;0;;
VAR033;DISPENSADOR R330-N;Uds;17,2500;17,2500;0;LIMP;HIGIEN;AMBIENTE;Si;0;;
VAR034;PAPELERA PLASTICO REJILLA;Uds;0,0000;1,5200;0;VARIOS;VARIOS;AMBIENTE;No;0;;
VAR035;CUBILETE Q-CONNET METAL REJILLA;Uds;0,0000;2,2720;0;VARIOS;VARIOS;AMBIENTE;No;0;;
VAR037;DESTRUCTORA FELLOWES 60CS;Uds;0,0000;84,3900;0;VARIOS;VARIOS;AMBIENTE;No;0;;
