Fecha Recepción;Nº Orden;Producto;Descripción Producto;Lote Producto;Unidades Fabricadas;Componente;Descripción Componente;Lote Componente;Línea;Familia;Consumo Teórico;Total Teórico;Consumo Unitario;Consumo Total;Coste Unitario;Coste Total
18/02/2025;FV-11116;SCRE047;ARROZ VERDURAS (1 X 280 gr);170225;2.260,00;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0152166700;COMPONENTE;MATERIAL AUXILIAR;0,26;587,87;0,26;588,50;0,09;55,85
18/02/2025;FV-11114;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);170225;648,00;MAUX029;ESTUCHE CARRILLERA DE CERDO;12403711;COMPONENTE;MATERIAL AUXILIAR;1,02;660,93;1,00;648,00;0,21;135,50
18/02/2025;FV-11115;SCRE046;ARROZ SECRETO IBÉRICO CON BOLETUS (1 X 280 gr);170225;3.587,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;241123;COMPONENTE;MATERIAL AUXILIAR;0,03;119,38;0,04;130,00;0,02;2,08
18/02/2025;FV-11124;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);190225;432,00;MAUX029;ESTUCHE CARRILLERA DE CERDO;12403711;COMPONENTE;MATERIAL AUXILIAR;1,02;440,81;1,00;432,00;0,21;90,33
18/02/2025;FV-11124;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);190225;432,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;241123;COMPONENTE;MATERIAL AUXILIAR;0,17;73,48;0,20;85,00;0,02;1,36
18/02/2025;FV-11116;SCRE047;ARROZ VERDURAS (1 X 280 gr);170225;2.260,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1070358359;COMPONENTE;MATERIAL AUXILIAR;4,00;9.030,24;4,00;9.040,00;0,00;36,16
18/02/2025;FV-11125;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);190225;318,00;MAUX026;ESTUCHE RABO DE VACUNO;12500134;COMPONENTE;MATERIAL AUXILIAR;1,02;324,41;1,00;318,00;0,21;66,49
18/02/2025;FV-11114;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);170225;648,00;MAUX016;ETIQUETA IMPRESA 1426 FECHA DE CADUCIDAD;1;COMPONENTE;MATERIAL AUXILIAR;1,02;661,05;1,02;662,00;0,00;0,79
18/02/2025;FV-11114;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);170225;648,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;241123;COMPONENTE;MATERIAL AUXILIAR;0,17;110,17;0,17;112,00;0,02;1,79
18/02/2025;FV-11116;SCRE047;ARROZ VERDURAS (1 X 280 gr);170225;2.260,00;MAUX047;ETIQUETA EN C ARROZ DE VERDURAS;0143216;COMPONENTE;MATERIAL AUXILIAR;1,11;2.509,29;1,11;2.512,00;0,02;55,01
18/02/2025;FV-11124;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);190225;432,00;VAR423;CAJA BLANCA (6 UDS ESTUCHES);1002657094;COMPONENTE;MATERIAL AUXILIAR;0,17;73,47;0,17;72,00;0,26;18,91
18/02/2025;FV-11116;SCRE047;ARROZ VERDURAS (1 X 280 gr);170225;2.260,00;VAR457;DESCUENTO EUROPOOL CONSUM;;;;0,03;75,26;0,03;75,26;0,00;0,00
18/02/2025;FV-11116;SCRE047;ARROZ VERDURAS (1 X 280 gr);170225;2.260,00;SEM082;SEMIELABORADO DE ARROZ DE VERDURAS SIN BOLETUS TROZO (BOLSA);100225;SC;SEMIELABORADOS;0,03;66,82;0,03;66,00;12,90;851,23
18/02/2025;FV-11115;SCRE046;ARROZ SECRETO IBÉRICO CON BOLETUS (1 X 280 gr);170225;3.587,00;SEM083;SEMIELABORADO DE ARROZ SECRETO CON HARINA DE BOLETUS (BOLSA);050225;SC;SEMIELABORADOS;0,03;102,59;0,03;104,00;19,40;2.017,76
18/02/2025;FV-11125;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);190225;318,00;SEM095;SEMIELABORADO RABO ESTOFADO CON SETAS;140225;SC;SEMIELABORADOS;1,00;317,93;1,00;318,00;2,48;789,02
18/02/2025;FV-11124;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);190225;432,00;SEM096;SEMIELABORADO CARRILLERA DE CERDO AL OPORTO;150225;SC;SEMIELABORADOS;1,00;431,85;1,00;432,00;1,68;724,20
18/02/2025;FV-11114;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);170225;648,00;SEM096;SEMIELABORADO CARRILLERA DE CERDO AL OPORTO;050225;SC;SEMIELABORADOS;0,42;270,96;0,42;271,00;1,69;458,45
18/02/2025;FV-11114;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);170225;648,00;SEM096;SEMIELABORADO CARRILLERA DE CERDO AL OPORTO;150225;SC;SEMIELABORADOS;0,58;376,95;0,58;377,00;1,68;632,00
18/02/2025;FV-11126;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);210225;150,00;SEM095;SEMIELABORADO RABO ESTOFADO CON SETAS;140225;SC;SEMIELABORADOS;1,00;149,99;1,00;150,00;2,48;372,18
18/02/2025;FV-11125;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);190225;318,00;VAR423;CAJA BLANCA (6 UDS ESTUCHES);1002657094;COMPONENTE;MATERIAL AUXILIAR;0,17;54,08;0,17;53,00;0,26;13,92
18/02/2025;FV-11126;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);210225;150,00;MAUX026;ESTUCHE RABO DE VACUNO;12500134;COMPONENTE;MATERIAL AUXILIAR;1,02;153,05;1,00;150,00;0,21;31,37
18/02/2025;FV-11126;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);210225;150,00;VAR423;CAJA BLANCA (6 UDS ESTUCHES);1002657094;COMPONENTE;MATERIAL AUXILIAR;0,17;25,52;0,17;25,00;0,26;6,57
18/02/2025;FV-11126;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);210225;150,00;MAUX016;ETIQUETA IMPRESA 1426 FECHA DE CADUCIDAD;1;COMPONENTE;MATERIAL AUXILIAR;1,02;153,04;1,03;154,00;0,00;0,18
19/02/2025;FV-11118;SEM072;BALLOTINE TARTAR PESCADO;140225;165,00;MAT313;ALGA NORI;ALB-VALB25001415;COMPONENTE;MATERIA PRIMA;0,00;0,58;0,00;0,55;81,61;44,89
19/02/2025;FV-11127;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);240225;648,00;MAUX016;ETIQUETA IMPRESA 1426 FECHA DE CADUCIDAD;1;COMPONENTE;MATERIAL AUXILIAR;1,02;661,05;1,02;662,00;0,00;0,79
19/02/2025;FV-11118;SEM072;BALLOTINE TARTAR PESCADO;140225;165,00;MAT318;SEMILLAS DE SESAMO;OEI-NTSS-3104/OEI-NTSS-31;COMPONENTE;MATERIA PRIMA;0,07;10,96;0,06;10,44;3,50;36,54
19/02/2025;FV-11110;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);170225;1.335,00;MAUX002;FILM BASE 200 MC (350 M X BOBINA ANCHO 423) ULMA;ALB-2243122;COMPONENTE;MATERIAL AUXILIAR;0,51;686,52;0,51;686,58;0,47;325,99
19/02/2025;FV-11118;SEM072;BALLOTINE TARTAR PESCADO;140225;165,00;MAT313;ALGA NORI;MTG15072024;COMPONENTE;MATERIA PRIMA;0,01;0,89;0,01;0,84;76,39;64,16
19/02/2025;FV-11129;FCAR019;SALSA DE VACUNO (16 ud);120225;31,00;VAR408;PRECINTO (PRECINTADORA AUTOMÁTICA) 2A/A28T48;ALB-240412;COMPONENTE;MATERIAL AUXILIAR;0,00;0,03;0,00;0,03;11,44;0,35
19/02/2025;FV-11096;SEM104;SEMIELABORADO TERRINA DE MELOSO DE VACUNO;120225;102,00;SEM122;SEMIELABORADO DE SAL Y PIMIENTA;281224;foodVAC;SEMIELABORADOS;0,01;0,72;0,04;3,75;0,49;1,85
19/02/2025;FV-11110;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);170225;1.335,00;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;150225;SC;SEMIELABORADOS;0,01;7,57;0,01;7,73;240,89;1.862,58
19/02/2025;FV-11110;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);170225;1.335,00;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;020225;SC;SEMIELABORADOS;0,00;3,91;0,00;4,00;240,89;963,57
19/02/2025;FV-11123;SEM100;SEMIELABORADO SALSA CARRILLERA AL OPORTO;130225;120,64;SEM122;SEMIELABORADO DE SAL Y PIMIENTA;281224;foodVAC;SEMIELABORADOS;0,08;9,44;0,10;12,21;0,49;6,02
19/02/2025;FV-11118;SEM072;BALLOTINE TARTAR PESCADO;140225;165,00;MAT338;ACEITE DE OLIVA 0.4º SUAVE GARRAFA 4.58 KG;19122400;COMPONENTE;MATERIA PRIMA;0,35;58,16;0,34;55,43;4,55;252,21
19/02/2025;FV-11118;SEM072;BALLOTINE TARTAR PESCADO;140225;165,00;MAT307;ESTABILIZADOR S010 DE SALSAS;K0722715;COMPONENTE;MATERIA PRIMA;0,02;3,48;0,02;3,32;5,83;19,36
19/02/2025;FV-11131;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);130225;186,00;VAR423;CAJA BLANCA (6 UDS ESTUCHES);1002657094;COMPONENTE;MATERIAL AUXILIAR;0,17;31,64;0,17;31,00;0,26;8,14
19/02/2025;FV-11118;SEM072;BALLOTINE TARTAR PESCADO;140225;165,00;MAT323;ACEITE DE SESAMO;BDK4121333;COMPONENTE;MATERIA PRIMA;0,04;6,20;0,04;5,93;12,24;72,51
19/02/2025;FV-11113;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);170225;672,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;241123;COMPONENTE;MATERIAL AUXILIAR;0,17;114,27;0,18;120,00;0,02;1,92
19/02/2025;FV-11119;SEM095;SEMIELABORADO RABO ESTOFADO CON SETAS;140225;2.079,00;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;CBK14120220;COMPONENTE;MATERIAL AUXILIAR;0,09;178,19;0,09;178,19;0,24;42,43
19/02/2025;FV-11113;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);170225;672,00;VAR423;CAJA BLANCA (6 UDS ESTUCHES);1002657094;COMPONENTE;MATERIAL AUXILIAR;0,17;114,25;0,17;112,00;0,26;29,41
19/02/2025;FV-11119;SEM095;SEMIELABORADO RABO ESTOFADO CON SETAS;140225;2.079,00;MAUX002;FILM BASE 200 MC (350 M X BOBINA ANCHO 423) ULMA;ALB-2243122;COMPONENTE;MATERIAL AUXILIAR;0,09;178,19;0,09;178,19;0,47;84,61
19/02/2025;FV-11113;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);170225;672,00;MAUX016;ETIQUETA IMPRESA 1426 FECHA DE CADUCIDAD;1;COMPONENTE;MATERIAL AUXILIAR;1,02;685,50;1,02;686,00;0,00;0,82
19/02/2025;FV-11113;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);170225;672,00;MAUX026;ESTUCHE RABO DE VACUNO;12500134;COMPONENTE;MATERIAL AUXILIAR;1,02;685,50;1,00;672,00;0,21;140,52
19/02/2025;FV-11118;SEM072;BALLOTINE TARTAR PESCADO;140225;165,00;MAT146;FILM AZUL EMBUTIR BALLOTINE PESCADO (750 M X BOBINA ANCHO 58 MM);120722-41;COMPONENTE;MATERIAL AUXILIAR;0,72;119,16;0,21;35,00;0,09;3,08
19/02/2025;FV-11119;SEM095;SEMIELABORADO RABO ESTOFADO CON SETAS;140225;2.079,00;MAT048;RABO DE VACUNO;ALB-00938306;COMPONENTE;MATERIA PRIMA;0,23;476,96;0,24;495,50;7,45;3.691,48
19/02/2025;FV-11096;SEM104;SEMIELABORADO TERRINA DE MELOSO DE VACUNO;120225;102,00;MAUX002;FILM BASE 200 MC (350 M X BOBINA ANCHO 423) ULMA;ALB-2243122;COMPONENTE;MATERIAL AUXILIAR;0,73;74,38;0,73;74,38;0,47;35,32
19/02/2025;FV-11096;SEM104;SEMIELABORADO TERRINA DE MELOSO DE VACUNO;120225;102,00;MAUX018;BOLSA VACIO 40x60 LORE140 MICRAS ENVASADO PLANCHAS;ALB-20240655;COMPONENTE;MATERIAL AUXILIAR;1,02;104,08;1,03;105,00;0,30;31,41
19/02/2025;FV-11127;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);240225;648,00;MAUX026;ESTUCHE RABO DE VACUNO;12403710;COMPONENTE;MATERIAL AUXILIAR;0,21;134,63;0,20;132,00;0,21;27,60
19/02/2025;FV-11127;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);240225;648,00;MAUX026;ESTUCHE RABO DE VACUNO;12500134;COMPONENTE;MATERIAL AUXILIAR;0,81;526,30;0,80;516,00;0,21;107,90
19/02/2025;FV-11063;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;060225;606,00;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;CBK14120220;COMPONENTE;MATERIAL AUXILIAR;0,21;128,34;0,21;128,35;0,24;30,56
19/02/2025;FV-11129;FCAR019;SALSA DE VACUNO (16 ud);120225;31,00;SEM005;SALSA DE VACUNO (BOLSA);120225;foodVAC;SEMIELABORADOS;16,00;496,00;16,10;499,00;0,49;246,36
19/02/2025;FV-11129;FCAR019;SALSA DE VACUNO (16 ud);120225;31,00;VAR142;CAJAS CARTON B1 PEQUEÑA;1002659709;COMPONENTE;MATERIAL AUXILIAR;1,02;31,63;1,00;31,00;0,45;13,85
19/02/2025;FV-11119;SEM095;SEMIELABORADO RABO ESTOFADO CON SETAS;140225;2.079,00;MAT339;MIX DE SETAS CULTIVADAS;091224-1;COMPONENTE;MATERIA PRIMA;0,03;68,91;0,03;69,78;2,01;140,05
19/02/2025;FV-11117;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;130225;648,00;MAT388;COLORANTE NATURAL TABERNER;158640;COMPONENTE;MATERIA PRIMA;0,01;6,93;0,01;6,61;11,34;74,98
19/02/2025;FV-11119;SEM095;SEMIELABORADO RABO ESTOFADO CON SETAS;140225;2.079,00;MAT333;ZANAHORIA BASTONES;271124;COMPONENTE;MATERIA PRIMA;0,03;68,90;0,03;72,20;0,73;52,63
19/02/2025;FV-11128;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);170225;17.577,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1070358359;COMPONENTE;MATERIAL AUXILIAR;3,94;69.205,01;4,00;70.308,00;0,00;281,23
19/02/2025;FV-11113;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);170225;672,00;SEM095;SEMIELABORADO RABO ESTOFADO CON SETAS;040225;SC;SEMIELABORADOS;0,00;2,00;0,00;2,00;2,49;4,98
19/02/2025;FV-11113;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);170225;672,00;SEM095;SEMIELABORADO RABO ESTOFADO CON SETAS;140225;SC;SEMIELABORADOS;1,00;669,96;1,00;670,00;2,48;1.662,40
19/02/2025;FV-11128;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);170225;17.577,00;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;ALB-3255RIB25;COMPONENTE;MATERIAL AUXILIAR;0,08;1.441,03;0,08;1.464,00;0,23;340,82
19/02/2025;FV-11063;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;060225;606,00;MAT397;DADOS RAPE;2240725-1;COMPONENTE;MATERIA PRIMA;0,11;66,83;0,09;53,69;4,90;263,08
19/02/2025;FV-11110;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);170225;1.335,00;MAT290;SECRETO DE CERDO IBERICO  BARRIGA ARROCES;ALB-VE2-956;COMPONENTE;MATERIA PRIMA;1,58;2.103,35;1,58;2.106,34;6,35;13.375,25
19/02/2025;FV-11063;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;060225;606,00;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;ALB-2622RIB25;COMPONENTE;MATERIAL AUXILIAR;0,33;201,87;0,33;197,00;0,23;45,86
19/02/2025;FV-11063;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;060225;606,00;MAT397;DADOS RAPE;2240725;COMPONENTE;MATERIA PRIMA;0,17;104,89;0,14;84,27;4,90;412,91
19/02/2025;FV-11128;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);170225;17.577,00;MAT296;AJO TIERNO CONGELADO;271124-1;COMPONENTE;MATERIA PRIMA;0,02;266,59;0,02;270,84;3,49;945,77
19/02/2025;FV-11117;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;130225;648,00;MAT397;DADOS RAPE;2240725-1;COMPONENTE;MATERIA PRIMA;0,28;183,56;0,27;174,00;4,90;852,60
19/02/2025;FV-11117;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;130225;648,00;MAT396;DADOS DE POTON TRATADO 2X2;04/2443094-3;COMPONENTE;MATERIA PRIMA;0,24;158,62;0,25;162,00;5,25;850,50
19/02/2025;FV-11119;SEM095;SEMIELABORADO RABO ESTOFADO CON SETAS;140225;2.079,00;SEM099;SEMIELABORADO SALSA RABO CON SETAS;310125;SC;SEMIELABORADOS;0,01;10,48;0,01;11,40;3,01;34,36
19/02/2025;FV-11117;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;130225;648,00;MAT419;COLA DE LANGOSTINO PELADO VANAMEY;ALB-0007715;COMPONENTE;MATERIA PRIMA;0,28;183,56;0,27;174,00;6,99;1.216,26
19/02/2025;FV-11119;SEM095;SEMIELABORADO RABO ESTOFADO CON SETAS;140225;2.079,00;VAR113;ETIQUETA BLANCA P.P 90*60 ADH.FUERTE;0141986;COMPONENTE;MATERIAL AUXILIAR;1,02;2.121,38;0,03;72,00;0,01;0,70
19/02/2025;FV-11096;SEM104;SEMIELABORADO TERRINA DE MELOSO DE VACUNO;120225;102,00;MAT228;PATA DE VACUNO;P100924;COMPONENTE;MATERIA PRIMA;2,61;266,21;2,73;278,00;4,95;1.376,10
19/02/2025;FV-11118;SEM072;BALLOTINE TARTAR PESCADO;140225;165,00;MAT312;SALSA DE SOJA;DECANDQF;COMPONENTE;MATERIA PRIMA;0,13;20,70;0,12;19,73;1,90;37,42
19/02/2025;FV-11123;SEM100;SEMIELABORADO SALSA CARRILLERA AL OPORTO;130225;120,64;MAT347;TOMILLO EN POLVO;K1118422;COMPONENTE;MATERIA PRIMA;0,00;0,37;0,00;0,48;5,66;2,73
19/02/2025;FV-11063;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;060225;606,00;MAT396;DADOS DE POTON TRATADO 2X2;04/2443094-3;COMPONENTE;MATERIA PRIMA;0,24;148,39;0,25;152,00;5,25;798,00
19/02/2025;FV-11063;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;060225;606,00;MAT419;COLA DE LANGOSTINO PELADO VANAMEY;ALB-0007715;COMPONENTE;MATERIA PRIMA;0,28;171,68;0,27;163,00;6,99;1.139,37
19/02/2025;FV-11117;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;130225;648,00;VAR113;ETIQUETA BLANCA P.P 90*60 ADH.FUERTE;0141986;COMPONENTE;MATERIAL AUXILIAR;1,02;660,90;1,08;700,00;0,01;6,79
19/02/2025;FV-11119;SEM095;SEMIELABORADO RABO ESTOFADO CON SETAS;140225;2.079,00;SEM099;SEMIELABORADO SALSA RABO CON SETAS;130225;SC;SEMIELABORADOS;0,06;119,28;0,06;129,80;3,01;391,17
19/02/2025;FV-11134;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);240225;648,00;SEM096;SEMIELABORADO CARRILLERA DE CERDO AL OPORTO;150225;SC;SEMIELABORADOS;1,00;647,74;0,99;642,00;1,68;1.076,25
19/02/2025;FV-11110;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);170225;1.335,00;MAT339;MIX DE SETAS CULTIVADAS;091224-1;COMPONENTE;MATERIA PRIMA;1,58;2.115,79;1,59;2.115,98;2,01;4.246,76
19/02/2025;FV-11128;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);170225;17.577,00;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);120225;SC;SEMIELABORADOS;0,02;354,35;0,02;360,00;18,73;6.744,56
19/02/2025;FV-11131;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);130225;186,00;SEM047;SC SEMIELABORADO DE SECRETO IBERICO CON PX;180225;SC;SEMIELABORADOS;1,00;185,99;1,00;186,00;1,42;263,80
19/02/2025;FV-11063;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;060225;606,00;VAR113;ETIQUETA BLANCA P.P 90*60 ADH.FUERTE;0141986;COMPONENTE;MATERIAL AUXILIAR;1,02;618,12;1,12;680,00;0,01;6,60
19/02/2025;FV-11128;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);170225;17.577,00;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);170225;SC;SEMIELABORADOS;0,01;125,99;0,01;128,00;18,73;2.398,07
19/02/2025;FV-11131;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);130225;186,00;SEM046;SC SEMIELABORADO PATATAS CONFITADAS PX;140125;SC;SEMIELABORADOS;1,00;185,99;1,00;186,00;0,55;101,65
19/02/2025;FV-11096;SEM104;SEMIELABORADO TERRINA DE MELOSO DE VACUNO;120225;102,00;MAT042;CARRILLERA DE VACUNO INTERNA;ALB-AV25-01962;COMPONENTE;MATERIA PRIMA;4,48;456,96;4,70;479,50;5,70;2.733,15
19/02/2025;FV-11127;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);240225;648,00;SEM095;SEMIELABORADO RABO ESTOFADO CON SETAS;140225;SC;SEMIELABORADOS;1,00;647,91;1,00;648,00;2,49;1.610,93
19/02/2025;FV-11118;SEM072;BALLOTINE TARTAR PESCADO;140225;165,00;MAT311;SOLIMON;7165;COMPONENTE;MATERIA PRIMA;0,09;15,06;0,09;14,36;1,51;21,67
19/02/2025;FV-11134;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);240225;648,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;241123;COMPONENTE;MATERIAL AUXILIAR;0,17;110,19;0,19;120,00;0,02;1,92
19/02/2025;FV-11110;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);170225;1.335,00;MAT324;TOMATE FRITO BIDON;500938-1;COMPONENTE;MATERIA PRIMA;1,03;1.369,48;1,01;1.349,78;0,85;1.147,31
19/02/2025;FV-11063;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;060225;606,00;MAT414;FONDO PREPARADO PAELLA DE MARISCO MERCADONA;ALB-AV372724;COMPONENTE;MATERIA PRIMA;0,40;245,13;0,09;54,90;13,72;753,23
19/02/2025;FV-11131;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);130225;186,00;VAR424;ESTUCHE NUEVO SECRETO PX 190x115x45;12403712;COMPONENTE;MATERIAL AUXILIAR;1,02;189,79;1,00;186,00;0,21;38,89
19/02/2025;FV-11127;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);240225;648,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;241123;COMPONENTE;MATERIAL AUXILIAR;0,17;110,19;0,17;111,00;0,02;1,78
19/02/2025;FV-11063;SCRE068;PREPARADO PAELLA DE MARISCO MERCADONA;060225;606,00;MAT414;FONDO PREPARADO PAELLA DE MARISCO MERCADONA;L0121836;COMPONENTE;MATERIA PRIMA;0,60;360,82;0,13;80,81;13,72;1.108,71
19/02/2025;FV-11110;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);170225;1.335,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;241123;COMPONENTE;MATERIAL AUXILIAR;1,02;1.360,63;1,05;1.400,00;0,02;22,40
19/02/2025;FV-11123;SEM100;SEMIELABORADO SALSA CARRILLERA AL OPORTO;130225;120,64;MAT349;TOMATE EN POLVO;K1105856;COMPONENTE;MATERIA PRIMA;0,05;6,47;0,04;4,35;9,62;41,85
19/02/2025;FV-11128;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);170225;17.577,00;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0152166700;COMPONENTE;MATERIAL AUXILIAR;0,23;4.060,29;0,20;3.500,00;0,09;332,15
19/02/2025;FV-11129;FCAR019;SALSA DE VACUNO (16 ud);120225;31,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;241123;COMPONENTE;MATERIAL AUXILIAR;1,02;31,63;1,06;33,00;0,02;0,53
19/02/2025;FV-11128;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);170225;17.577,00;MAT104;PAPEL SULFURIZADO;200924/210824;COMPONENTE;MATERIAL AUXILIAR;0,03;480,34;0,03;488,00;0,05;23,91
19/02/2025;FV-11096;SEM104;SEMIELABORADO TERRINA DE MELOSO DE VACUNO;120225;102,00;MAT104;PAPEL SULFURIZADO;ALB-2500403;COMPONENTE;MATERIAL AUXILIAR;2,04;208,14;2,00;204,00;0,05;10,00
19/02/2025;FV-11118;SEM072;BALLOTINE TARTAR PESCADO;140225;165,00;MAUX045;FILM ROJO EMBUTIR BALLOTINE CARNE (750 M X BOBINA ANCHO 58 MM);28.02.23-14;COMPONENTE;MATERIAL AUXILIAR;1,00;165,00;0,61;100,00;0,11;10,64
19/02/2025;FV-11096;SEM104;SEMIELABORADO TERRINA DE MELOSO DE VACUNO;120225;102,00;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;CBK14120220;COMPONENTE;MATERIAL AUXILIAR;0,73;74,38;0,73;74,38;0,24;17,71
19/02/2025;FV-11110;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);170225;1.335,00;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;CBK14120220;COMPONENTE;MATERIAL AUXILIAR;0,51;686,52;0,51;686,58;0,24;163,47
19/02/2025;FV-11123;SEM100;SEMIELABORADO SALSA CARRILLERA AL OPORTO;130225;120,64;MAT360;VINO DE OPORTO;14270211057;COMPONENTE;MATERIA PRIMA;0,91;109,36;1,17;141,36;5,69;803,77
19/02/2025;FV-11134;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);240225;648,00;MAUX029;ESTUCHE CARRILLERA DE CERDO;12403711;COMPONENTE;MATERIAL AUXILIAR;1,02;660,93;1,00;648,00;0,21;135,50
