Fecha Recepción;Nº Orden;Producto;Descripción Producto;Lote Producto;Unidades Fabricadas;Componente;Descripción Componente;Lote Componente;Línea;Familia;Consumo Teórico;Total Teórico;Consumo Unitario;Consumo Total;Coste Unitario;Coste Total
04/07/2024;FV-9833;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);080724;360,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;130524;COMPONENTE;MATERIAL AUXILIAR;0,17;61,22;0,17;62,00;0,02;0,99
04/07/2024;FV-9834;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);080724;288,00;VAR423;CAJA BLANCA (6 UDS ESTUCHES);1002148025;COMPONENTE;MATERIAL AUXILIAR;0,17;48,98;0,17;48,00;0,26;12,52
04/07/2024;FV-9830;SEM005;SALSA DE VACUNO (BOLSA);030724;2.190,00;MAT144;ETIQUETA P.P 2T 92*92;0133099;COMPONENTE;MATERIAL AUXILIAR;1,02;2.232,54;0,52;1.148,00;0,02;26,52
04/07/2024;FV-9835;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);100724;216,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;130524;COMPONENTE;MATERIAL AUXILIAR;0,17;36,74;0,18;38,00;0,02;0,61
04/07/2024;FV-9829;FCAR002;COCHINILLO DESHUESADO RACION (CAJA 16 uds);020724;149,00;MAT183;ETIQUETA P.P 110*110 IMPRESA;134707-1;COMPONENTE;MATERIAL AUXILIAR;8,16;1.216,20;8,17;1.217,00;0,02;26,29
04/07/2024;FV-9834;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);080724;288,00;VAR424;ESTUCHE NUEVO SECRETO PX 190x115x45;12401315;COMPONENTE;MATERIAL AUXILIAR;1,02;293,87;1,00;288,00;0,18;51,93
04/07/2024;FV-9832;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);080724;432,00;VAR423;CAJA BLANCA (6 UDS ESTUCHES);1002148025;COMPONENTE;MATERIAL AUXILIAR;0,17;73,47;0,17;72,00;0,26;18,78
04/07/2024;FV-9831;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);030724;14.184,00;MAUX042;ETIQUETA EN C MERCADONA ARROZ DE SECRETO;0137988;COMPONENTE;MATERIAL AUXILIAR;1,08;15.349,92;1,09;15.460,00;0,02;349,40
04/07/2024;FV-9829;FCAR002;COCHINILLO DESHUESADO RACION (CAJA 16 uds);020724;149,00;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;CBU43120940;COMPONENTE;MATERIAL AUXILIAR;0,91;136,22;0,91;136,23;0,24;32,44
04/07/2024;FV-9831;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);030724;14.184,00;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);ALB-2024/136605;COMPONENTE;MATERIAL AUXILIAR;1,01;14.352,08;1,02;14.455,00;0,07;1.081,23
04/07/2024;FV-9831;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);030724;14.184,00;MAUX020;CAJA LOGIFRUIT MOD.612 INVENTARIABLE;ALB-14841RIB24;COMPONENTE;MATERIAL AUXILIAR;0,08;1.173,58;0,08;1.182,00;0,23;275,17
04/07/2024;FV-9833;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);080724;360,00;MAUX016;ETIQUETA IMPRESA 1426 FECHA DE CADUCIDAD;1426--6;COMPONENTE;MATERIAL AUXILIAR;1,02;367,23;1,02;368,00;0,00;0,44
04/07/2024;FV-9829;FCAR002;COCHINILLO DESHUESADO RACION (CAJA 16 uds);020724;149,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;130524;COMPONENTE;MATERIAL AUXILIAR;1,02;152,04;1,02;152,00;0,02;2,43
04/07/2024;FV-9832;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);080724;432,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;130524;COMPONENTE;MATERIAL AUXILIAR;0,17;73,46;0,17;74,00;0,02;1,18
04/07/2024;FV-9830;SEM005;SALSA DE VACUNO (BOLSA);030724;2.190,00;SEM078;JUGO DE COCCION (RABO);070624;foodVAC;SEMIELABORADOS;0,01;23,88;0,03;66,50;0,47;30,93
04/07/2024;FV-9830;SEM005;SALSA DE VACUNO (BOLSA);030724;2.190,00;SEM078;JUGO DE COCCION (RABO);210524;foodVAC;SEMIELABORADOS;0,02;53,58;0,07;149,19;0,45;67,63
04/07/2024;FV-9829;FCAR002;COCHINILLO DESHUESADO RACION (CAJA 16 uds);020724;149,00;SEM102;SEMIELABORADO COCHINILLO DESHUESADO;020724;foodVAC;SEMIELABORADOS;0,67;99,34;0,67;100,00;48,64;4.864,02
04/07/2024;FV-9830;SEM005;SALSA DE VACUNO (BOLSA);030724;2.190,00;MAT320;ROUX OSCURO;155791;COMPONENTE;MATERIA PRIMA;0,01;19,93;0,01;28,00;6,62;185,36
04/07/2024;FV-9831;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);030724;14.184,00;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0145121600;COMPONENTE;MATERIAL AUXILIAR;0,23;3.301,06;0,23;3.324,73;0,09;315,52
04/07/2024;FV-9831;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);030724;14.184,00;MAT344;ARROZ VAPORIZADO S.25 KG;110624;COMPONENTE;MATERIA PRIMA;0,08;1.178,41;0,09;1.240,00;1,33;1.654,16
04/07/2024;FV-9831;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);030724;14.184,00;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);020724;SC;SEMIELABORADOS;0,03;385,80;0,03;400,00;18,47;7.388,88
04/07/2024;FV-9834;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);080724;288,00;SEM047;SC SEMIELABORADO DE SECRETO IBERICO CON PX;240624;SC;SEMIELABORADOS;1,00;287,98;1,00;288,00;1,42;409,56
04/07/2024;FV-9834;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);080724;288,00;SEM046;SC SEMIELABORADO PATATAS CONFITADAS PX;270624;SC;SEMIELABORADOS;1,00;287,98;1,00;288,00;0,53;153,76
04/07/2024;FV-9835;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);100724;216,00;SEM047;SC SEMIELABORADO DE SECRETO IBERICO CON PX;240624;SC;SEMIELABORADOS;1,00;215,97;1,00;216,00;1,42;307,17
04/07/2024;FV-9830;SEM005;SALSA DE VACUNO (BOLSA);030724;2.190,00;MAT033;AZUCAR;L24P222;COMPONENTE;MATERIA PRIMA;0,00;9,86;0,00;10,00;1,05;10,50
04/07/2024;FV-9831;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);030724;14.184,00;MAT296;AJO TIERNO CONGELADO;12/04/24-1;COMPONENTE;MATERIA PRIMA;0,02;214,12;0,02;222,00;3,59;797,42
04/07/2024;FV-9826;SEM102;SEMIELABORADO COCHINILLO DESHUESADO;020724;100,00;MAT373;COCHINILLO DE CERDO EN KG;ALB-BOP2406AV0117;COMPONENTE;MATERIA PRIMA;9,27;927,21;7,77;777,14;5,90;4.585,13
04/07/2024;FV-9833;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);080724;360,00;SEM095;SEMIELABORADO RABO ESTOFADO CON SETAS;010724;SC;SEMIELABORADOS;1,00;359,90;1,00;360,00;2,40;862,27
04/07/2024;FV-9832;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);080724;432,00;SEM096;SEMIELABORADO CARRILLERA DE CERDO AL OPORTO;010724;SC;SEMIELABORADOS;1,00;431,85;1,00;432,00;1,82;788,14
04/07/2024;FV-9830;SEM005;SALSA DE VACUNO (BOLSA);030724;2.190,00;MAT027;VINO TINTO;40928-1;COMPONENTE;MATERIA PRIMA;1,00;2.189,78;0,07;150,00;0,81;121,35
04/07/2024;FV-9835;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);100724;216,00;SEM046;SC SEMIELABORADO PATATAS CONFITADAS PX;270624;SC;SEMIELABORADOS;1,00;215,97;1,00;216,00;0,53;115,32
04/07/2024;FV-9832;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);080724;432,00;MAUX016;ETIQUETA IMPRESA 1426 FECHA DE CADUCIDAD;1426--6;COMPONENTE;MATERIAL AUXILIAR;1,02;440,65;1,02;441,00;0,00;0,53
04/07/2024;FV-9826;SEM102;SEMIELABORADO COCHINILLO DESHUESADO;020724;100,00;MAT357;PIEL DE COCHINILLO;ALB-BOP2404AV0101;COMPONENTE;MATERIA PRIMA;0,42;41,52;0,40;39,60;6,00;237,60
04/07/2024;FV-9830;SEM005;SALSA DE VACUNO (BOLSA);030724;2.190,00;MAT322;PREPARADO FONDO DE CARNE DE VACUNO;154647;COMPONENTE;MATERIA PRIMA;0,00;0,96;0,00;0,90;13,19;11,87
04/07/2024;FV-9833;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);080724;360,00;MAUX026;ESTUCHE RABO DE VACUNO;12401316;COMPONENTE;MATERIAL AUXILIAR;1,02;367,29;1,00;360,00;0,18;64,91
04/07/2024;FV-9835;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);100724;216,00;MAUX016;ETIQUETA IMPRESA 1426 FECHA DE CADUCIDAD;1426--6;COMPONENTE;MATERIAL AUXILIAR;1,02;220,40;1,02;221,00;0,00;0,27
04/07/2024;FV-9826;SEM102;SEMIELABORADO COCHINILLO DESHUESADO;020724;100,00;MAT104;PAPEL SULFURIZADO;103467407;COMPONENTE;MATERIAL AUXILIAR;2,04;204,07;2,08;208,00;0,05;10,19
04/07/2024;FV-9826;SEM102;SEMIELABORADO COCHINILLO DESHUESADO;020724;100,00;MAUX018;BOLSA VACIO 40x60 LORE140 MICRAS ENVASADO PLANCHAS;10753568;COMPONENTE;MATERIAL AUXILIAR;1,33;132,64;1,04;104,00;0,30;31,11
04/07/2024;FV-9831;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);030724;14.184,00;MAT104;PAPEL SULFURIZADO;103467407;COMPONENTE;MATERIAL AUXILIAR;0,03;385,80;0,03;400,00;0,05;19,60
04/07/2024;FV-9829;FCAR002;COCHINILLO DESHUESADO RACION (CAJA 16 uds);020724;149,00;VAR142;CAJAS CARTON B1 PEQUEÑA;1002166059;COMPONENTE;MATERIAL AUXILIAR;1,02;152,03;1,00;149,00;0,41;60,36
04/07/2024;FV-9835;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);100724;216,00;VAR423;CAJA BLANCA (6 UDS ESTUCHES);1002148025;COMPONENTE;MATERIAL AUXILIAR;0,17;36,74;0,17;36,00;0,26;9,39
04/07/2024;FV-9831;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);030724;14.184,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1071845788-1;COMPONENTE;MATERIAL AUXILIAR;2,14;30.314,61;2,15;30.532,00;0,00;112,97
04/07/2024;FV-9834;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);080724;288,00;MAUX016;ETIQUETA IMPRESA 1426 FECHA DE CADUCIDAD;1426--6;COMPONENTE;MATERIAL AUXILIAR;1,02;293,81;1,02;294,00;0,00;0,35
04/07/2024;FV-9831;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);030724;14.184,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1071948413;COMPONENTE;MATERIAL AUXILIAR;1,83;26.017,43;1,85;26.204,00;0,00;96,95
04/07/2024;FV-9830;SEM005;SALSA DE VACUNO (BOLSA);030724;2.190,00;MAUX001;FILM TAPA 100 MC (500 M X BOBINA ANCHO 418) ULMA;CBU43120940;COMPONENTE;MATERIAL AUXILIAR;0,06;124,88;0,06;125,05;0,24;29,77
04/07/2024;FV-9834;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);080724;288,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;130524;COMPONENTE;MATERIAL AUXILIAR;0,17;48,99;0,17;50,00;0,02;0,80
04/07/2024;FV-9830;SEM005;SALSA DE VACUNO (BOLSA);030724;2.190,00;MAT322;PREPARADO FONDO DE CARNE DE VACUNO;154647-1;COMPONENTE;MATERIA PRIMA;0,00;1,67;0,00;1,56;13,19;20,62
04/07/2024;FV-9832;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);080724;432,00;MAUX029;ESTUCHE CARRILLERA DE CERDO;12401314;COMPONENTE;MATERIAL AUXILIAR;1,02;440,81;1,00;432,00;0,18;77,89
04/07/2024;FV-9835;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);100724;216,00;VAR424;ESTUCHE NUEVO SECRETO PX 190x115x45;12401315;COMPONENTE;MATERIAL AUXILIAR;1,02;220,40;1,00;216,00;0,18;38,94
04/07/2024;FV-9833;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);080724;360,00;VAR423;CAJA BLANCA (6 UDS ESTUCHES);1002148025;COMPONENTE;MATERIAL AUXILIAR;0,17;61,24;0,17;60,00;0,26;15,65
04/07/2024;FV-9830;SEM005;SALSA DE VACUNO (BOLSA);030724;2.190,00;MAT320;ROUX OSCURO;155792;COMPONENTE;MATERIA PRIMA;0,00;2,85;0,00;4,00;6,62;26,48
05/07/2024;FV-9839;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);040724;449,00;MAT343;FIDEO FINO NUMERO 2;91330;COMPONENTE;MATERIA PRIMA;1,00;448,99;0,10;46,78;1,24;57,82
05/07/2024;FV-9838;SEM125;BARQUETA PAELLA VALENCIANA VAP ALDI (1 x 280 gr);040724;439,00;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);ALB-2024/136605;COMPONENTE;MATERIAL AUXILIAR;1,02;447,85;1,03;453,00;0,07;33,88
05/07/2024;FV-9838;SEM125;BARQUETA PAELLA VALENCIANA VAP ALDI (1 x 280 gr);040724;439,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1071948413;COMPONENTE;MATERIAL AUXILIAR;4,00;1.755,30;4,00;1.756,00;0,00;6,50
05/07/2024;FV-9845;SCRE069;PAELLA VALENCIANA VAP / FIDEUA MARINERA ALDI (6 x 280 gr + 6 x 280 gr);040724;72,00;VAR113;ETIQUETA BLANCA P.P 90*60 ADH.FUERTE;0133734;COMPONENTE;MATERIAL AUXILIAR;1,02;73,47;1,03;74,00;0,01;0,72
05/07/2024;FV-9838;SEM125;BARQUETA PAELLA VALENCIANA VAP ALDI (1 x 280 gr);040724;439,00;MAUX057;ETIQUETA EN C PAELLA VALENCIANA ALDI;75558;COMPONENTE;MATERIAL AUXILIAR;1,11;487,59;1,11;488,00;0,02;12,15
05/07/2024;FV-9840;SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);040724;298,00;MAUX060;ETIQUETA EN C FIDEUA CONSUM;ALB-SC2024000144;COMPONENTE;MATERIAL AUXILIAR;1,11;331,04;1,11;332,00;0,03;10,56
05/07/2024;FV-9837;SCRE046;ARROZ SECRETO IBÉRICO CON BOLETUS (1 X 280 gr);040724;5.831,00;MAT278;ARROZ REDONDO CAT. EXTRA 25Kg;140624;COMPONENTE;MATERIA PRIMA;0,11;612,69;0,11;618,08;1,10;677,42
05/07/2024;FV-9836;SCRE047;ARROZ VERDURAS (1 X 280 gr);040724;1.484,00;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);ALB-2024/136605;COMPONENTE;MATERIAL AUXILIAR;1,02;1.512,49;1,06;1.568,00;0,07;117,29
05/07/2024;FV-9836;SCRE047;ARROZ VERDURAS (1 X 280 gr);040724;1.484,00;MAT278;ARROZ REDONDO CAT. EXTRA 25Kg;140624;COMPONENTE;MATERIA PRIMA;0,09;134,11;0,09;140,76;1,10;154,27
05/07/2024;FV-9837;SCRE046;ARROZ SECRETO IBÉRICO CON BOLETUS (1 X 280 gr);040724;5.831,00;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);ALB-2024/136605;COMPONENTE;MATERIAL AUXILIAR;1,02;5.928,76;1,02;5.946,00;0,07;444,76
05/07/2024;FV-9840;SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);040724;298,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1071948413;COMPONENTE;MATERIAL AUXILIAR;4,00;1.191,75;4,00;1.192,00;0,00;4,41
05/07/2024;FV-9845;SCRE069;PAELLA VALENCIANA VAP / FIDEUA MARINERA ALDI (6 x 280 gr + 6 x 280 gr);040724;72,00;VAR422;CAJA NEGRA (BARQUETA ARROZ);1002312951;COMPONENTE;MATERIAL AUXILIAR;1,02;73,47;1,00;72,00;0,38;27,32
05/07/2024;FV-9840;SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);040724;298,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;130524;COMPONENTE;MATERIAL AUXILIAR;0,03;9,92;0,04;11,00;0,02;0,18
05/07/2024;FV-9840;SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);040724;298,00;MAT292;BARQUETA ARROCES LS: Q H 40 (180x180x40);ALB-2024/136605;COMPONENTE;MATERIAL AUXILIAR;1,02;303,99;1,08;322,00;0,07;24,09
05/07/2024;FV-9837;SCRE046;ARROZ SECRETO IBÉRICO CON BOLETUS (1 X 280 gr);040724;5.831,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;130524;COMPONENTE;MATERIAL AUXILIAR;0,03;194,13;0,03;197,00;0,02;3,15
05/07/2024;FV-9842;FPOS015;TARTA DE QUESO SIN GLUTEN RACION (36 ud);040724;107,00;MAT183;ETIQUETA P.P 110*110 IMPRESA;134707-1;COMPONENTE;MATERIAL AUXILIAR;1,02;109,18;1,03;110,00;0,02;2,38
05/07/2024;FV-9842;FPOS015;TARTA DE QUESO SIN GLUTEN RACION (36 ud);040724;107,00;MAUX023;ETIQUETA IMPRESA FECHA DE CONSUMO PREFERENTE;623;COMPONENTE;MATERIAL AUXILIAR;6,12;655,03;6,13;656,00;0,00;0,79
05/07/2024;FV-9841;SEM130;SEMIELABORADO TARTA DE QUESO UNIDADES;040724;3.852,00;MAT033;AZUCAR;L24P222;COMPONENTE;MATERIA PRIMA;0,02;79,69;0,02;73,36;1,05;77,03
05/07/2024;FV-9839;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);040724;449,00;MAUX058;ETIQUETA EN C FIDEUA MARINERA ALDI;75555;COMPONENTE;MATERIAL AUXILIAR;0,37;167,91;0,37;168,00;0,02;4,18
05/07/2024;FV-9839;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);040724;449,00;MAUX058;ETIQUETA EN C FIDEUA MARINERA ALDI;138495;COMPONENTE;MATERIAL AUXILIAR;0,74;330,83;0,74;331,00;0,02;7,84
05/07/2024;FV-9837;SCRE046;ARROZ SECRETO IBÉRICO CON BOLETUS (1 X 280 gr);040724;5.831,00;MAUX046;ETIQUETA EN C ARROZ DE SECRETO CON BOLETUS;0137931;COMPONENTE;MATERIAL AUXILIAR;1,11;6.460,22;1,11;6.479,00;0,02;146,43
05/07/2024;FV-9842;FPOS015;TARTA DE QUESO SIN GLUTEN RACION (36 ud);040724;107,00;VAR119;ENVASE FLOR 6 HUECO (GRATENES Y POSTRES);ALB-13770;COMPONENTE;MATERIAL AUXILIAR;1,00;106,96;6,00;642,00;0,11;73,38
05/07/2024;FV-9836;SCRE047;ARROZ VERDURAS (1 X 280 gr);040724;1.484,00;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0145121600;COMPONENTE;MATERIAL AUXILIAR;0,26;385,94;0,26;386,43;0,09;36,67
05/07/2024;FV-9836;SCRE047;ARROZ VERDURAS (1 X 280 gr);040724;1.484,00;MAUX047;ETIQUETA EN C ARROZ DE VERDURAS;0137928;COMPONENTE;MATERIAL AUXILIAR;1,11;1.646,91;1,11;1.649,00;0,02;37,27
05/07/2024;FV-9836;SCRE047;ARROZ VERDURAS (1 X 280 gr);040724;1.484,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;130524;COMPONENTE;MATERIAL AUXILIAR;0,03;49,50;0,03;51,00;0,02;0,82
05/07/2024;FV-9836;SCRE047;ARROZ VERDURAS (1 X 280 gr);040724;1.484,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1071948413;COMPONENTE;MATERIAL AUXILIAR;3,99;5.928,47;4,00;5.936,00;0,00;21,96
05/07/2024;FV-9836;SCRE047;ARROZ VERDURAS (1 X 280 gr);040724;1.484,00;VAR457;DESCUENTO EUROPOOL CONSUM;;;;0,03;49,42;0,03;49,42;0,00;0,00
05/07/2024;FV-9841;SEM130;SEMIELABORADO TARTA DE QUESO UNIDADES;040724;3.852,00;MAT013;NATA LIQUIDA;4039969;COMPONENTE;MATERIA PRIMA;0,03;122,09;0,03;112,00;3,64;407,12
05/07/2024;FV-9841;SEM130;SEMIELABORADO TARTA DE QUESO UNIDADES;040724;3.852,00;MAT166;QUESO CREMETTE;1124114010;COMPONENTE;MATERIA PRIMA;0,06;238,98;0,06;220,00;5,42;1.192,40
05/07/2024;FV-9841;SEM130;SEMIELABORADO TARTA DE QUESO UNIDADES;040724;3.852,00;MAT021;HUEVO PASTEURIZADO ARTEOVO;215724;COMPONENTE;MATERIA PRIMA;0,00;19,25;0,00;17,60;2,10;36,96
05/07/2024;FV-9842;FPOS015;TARTA DE QUESO SIN GLUTEN RACION (36 ud);040724;107,00;SEM130;SEMIELABORADO TARTA DE QUESO UNIDADES;040724;foodVAC;SEMIELABORADOS;36,00;3.851,67;36,00;3.852,00;0,52;2.020,76
05/07/2024;FV-9840;SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);040724;298,00;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0145121600;COMPONENTE;MATERIAL AUXILIAR;0,26;77,58;0,26;77,60;0,09;7,36
05/07/2024;FV-9836;SCRE047;ARROZ VERDURAS (1 X 280 gr);040724;1.484,00;SEM082;SEMIELABORADO DE ARROZ DE VERDURAS SIN BOLETUS TROZO (BOLSA);030624;SC;SEMIELABORADOS;0,03;43,89;0,03;46,00;16,13;741,81
05/07/2024;FV-9838;SEM125;BARQUETA PAELLA VALENCIANA VAP ALDI (1 x 280 gr);040724;439,00;SEM112;SEMIELABORADO PAELLA VALENCIANA VAP. (BOLSA);170624;SC;SEMIELABORADOS;0,03;13,13;0,03;13,00;18,37;238,85
05/07/2024;FV-9838;SEM125;BARQUETA PAELLA VALENCIANA VAP ALDI (1 x 280 gr);040724;439,00;MAT344;ARROZ VAPORIZADO S.25 KG;110624;COMPONENTE;MATERIA PRIMA;0,08;33,71;0,08;33,40;1,33;44,55
05/07/2024;FV-9837;SCRE046;ARROZ SECRETO IBÉRICO CON BOLETUS (1 X 280 gr);040724;5.831,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1071948413;COMPONENTE;MATERIAL AUXILIAR;3,99;23.256,38;4,00;23.324,00;0,00;86,30
05/07/2024;FV-9845;SCRE069;PAELLA VALENCIANA VAP / FIDEUA MARINERA ALDI (6 x 280 gr + 6 x 280 gr);040724;72,00;SEM125;BARQUETA PAELLA VALENCIANA VAP ALDI (1 x 280 gr);040724;SC;SEMIELABORADOS;6,00;431,97;6,00;432,00;1,18;509,03
05/07/2024;FV-9839;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);040724;449,00;MAT297;LANGOSTINO VANAMEY 50/60;1466-3;COMPONENTE;MATERIA PRIMA;0,02;7,09;0,02;9,71;5,40;52,42
05/07/2024;FV-9840;SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);040724;298,00;MAT297;LANGOSTINO VANAMEY 50/60;1466-3;COMPONENTE;MATERIA PRIMA;0,02;4,71;0,02;6,97;5,40;37,64
05/07/2024;FV-9840;SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);040724;298,00;SEM126;SEMIELABORADO FIDEUA MARINERA (BOLSA);200624;SC;SEMIELABORADOS;0,02;7,27;0,02;7,00;13,30;93,09
05/07/2024;FV-9837;SCRE046;ARROZ SECRETO IBÉRICO CON BOLETUS (1 X 280 gr);040724;5.831,00;SEM083;SEMIELABORADO DE ARROZ SECRETO CON HARINA DE BOLETUS (BOLSA);200624;SC;SEMIELABORADOS;0,02;89,05;0,02;92,00;20,56;1.891,32
05/07/2024;FV-9845;SCRE069;PAELLA VALENCIANA VAP / FIDEUA MARINERA ALDI (6 x 280 gr + 6 x 280 gr);040724;72,00;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);040724;SC;SEMIELABORADOS;6,00;431,97;6,00;432,00;1,18;507,73
05/07/2024;FV-9837;SCRE046;ARROZ SECRETO IBÉRICO CON BOLETUS (1 X 280 gr);040724;5.831,00;SEM083;SEMIELABORADO DE ARROZ SECRETO CON HARINA DE BOLETUS (BOLSA);210524;SC;SEMIELABORADOS;0,01;77,44;0,01;80,00;20,50;1.640,06
05/07/2024;FV-9839;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);040724;449,00;SEM109;SEMIELABORADO FIDEUA LIDL/ALDI (BOLSA);190624;SC;SEMIELABORADOS;1,00;449,00;0,02;11,00;16,18;178,03
05/07/2024;FV-9842;FPOS015;TARTA DE QUESO SIN GLUTEN RACION (36 ud);040724;107,00;VAR118;CAJAS CARTON B1 MEDIANA;1002329216;COMPONENTE;MATERIAL AUXILIAR;1,02;109,18;1,00;107,00;0,33;35,10
05/07/2024;FV-9841;SEM130;SEMIELABORADO TARTA DE QUESO UNIDADES;040724;3.852,00;MAT073;ALMIDON DE MAIZ (MAIZENA);F3M118723;COMPONENTE;MATERIA PRIMA;0,00;11,92;0,00;11,02;0,95;10,46
05/07/2024;FV-9840;SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);040724;298,00;MAT303;FIDEO NUMERO 4;91531;COMPONENTE;MATERIA PRIMA;0,10;30,90;0,10;29,77;1,24;36,80
05/07/2024;FV-9839;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);040724;449,00;VAR444;GAS BIOGON NC 30 (BATERÍA 12 BOTELLAS);1071948413;COMPONENTE;MATERIAL AUXILIAR;4,00;1.795,86;4,00;1.796,00;0,00;6,65
05/07/2024;FV-9838;SEM125;BARQUETA PAELLA VALENCIANA VAP ALDI (1 x 280 gr);040724;439,00;MAUX024;FILM TERMOSELLADORA ULMA 235 PP EVOH PEEL 55MC (1000m);0145121600;COMPONENTE;MATERIAL AUXILIAR;0,26;114,27;0,26;114,32;0,09;10,85
05/07/2024;FV-9842;FPOS015;TARTA DE QUESO SIN GLUTEN RACION (36 ud);040724;107,00;VAR417;ETIQUETA BLANCA P.P 100*100 POLIPROPILENO;130524;COMPONENTE;MATERIAL AUXILIAR;1,02;109,18;1,03;110,00;0,02;1,76
