;Almacén;Artículo;Descripción;Stock Unidades;Ubicación;Lote/Nº Serie;Lote Interno;Fecha Entrada;Proveedor;Caducidad;Entradas Previstas;Salidas Previstas;Fecha Salida Prevista
False;GENERAL;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);0,00;;130722;130722;;;11/10/2022;;504,00;09/04/2025
False;GENERAL;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);0,00;MMPP REF;130722;130722;;;11/10/2022;;;
False;GENERAL;FPER050;COULAND MICRO BLANCO 24 UDS TOPGEL;0,00;PPAA CONG;130722;130722;;;13/07/2023;;264,00;17/04/2025
False;GENERAL;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);0,00;;130722;130722;;;19/09/2022;;72,00;09/04/2025
False;GENERAL;FCAR039;TERRINA DE OREJA DE CERDO (CAJA 16 uds);0,00;PPAA CONG;130722;130722;;;13/01/2024;;1,00;03/01/2024
False;GENERAL;FPOS015;TARTA DE QUESO SIN GLUTEN RACION (36 ud);0,00;PPAA CONG;130723;130723;;;13/07/2024;;;
False;GENERAL;SCCO007;TARTAR DE ATÚN LA SIRENA (CAJA 12 UDS);0,00;PPAA CONG;130723;130723;;;13/01/2025;;;
False;GENERAL;SEM115;BARQUETA ARROZ A BANDA VAP (1 x 280);0,00;PPAA REF;130723;130723;;;12/08/2023;;;
False;GENERAL;SCRE061;FIDEUÁ MARINERA LIDL (10 X 280 gr);0,00;PPAA REF;130723;130723;;;12/08/2023;;;
False;GENERAL;SEM118;BARQUETA FIDEUA MARINERA LIDL (1 x 280);0,00;PPAA REF;130723;130723;;;12/08/2023;;;
False;GENERAL;SCRE060;PAELLA VALENCIANA VAP LIDL (10 X 280 gr);0,00;PPAA REF;130723;130723;;;12/08/2023;;;
False;GENERAL;SCRE063;PAELLA VALENCIANA VAP / ARROZ A BANDA VAP / FIDEUA MARINERA (4 x 280 gr + 4 x 280 gr + 4 x 280 gr);0,00;PPAA REF;130723;130723;;;12/08/2023;;;
False;GENERAL;SCRE059;ARROZ NEGRO VAP (10 X 280 gr);0,00;PPAA REF;130723;130723;;;12/08/2023;;;
False;GENERAL;SEM116;BARQUETA ARROZ NEGRO VAP (1 x 280);0,00;PPAA REF;130723;130723;;;12/08/2023;;;
False;CARBÓ;FCAR003;1/2 CODILLO DE CERDO CON HUESO (CAJA 10 uds);0,00;PPAA CONG;130723;130723;;;13/01/2025;;;
False;GENERAL;FCAR003;1/2 CODILLO DE CERDO CON HUESO (CAJA 10 uds);0,00;MMPP CONG;130723;130723;;;13/01/2025;;;
False;GENERAL;FTAR002;TARTAR DE ATUN (CAJA 32 uds);0,00;PPAA CONG;130723;130723;;;13/01/2025;;11,00;08/04/2025
False;GENERAL;SEM113;BARQUETA PAELLA VALENCIANA VAP PLANES/LIDL/APETEAT (1 x 280);0,00;PPAA REF;130723;130723;;;12/08/2023;;;
False;GENERAL;FCAR019;SALSA DE VACUNO (16 ud);0,00;;130819;130819;;;13/08/2021;;33,00;11/04/2025
False;GENERAL;SEM005;SALSA DE VACUNO (BOLSA);0,00;;130819;130819;;;13/02/2021;;;
False;GENERAL;FPER008;BALLOTINE DE MANITA CERDO CAJA 20 KG;0,00;;130819;130819;;;13/02/2021;;;
False;GENERAL;FPES002;SALMON CON ACEITE DE LIMON Y VAINILLA (CAJA 12 ud);0,00;;130819;130819;;;13/08/2020;;;
False;GENERAL;FPOS009;COULAND CHOCOLATE MICROONDAS SIN GLUTEN (36 uds);0,00;;130819;130819;;;13/08/2020;;2,00;07/04/2025
False;GENERAL;FAR009;PREPARADO ARROZ DE MARISCO CAJA 4 ud;0,00;;130820;130820;;;13/02/2021;;;
False;GENERAL;FCAR008;SECRETO DE CERDO IBERICO RACION (CAJA 12 uds);0,00;;130820;130820;;;13/02/2022;;;
False;GENERAL;SCCO002;COULAND MICRO SIN GLUTEN MICROONDAS (90 gr);0,00;;130820;130820;;;13/02/2022;;;
False;GENERAL;FCAR008;SECRETO DE CERDO IBERICO RACION (CAJA 12 uds);0,00;PPAA CONG;130821;130821;;;13/02/2023;;;
False;GENERAL;SCRE026;LS ARROZ SECRETO IBÉRICO CON BOLETUS (4 X 300 gr);0,00;PPAA REF;130821;130821;;;14/09/2021;;;
False;GENERAL;FPOS008;COULAND CHOCOLATE HORNO SIN GLUTEN (36 uds);0,00;PPAA CONG;130821;130821;;;13/08/2022;;;
False;GENERAL;SCRE025;LS ARROZ VERDURAS (4 X 300 gr);0,00;PPAA REF;130821;130821;;;14/09/2021;;;
False;GENERAL;SEM047;SC SEMIELABORADO DE SECRETO IBERICO CON PX;0,00;PPAA REF;130821;130821;;;14/12/2021;;;
False;GENERAL;FPOS009;COULAND CHOCOLATE MICROONDAS SIN GLUTEN (36 uds);0,00;PPAA CONG;130822;130822;;;13/08/2023;;2,00;07/04/2025
False;GENERAL;SEM047;SC SEMIELABORADO DE SECRETO IBERICO CON PX;0,00;MMPP REF;130822;130822;;;12/09/2022;;;
False;GENERAL;FCAR007;SECRETO DE CERDO IBERICO kg (CAJA 4kg);0,00;PPAA CONG;130822;130822;;;13/02/2024;;;
False;GENERAL;FCAR031;PULLED PORK (Caja 8 uds X 500 g);0,00;ppaa cong;130822;130822;;;13/02/2024;;1,00;03/04/2024
False;GENERAL;SEM046;SC SEMIELABORADO PATATAS CONFITADAS PX;0,00;MMPP REF;130823;130823;;;12/09/2023;;;
False;GENERAL;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);0,00;PPAA REF;130824;130824;;;12/09/2024;;60.864,00;14/04/2025
False;GENERAL;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);0,00;MMPP REF;130824;130824;;;12/10/2024;;;
False;GENERAL;FCAR015;RABO DE VACUNO DESHUESADO PLANCHA (2x2.35 kg);0,00;;130919;130919;;;13/03/2021;;34,00;22/05/2025
False;GENERAL;SCRE006;SALSA DE CIRUELAS;0,00;;130919;130919;;;12/12/2019;;;
False;GENERAL;FCAR016;RABO DE VACUNO DESHUESADO RACION (CAJA 16 uds);0,00;;130919;130919;;;13/03/2021;;;
False;GENERAL;SCRE007;1/4 CORDERO LECHAL CON PATATAS AL ROMERO;0,00;;130919;130919;;;12/12/2019;;;
False;GENERAL;SEM019;MANZANAS AL OPORTO;0,00;;130919;130919;;;12/12/2019;;;
False;GENERAL;SCRE005;PULARDA ASADA RELLENA DE FOIE,SETAS,MANZANA Y PIST;0,00;;130919;130919;;;12/12/2019;;;
False;GENERAL;SCRE008;1/2 COCHINILLO CON MANZANAS AL OPORTO;0,00;;130919;130919;;;12/12/2019;;;
False;GENERAL;FGRA001;GRATEN DE PATATAS,JAMON Y TRUFA NEGRA(36 uds);0,00;;130919;130919;;;13/09/2020;;;
False;GENERAL;FPER044;CONTRAMUSLO DE POLLO (KG) CAJA 10 KG APROX;0,00;;130919;130919;;;13/03/2021;;;
False;GENERAL;SEM020;PATATAS AL ROMERO (700 GR);0,00;;130919;130919;;;12/12/2019;;;
False;GENERAL;FPER017;POLLO CON CITRICOS (CAJA DE 4X1 KG);0,00;;130919;130919;;;13/03/2021;;;
False;GENERAL;FPER043;PECHUGA DE POLLO (KG) CAJA 10 KG APROX;0,00;;130919;130919;;;13/03/2021;;;
False;GENERAL;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);0,00;PPAA REF;130921;130921;;;12/12/2021;;504,00;09/04/2025
False;GENERAL;FCAR024;COCHINILLO DESHUESADO PLANCHA (CAJA 3X 2,15 kg);0,00;PPAA CONG;130921;130921;;;13/03/2023;;58,00;23/06/2025
False;GENERAL;FCAR031;PULLED PORK (Caja 8 uds X 500 g);0,00;PPAA CONG;130921;130921;;;13/03/2023;;1,00;03/04/2024
False;GENERAL;FCAR002;COCHINILLO DESHUESADO RACION (CAJA 16 uds);0,00;PPAA CONG;130921;130921;;;13/03/2023;;;
False;GENERAL;FPES001;BACALAO CONFITADO CON AJO (CAJA 12 uds);0,00;PPAA CONG;130921;130921;;;13/09/2022;;;
False;GENERAL;SEM047;SC SEMIELABORADO DE SECRETO IBERICO CON PX;0,00;MMPP REF;130922;130922;;;13/10/2022;;;
False;GENERAL;SEM053;PREPARADO SAL, AJO, ROMERO Y PIMIENTA;0,00;SECOS;130922;130922;;;07/03/2024;;;
False;GENERAL;SEM084;SEMIELABORADO DE PX;0,00;MMPP REF;130922;130922;;;11/01/2023;;;
False;GENERAL;FTAR002;TARTAR DE ATUN (CAJA 32 uds);0,00;PPAA CONG;130922;130922;;;13/03/2024;;11,00;08/04/2025
False;GENERAL;SEM046;SC SEMIELABORADO PATATAS CONFITADAS PX;0,00;MMPP REF;130922;130922;;;13/10/2022;;;
False;GENERAL;FPOS009;COULAND CHOCOLATE MICROONDAS SIN GLUTEN (36 uds);0,00;PPAA CONG;130922;130922;;;13/09/2023;;2,00;07/04/2025
False;GENERAL;FCAR001;CARRILLERA  DE CERDO RACION (CAJA 16 uds);0,00;PPAA CONG;130922;130922;;;13/03/2024;;4,00;14/04/2025
False;GENERAL;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);0,00;PPAA REF;130923;130923;;;20/11/2023;;432,00;09/04/2025
False;GENERAL;FCAR019;SALSA DE VACUNO (16 ud);0,00;PPAA CONG;130923;130923;;;13/03/2025;;33,00;11/04/2025
False;GENERAL;FCAR011;CORDERO DESHUESADO PLANCHA (3x2,35kg);0,00;PPAA CONG;130923;130923;;;13/03/2025;;62,00;20/10/2025
False;GENERAL / 2;SEM110;SEMIELABORADO ARROZ NEGRO VAP. (BOLSA);0,00;MMPP REF;130923;130923;;;12/12/2023;;;
False;GENERAL;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);0,00;PPAA REF;130923;130923;;;12/12/2023;;504,00;09/04/2025
False;GENERAL;SEM005;SALSA DE VACUNO (BOLSA);0,00;PPAA CONG;130923;130923;;;13/03/2025;;;
False;GENERAL;SEM110;SEMIELABORADO ARROZ NEGRO VAP. (BOLSA);0,00;MMPP REF;130923;130923;;;12/12/2023;;;
False;GENERAL;SEM105;SEMIELABORADO CORDERO DESHUESADO;0,00;PPAA CONG;130923;130923;;;13/03/2025;;;
False;GENERAL;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);0,00;PPAA REF;130923;130923;;;20/11/2023;;72,00;09/04/2025
False;GENERAL;SEM119;SEMIELABORADO POLVOS GUISO DE MARISCO;0,00;SECOS;130923;130923;;;12/12/2023;;;
False;GENERAL;SCRE067;GUISO DE MARISCO (1 X 3,2 KG);0,00;PPAA REF;130923;130923;;;08/10/2023;;;
False;GENERAL;FCAR012;CORDERO  DESHUESADO RACION (CAJA 16 uds);0,00;PPAA CONG;130923;130923;;;13/03/2025;;;
False;GENERAL;SEM128;SEMIELABORADO OREJA DE CERDO;0,00;;130924;130924;;;13/03/2026;;;
False;GENERAL;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);0,00;;130924;130924;;;13/10/2024;;60.864,00;14/04/2025
False;GENERAL;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);0,00;PPAA REF;130924;130924;;;13/10/2024;;;
False;CARBÓ;FCAR039;TERRINA DE OREJA DE CERDO (CAJA 16 uds);0,00;;130924;130924;;;13/03/2026;;;
False;GENERAL;SCRE069;PAELLA VALENCIANA VAP / FIDEUA MARINERA ALDI (6 x 280 gr + 6 x 280 gr);0,00;;130924;130924;;;13/10/2024;;;
False;GENERAL;SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);0,00;PPAA REF;130924;130924;;;13/10/2024;;180,00;09/04/2025
False;GENERAL;FCAR039;TERRINA DE OREJA DE CERDO (CAJA 16 uds);0,00;PPAA CONG;130924;130924;;;13/03/2026;;1,00;03/01/2024
False;GENERAL;FCAR008;SECRETO DE CERDO IBERICO RACION (CAJA 12 uds);0,00;;131020;131020;;;13/04/2022;;;
False;GENERAL;FCAR007;SECRETO DE CERDO IBERICO kg (CAJA 4kg);0,00;;131020;131020;;;13/04/2022;;;
False;GENERAL;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);0,00;;131021;131021;;;11/01/2022;;504,00;09/04/2025
False;GENERAL;SEM087;BARQUETA PAELLA VALENCIANA LIDL (1 x 300);0,00;PPAA REF;131021;131021;;;13/11/2021;;;
False;GENERAL;SEM074;BARQUETA PAELLA VALENCIANA (1 x 300);0,00;PPAA REF;131021;131021;;;13/11/2021;;;
False;GENERAL;FCAR011;CORDERO DESHUESADO PLANCHA (3x2,35kg);0,00;PPAA CONG;131021;131021;;;13/04/2023;;62,00;20/10/2025
False;GENERAL;SCRE037;LS PAELLA VALENCIANA/ ARROZ AL HORNO LIDL (7 x 350 + 3 x 350);0,00;;131021;131021;;;12/11/2021;;;
False;GENERAL;SCRE034;KIT FAJITAS PULLED BBQ CAJA 8 UNIDADES;0,00;PPAA REF;131021;131021;;;12/12/2021;;;
False;GENERAL;SCRE031;LS PAELLA VALENCIANA/  A BANDA ALDI (6 x 350 + 6 x 300);0,00;;131021;131021;;;12/11/2021;;;
False;GENERAL;SCRE035;KIT FAJITAS TEXMEX CAJA 8 UNIDADES;0,00;PPAA REF;131021;131021;;;12/12/2021;;;
False;GENERAL;SCRE020;LS PAELLA VALENCIANA PLANES (12 x 300 gr);0,00;PPAA REF;131021;131021;;;12/11/2021;;;
False;GENERAL;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);0,00;MMPP REF;131021;131021;;;11/01/2022;;;
False;GENERAL;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);0,00;PPAA REF;131022;131022;;;20/12/2022;;72,00;09/04/2025
False;GENERAL;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);0,00;MMPP REF;131022;131022;;;11/01/2023;;;
False;GENERAL;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);0,00;PPAA REF;131022;131022;;;11/01/2023;;504,00;09/04/2025
False;GENERAL;SCRE044;KIT FAJITAS PULLED BBQ (1 UNIDAD);0,00;PPAA REF;131022;131022;;;12/12/2022;;;
False;GENERAL;SCRE052;PAELLA VALENCIANA (10 x 300 gr);0,00;PPAA REF;131022;131022;;;12/11/2022;;;
False;GENERAL;SCRE041;ARROZ NEGRO APETEAT (12 x 280 gr);0,00;PPAA REF;131022;131022;;;12/11/2022;;;
False;GENERAL;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);0,00;PPAA REF;131022;131022;;;20/12/2022;;432,00;09/04/2025
False;GENERAL;SEM072;BALLOTINE TARTAR PESCADO;0,00;MMPP CONG;131022;131022;;;12/03/2023;;;
False;GENERAL;SEM087;BARQUETA PAELLA VALENCIANA LIDL (1 x 300);0,00;PPAA REF;131022;131022;;;12/11/2022;;;
False;GENERAL;SCRE047;ARROZ VERDURAS (1 X 280 gr);0,00;PPAA REF;131022;131022;;;12/11/2022;;1.080,00;09/04/2025
False;GENERAL;SEM095;SEMIELABORADO RABO ESTOFADO CON SETAS;0,00;PPAA REF;131022;131022;;;12/11/2022;;;
False;GENERAL;FPOS009;COULAND CHOCOLATE MICROONDAS SIN GLUTEN (36 uds);0,00;PPAA CONG;131024;131024;;;13/10/2025;;2,00;07/04/2025
False;GENERAL;SEM129;SEMIELABORADO COULAND DE CHOCOLATE NEGRO UNIDADES;0,00;PPAA CONG;131024;131024;;;13/10/2025;;;
False;GENERAL;SCRE006;SALSA DE CIRUELAS;0,00;;131119;131119;;;11/02/2020;;;
False;GENERAL;SEM005;SALSA DE VACUNO (BOLSA);0,00;;131119;131119;;;13/05/2021;;;
False;GENERAL;FCAR007;SECRETO DE CERDO IBERICO kg (CAJA 4kg);0,00;;131119;131119;;;13/05/2021;;;
False;GENERAL;FCAR019;SALSA DE VACUNO (16 ud);0,00;;131119;131119;;;13/05/2021;;33,00;11/04/2025
False;GENERAL;SCRE005;PULARDA ASADA RELLENA DE FOIE,SETAS,MANZANA Y PIST;0,00;;131119;131119;;;13/02/2020;;;
False;GENERAL;FGUA001;ALCACHOFA CONFITADA EN ACEITE DE OLIVA (18 ud);0,00;;131119;131119;;;13/05/2021;;3,00;14/04/2025
False;GENERAL;FGUA005;CORAZON/ FLOR DE ALCACHOFA (Caja 8 uds X 500 g);0,00;;131119;131119;;;13/05/2021;;;
False;GENERAL;SEM050;LS SEMIELABORADO 30 RACIONES PAELLA VALENCIANA;0,00;;131120;131120;;;11/02/2021;;;
False;GENERAL;SEM048;LS SEMIELABORADO 30 RACIONES ARROZ AL HORNO;0,00;;131120;131120;;;11/02/2021;;;
False;GENERAL;SEM049;LS SEMIELABORADO 30 RACIONES ARROZ A BANDA;0,00;;131120;131120;;;15/02/2021;;;
False;GENERAL;SEM005;SALSA DE VACUNO (BOLSA);0,00;PPAA CONG;131121;131121;;;13/05/2023;;;
False;GENERAL;FCAR019;SALSA DE VACUNO (16 ud);0,00;;131121;131121;;;13/05/2023;;33,00;11/04/2025
False;GENERAL;FTAR002;TARTAR DE ATUN (CAJA 32 uds);0,00;PPAA CONG;131121;131121;;;13/05/2023;;11,00;08/04/2025
False;GENERAL;SEM093;SEMIELABORADO RELLENO KIT FAJITAS PULLED BBQ 250 GRAMOS;0,00;PPAA REF;131121;131121;;;12/01/2022;;;
False;GENERAL;SEM047;SC SEMIELABORADO DE SECRETO IBERICO CON PX;0,00;PPAA REF;131121;131121;;;13/12/2021;;;
False;GENERAL;SEM005;SALSA DE VACUNO (BOLSA);0,00;PPAA CONG;131122;131122;;;13/05/2024;;;
False;GENERAL;SEM102;SEMIELABORADO COCHINILLO DESHUESADO;0,00;PPAA CONG;131123;131123;;;13/05/2025;;;
False;GENERAL;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;0,00;SECOS;131123;131123;;;11/02/2024;;;
False;NAVE 5;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;0,00;SECOS;131123;131123;;;11/02/2024;;;
False;GENERAL;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);0,00;PPAA REF;131123;131123;;;20/01/2024;;432,00;09/04/2025
False;GENERAL;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);0,00;PPAA REF;131123;131123;;;11/02/2024;;504,00;09/04/2025
False;GENERAL;FCAR002;COCHINILLO DESHUESADO RACION (CAJA 16 uds);0,00;PPAA CONG;131123;131123;;;13/05/2025;;;
False;CARBÓ;FCAR002;COCHINILLO DESHUESADO RACION (CAJA 16 uds);0,00;;131123;131123;;;13/05/2025;;;
False;NAVE 5;SEM120;SEMIELABORADO POLVOS ARROZ CON SECRETO CONSUM/EROSKI;0,00;SECOS;131123;131123;;;12/01/2024;;;
False;GENERAL;SEM120;SEMIELABORADO POLVOS ARROZ CON SECRETO CONSUM/EROSKI;0,00;SECOS;131123;131123;;;12/01/2024;;;
False;GENERAL;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);0,00;MMPP REF;131123;131123;;;11/02/2024;;;
False;GENERAL;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);0,00;PPAA REF;131123;131123;;;20/01/2024;;72,00;09/04/2025
False;GENERAL;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);0,00;PPAA REF;131124;131124;;;20/01/2025;;72,00;09/04/2025
False;GENERAL;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);0,00;PPAA REF;131124;131124;;;11/02/2025;;504,00;09/04/2025
False;GENERAL;FCAR019;SALSA DE VACUNO (16 ud);0,00;PPAA CONG;131124;131124;;;13/05/2026;;33,00;11/04/2025
False;VIRTUAL INCIDENCIAS;FCAR011;CORDERO DESHUESADO PLANCHA (3x2,35kg);0,00;;131124;131124;;;13/05/2026;;;
False;GENERAL;FCAR011;CORDERO DESHUESADO PLANCHA (3x2,35kg);0,00;PPAA CONG;131124;131124;;;13/05/2026;;62,00;20/10/2025
False;GENERAL;SEM005;SALSA DE VACUNO (BOLSA);0,00;PPAA CONG;131124;131124;;;13/05/2026;;;
False;GENERAL;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);0,00;PPAA REF;131124;131124;;;20/01/2025;;432,00;09/04/2025
False;GENERAL;SEM130;SEMIELABORADO TARTA DE QUESO UNIDADES;0,00;PPAA CONG;131124;131124;;;13/11/2025;;;
False;ALMACÉN LIBERACIONES;FPOS015;TARTA DE QUESO SIN GLUTEN RACION (36 ud);0,00;;131124;131124;;;13/11/2025;;;
False;GENERAL;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);0,00;PPAA REF;131124;131124;;;13/12/2024;;60.864,00;14/04/2025
False;GENERAL;FPOS015;TARTA DE QUESO SIN GLUTEN RACION (36 ud);0,00;PPAA CONG;131124;131124;;;13/11/2025;;;
False;GENERAL;FPER053;LEROY SALSA DE VACUNO €/KG;0,00;PPAA CONG;131124;131124;;;13/05/2026;;64,00;02/05/2025
False;VIRTUAL INCIDENCIAS;FCAR012;CORDERO  DESHUESADO RACION (CAJA 16 uds);0,00;;131124;131124;;;13/05/2026;;;
False;GENERAL;FCAR012;CORDERO  DESHUESADO RACION (CAJA 16 uds);0,00;PPAA CONG;131124;131124;;;13/05/2026;;;
False;GENERAL;FCAR001;CARRILLERA  DE CERDO RACION (CAJA 16 uds);0,00;;131218;131218;;;13/06/2020;;4,00;14/04/2025
False;DEPÓSITOS;FCAR018;TERRINA DE MELOSO DE VACUNO PLANCHA (2x2.35 kg);0,00;;131219;131219;;;13/06/2021;;;
False;GENERAL;FCAR018;TERRINA DE MELOSO DE VACUNO PLANCHA (2x2.35 kg);0,00;;131219;131219;;;13/06/2021;;;
False;GENERAL;FCAR019;SALSA DE VACUNO (16 ud);0,00;;131219;131219;;;13/06/2021;;33,00;11/04/2025
False;GENERAL;FCAR014;CARRILLERA DE VACUNO RACION MOLDEADA (CAJA 16 uds);0,00;;131219;131219;;;13/06/2021;;;
False;GENERAL;SEM005;SALSA DE VACUNO (BOLSA);0,00;;131219;131219;;;13/06/2021;;;
False;GENERAL;SCRE035;KIT FAJITAS TEXMEX CAJA 8 UNIDADES;0,00;PPAA REF;131221;131221;;;15/02/2022;;;
False;GENERAL;SCRE034;KIT FAJITAS PULLED BBQ CAJA 8 UNIDADES;0,00;PPAA REF;131221;131221;;;15/02/2022;;;
False;GENERAL;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);0,00;PPAA REF;131221;131221;;;13/03/2022;;504,00;09/04/2025
False;GENERAL;FCAR003;1/2 CODILLO DE CERDO CON HUESO (CAJA 10 uds);0,00;PPAA CONG;131221;131221;;;12/06/2023;;;
False;GENERAL;FCAR024;COCHINILLO DESHUESADO PLANCHA (CAJA 3X 2,15 kg);0,00;PPAA CONG;131221;131221;;;12/06/2023;;58,00;23/06/2025
False;GENERAL;FCAR002;COCHINILLO DESHUESADO RACION (CAJA 16 uds);0,00;PPAA CONG;131221;131221;;;13/06/2023;;;
False;GENERAL;FPER046;COULAND C.BLANCO MICROONDAS SIN GLUTEN (24 uds);0,00;PPAA CONG;131221;131221;;;13/12/2022;;154,00;11/04/2025
False;GENERAL;FCAR008;SECRETO DE CERDO IBERICO RACION (CAJA 12 uds);0,00;PPAA CONG;131221;131221;;;12/06/2023;;;
False;GENERAL;SEM053;PREPARADO SAL, AJO, ROMERO Y PIMIENTA;0,00;SECOS;131221;131221;;;06/06/2023;;;
False;GENERAL;SEM046;SC SEMIELABORADO PATATAS CONFITADAS PX;0,00;MMPP REF;131222;131222;;;12/01/2023;;;
False;GENERAL;SEM096;SEMIELABORADO CARRILLERA DE CERDO AL OPORTO;0,00;MMPP REF;131222;131222;;;12/01/2023;;;
False;GENERAL;FPOS005;BROWNIE DE CHOCOLATE SIN GLUTEN RACIÓN (36 uds);0,00;PPAA CONG;131222;131222;;;13/12/2023;;;
False;GENERAL;FCAR016;RABO DE VACUNO DESHUESADO RACION (CAJA 16 uds);0,00;PPAA CONG;131223;131223;;;13/06/2025;;;
False;GENERAL;FCAR015;RABO DE VACUNO DESHUESADO PLANCHA (2x2.35 kg);0,00;PPAA CONG;131223;131223;;;13/06/2025;;34,00;22/05/2025
False;GENERAL;SEM105;SEMIELABORADO CORDERO DESHUESADO;0,00;PPAA CONG;131223;131223;;;13/06/2025;;;
False;CARBÓ;FCAR015;RABO DE VACUNO DESHUESADO PLANCHA (2x2.35 kg);0,00;;131223;131223;;;13/06/2025;;;
False;GENERAL;FCAR011;CORDERO DESHUESADO PLANCHA (3x2,35kg);0,00;PPAA CONG;131223;131223;;;13/06/2025;;62,00;20/10/2025
False;GENERAL;SEM109;SEMIELABORADO FIDEUA LIDL/ALDI (BOLSA);0,00;MMPP REF;131223;131223;;;12/03/2024;;;
False;CONSUMO INTERNO I+D;SEM109;SEMIELABORADO FIDEUA LIDL/ALDI (BOLSA);0,00;;131223;131223;;;12/03/2024;;;
False;GENERAL;FCAR012;CORDERO  DESHUESADO RACION (CAJA 16 uds);0,00;PPAA CONG;131223;131223;;;13/06/2025;;;
False;GENERAL;SEM046;SC SEMIELABORADO PATATAS CONFITADAS PX;0,00;MMPP REF;131223;131223;;;12/01/2024;;;
False;GENERAL;SEM082;SEMIELABORADO DE ARROZ DE VERDURAS SIN BOLETUS TROZO (BOLSA);0,00;MMPP REF;131223;131223;;;11/02/2024;;;
False;GENERAL;SEM129;SEMIELABORADO COULAND DE CHOCOLATE NEGRO UNIDADES;0,00;PPAA CONG;131224;131224;;;13/12/2025;;;
False;GENERAL;FCAR019;SALSA DE VACUNO (16 ud);0,00;PPAA CONG;131224;131224;;;13/06/2026;;33,00;11/04/2025
False;GENERAL;SCCO013;TARTAR DE ATÚN LA SIRENA (ESTUCHE 100 gr);0,00;PPAA CONG;131224;131224;;;13/06/2026;;;
False;GENERAL;FTAR002;TARTAR DE ATUN (CAJA 32 uds);0,00;PPAA CONG;131224;131224;;;13/06/2026;;11,00;08/04/2025
False;GENERAL;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);0,00;PPAA REF;131224;131224;;;12/01/2025;;60.864,00;14/04/2025
False;GENERAL;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);0,00;PPAA REF;131224;131224;;;19/02/2025;;432,00;09/04/2025
False;GENERAL;FPOS009;COULAND CHOCOLATE MICROONDAS SIN GLUTEN (36 uds);0,00;PPAA CONG;131224;131224;;;13/12/2025;;2,00;07/04/2025
False;GENERAL;SEM096;SEMIELABORADO CARRILLERA DE CERDO AL OPORTO;0,00;PPAA REF;131224;131224;;;12/01/2025;;;
False;GENERAL;FPER053;LEROY SALSA DE VACUNO €/KG;0,00;PPAA CONG;131224;131224;;;13/06/2026;;64,00;02/05/2025
False;GENERAL;SEM005;SALSA DE VACUNO (BOLSA);0,00;PPAA CONG;131224;131224;;;13/06/2026;;;
False;GENERAL;MAT025;CRATERELLUS CORNUCOPIOIDES (TROMPETA NEGRA);0,00;;1361118;1361118;;;23/11/2020;;;
False;GENERAL;FCAR003;1/2 CODILLO DE CERDO CON HUESO (CAJA 10 uds);0,00;;140119;140119;;;07/07/2020;;;
False;GENERAL;FCAR006;MANITAS DE CERDO DESHUESADAS PLANCHA (CAJA 3X2,35kg);0,00;;140120;140120;;;14/07/2021;;;
