;Almacén;Artículo;Descripción;Stock Unidades;Ubicación;Lote/Nº Serie;Lote Interno;Fecha Entrada;Proveedor;Caducidad;Entradas Previstas;Salidas Previstas;Fecha Salida Prevista
False;GENERAL;FCAR001;CARRILLERA  DE CERDO RACION (CAJA 16 uds);0,00;;140120;140120;;;14/07/2021;;4,00;14/04/2025
False;GENERAL;FCAR019;SALSA DE VACUNO (16 ud);0,00;;140120;140120;;;14/07/2021;;33,00;11/04/2025
False;GENERAL;SEM005;SALSA DE VACUNO (BOLSA);0,00;;140120;140120;;;14/07/2021;;;
False;GENERAL;FCAR031;PULLED PORK (Caja 8 uds X 500 g);0,00;;140120;140120;;;14/07/2021;;1,00;03/04/2024
False;GENERAL;FCAR011;CORDERO DESHUESADO PLANCHA (3x2,35kg);0,00;;140121;140121;;;14/07/2022;;62,00;20/10/2025
False;GENERAL;FCAR019;SALSA DE VACUNO (16 ud);0,00;;140121;140121;;;14/07/2022;;33,00;11/04/2025
False;GENERAL;SEM005;SALSA DE VACUNO (BOLSA);0,00;;140121;140121;;;14/07/2022;;;
False;GENERAL;FPOS005;BROWNIE DE CHOCOLATE SIN GLUTEN RACIÓN (36 uds);0,00;PPAA CONG;140122;140122;;;11/01/2023;;;
False;GENERAL;SCRE047;ARROZ VERDURAS (1 X 280 gr);0,00;PPAA REF;140122;140122;;;10/02/2022;;1.080,00;09/04/2025
False;GENERAL;SEM046;SC SEMIELABORADO PATATAS CONFITADAS PX;0,00;PPAA REF;140122;140122;;;10/02/2022;;;
False;GENERAL;SEM087;BARQUETA PAELLA VALENCIANA LIDL (1 x 300);0,00;PPAA REF;140122;140122;;;10/02/2022;;;
False;GENERAL;SEM074;BARQUETA PAELLA VALENCIANA (1 x 300);0,00;PPAA REF;140122;140122;;;10/02/2022;;;
False;GENERAL;SEM046;SC SEMIELABORADO PATATAS CONFITADAS PX;0,00;PPAA REF;140125;140125;;;13/02/2025;;;
False;NAVE 5;SEM053;PREPARADO SAL, AJO, ROMERO Y PIMIENTA;5,50;SECOS;140125;140125;;;08/10/2026;;;
False;GENERAL;SEM053;PREPARADO SAL, AJO, ROMERO Y PIMIENTA;69,94;SECOS;140125;140125;;;08/10/2026;;;
False;GENERAL;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);0,00;PPAA REF;140125;140125;;;13/02/2025;;60.864,00;14/04/2025
False;GENERAL;SEM128;SEMIELABORADO OREJA DE CERDO;0,00;PPAA CONG;140125;140125;;;14/07/2026;;;
False;GENERAL;FCAR046;CARRILLERA DE CERDO AL OPORTO (CAJA 12 uds x 220 gr);0,00;PPAA CONG;140125;140125;;;14/07/2026;;114,00;08/04/2025
False;GENERAL;FCAR039;TERRINA DE OREJA DE CERDO (CAJA 16 uds);0,00;PPAA CONG;140125;140125;;;14/07/2026;;1,00;03/01/2024
False;GENERAL;SEM096;SEMIELABORADO CARRILLERA DE CERDO AL OPORTO;0,00;PPAA REF;140125;140125;;;13/02/2025;;;
False;GENERAL;FCAR029;CODILLO DE CERDO DESHUESADO (CAJA 16 uds);0,00;;140219;140219;;;14/08/2020;;;
False;GENERAL;FCAR010;COSTILLA DE CERDO IBERICO DESH.RACION (16 uds);0,00;;140219;140219;;;14/08/2020;;;
False;GENERAL;FCAR030;CODILLO DE CERDO DESHUESADO (3 X 2,5 KG);0,00;;140219;140219;;;07/08/2020;;;
False;GENERAL;FCAR008;SECRETO DE CERDO IBERICO RACION (CAJA 12 uds);0,00;;140220;140220;;;14/08/2021;;;
False;GENERAL;FCAR021;PICANTON RELLENO DE JAMON IBERICO Y TRUFA NEGRA;0,00;;140220;140220;;;14/08/2021;;;
False;GENERAL;FPER044;CONTRAMUSLO DE POLLO (KG) CAJA 10 KG APROX;0,00;;140220;140220;;;14/08/2021;;;
False;GENERAL;FPOS005;BROWNIE DE CHOCOLATE SIN GLUTEN RACIÓN (36 uds);0,00;;140220;140220;;;14/02/2021;;;
False;GENERAL;FPER043;PECHUGA DE POLLO (KG) CAJA 10 KG APROX;0,00;;140220;140220;;;14/08/2021;;;
False;GENERAL;SEM047;SC SEMIELABORADO DE SECRETO IBERICO CON PX;0,00;PPAA REF;140222;140222;;;16/03/2022;;;
False;GENERAL;FCAR018;TERRINA DE MELOSO DE VACUNO PLANCHA (2x2.35 kg);0,00;PPAA CONG;140222;140222;;;14/08/2023;;;
False;GENERAL;SCRE045;KIT FAJITAS TEXMEX (1 UNIDAD);0,00;PPAA REF;140222;140222;;;15/04/2022;;;
False;GENERAL;SEM076;BARQUETA FIDEUA SIN MGS (1 x 280);0,00;PPAA REF;140222;140222;;;13/03/2022;;;
False;GENERAL;FPOS009;COULAND CHOCOLATE MICROONDAS SIN GLUTEN (36 uds);0,00;PPAA CONG;140222;140222;;;14/02/2023;;2,00;07/04/2025
False;GENERAL;SEM071;BALLOTINE STEAK TARTAR CON TABASCO;0,00;PPAA CONG;140222;140222;;;14/07/2022;;;
False;GENERAL;SCRE044;KIT FAJITAS PULLED BBQ (1 UNIDAD);0,00;PPAA REF;140222;140222;;;15/04/2022;;;
False;GENERAL;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);0,00;PPAA REF;140222;140222;;;15/05/2022;;504,00;09/04/2025
False;GENERAL;FCAR041;DELANTERO DE VACUNO (CAJA 16 UDS);0,00;;140222;140222;;;14/08/2023;;;
False;GENERAL;FCAR017;TERRINA DE MELOSO DE VACUNO RACION (CAJA 16 uds);0,00;PPAA CONG;140222;140222;;;14/08/2023;;;
False;GENERAL;FPOS005;BROWNIE DE CHOCOLATE SIN GLUTEN RACIÓN (36 uds);0,00;PPAA CONG;140222;140222;;;14/02/2023;;;
False;GENERAL;SEM053;PREPARADO SAL, AJO, ROMERO Y PIMIENTA;0,00;SECOS;140222;140222;;;08/08/2023;;;
False;GENERAL;FCAR008;SECRETO DE CERDO IBERICO RACION (CAJA 12 uds);0,00;PPAA CONG;140222;140222;;;14/08/2023;;;
False;GENERAL;SEM107;SEMIELABORADO ESPECIAS CARNE PAPAS LOCAS;0,00;SECOS;140223;140223;;;14/02/2023;;;
False;GENERAL;SCRE054;CARNE PAPAS LOCAS (1 x 3 kg);0,00;MMPP REF;140223;140223;;;15/04/2023;;;
False;GENERAL;FCAR016;RABO DE VACUNO DESHUESADO RACION (CAJA 16 uds);0,00;PPAA CONG;140223;140223;;;14/08/2024;;;
False;GENERAL;SEM078;JUGO DE COCCION (RABO);0,00;PPAA CONG;140223;140223;;;14/06/2023;;;
False;CONSUMO INTERNO I+D;SEM106;SEMIELABORADO SOFRITO CARNE PAPAS LOCAS;0,00;;140223;140223;;;14/02/2023;;;
False;CONSUMO INTERNO I+D;SCRE054;CARNE PAPAS LOCAS (1 x 3 kg);0,00;;140223;140223;;;15/04/2023;;;
False;GENERAL;FPOS009;COULAND CHOCOLATE MICROONDAS SIN GLUTEN (36 uds);0,00;PPAA CONG;140223;140223;;;14/02/2024;;2,00;07/04/2025
False;GENERAL;SEM103;SEMIELABORADO RABO DESHUESADO;0,00;PPAA CONG;140223;140223;;;07/08/2024;;;
False;GENERAL;SEM106;SEMIELABORADO SOFRITO CARNE PAPAS LOCAS;0,00;MMPP REF;140223;140223;;;14/02/2023;;;
False;GENERAL;FCAR015;RABO DE VACUNO DESHUESADO PLANCHA (2x2.35 kg);0,00;PPAA CONG;140223;140223;;;14/08/2024;;34,00;22/05/2025
False;GENERAL;SEM109;SEMIELABORADO FIDEUA LIDL/ALDI (BOLSA);0,00;MMPP REF;140224;140224;;;14/04/2024;;;
False;GENERAL;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);0,00;PPAA REF;140224;140224;;;22/04/2024;;72,00;09/04/2025
False;GENERAL;SEM112;SEMIELABORADO PAELLA VALENCIANA VAP. (BOLSA);0,00;MMPP REF;140224;140224;;;14/04/2024;;;
False;GENERAL;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);0,00;PPAA REF;140224;140224;;;22/04/2024;;432,00;09/04/2025
False;GENERAL;FCAR018;TERRINA DE MELOSO DE VACUNO PLANCHA (2x2.35 kg);0,00;PPAA CONG;140224;140224;;;14/08/2025;;;
False;GENERAL;FPOS009;COULAND CHOCOLATE MICROONDAS SIN GLUTEN (36 uds);0,00;PPAA CONG;140224;140224;;;14/02/2025;;2,00;07/04/2025
False;GENERAL;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);0,00;PPAA REF;140224;140224;;;14/05/2024;;504,00;09/04/2025
False;GENERAL;SEM095;SEMIELABORADO RABO ESTOFADO CON SETAS;0,00;PPAA REF;140224;140224;;;15/03/2024;;;
False;GENERAL;SEM104;SEMIELABORADO TERRINA DE MELOSO DE VACUNO;0,00;PPAA CONG;140224;140224;;;14/08/2025;;;
False;GENERAL;FCAR017;TERRINA DE MELOSO DE VACUNO RACION (CAJA 16 uds);0,00;PPAA CONG;140224;140224;;;14/08/2025;;;
False;GENERAL;FCAR005;MANITAS DE CERDO DESHUESADAS RACION (CAJA 16 uds);3,00;PPAA CONG;140225;140225;;;14/08/2026;;;
False;GENERAL;SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);0,00;PPAA REF;140225;140225;;;16/03/2025;;180,00;09/04/2025
False;GENERAL;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);0,00;PPAA REF;140225;140225;;;16/03/2025;;60.864,00;14/04/2025
False;GENERAL;SCRE072;PAELLA VALENCIANA VAP / FIDEUA MARINERA ALDI (4 x 280 gr + 4 x 280 gr);0,00;PPAA REF;140225;140225;;;19/03/2025;;;
False;GENERAL;SEM125;BARQUETA PAELLA VALENCIANA VAP ALDI (1 x 280 gr);0,00;PPAA REF;140225;140225;;;19/03/2025;;;
False;GENERAL;SEM072;BALLOTINE TARTAR PESCADO;5,00;PPAA CONG;140225;140225;;;14/07/2025;;;
False;GENERAL;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);0,00;PPAA REF;140225;140225;;;19/03/2025;;;
False;GENERAL;SEM095;SEMIELABORADO RABO ESTOFADO CON SETAS;0,00;PPAA REF;140225;140225;;;16/03/2025;;;
False;GENERAL;FPER050;COULAND MICRO BLANCO 24 UDS TOPGEL;0,00;PPAA CONG;140322;140322;;;14/03/2023;;264,00;17/04/2025
False;GENERAL;SCRE045;KIT FAJITAS TEXMEX (1 UNIDAD);0,00;PPAA REF;140322;140322;;;13/05/2022;;;
False;GENERAL;SEM093;SEMIELABORADO RELLENO KIT FAJITAS PULLED BBQ 250 GRAMOS;0,00;ppaa ref;140322;140322;;;13/04/2022;;;
False;GENERAL;SCRE044;KIT FAJITAS PULLED BBQ (1 UNIDAD);0,00;PPAA REF;140322;140322;;;13/05/2022;;;
False;GENERAL;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);0,00;PPAA REF0;140322;140322;;;12/06/2022;;504,00;09/04/2025
False;GENERAL;SEM099;SEMIELABORADO SALSA RABO CON SETAS;0,00;MMPP REF;140323;140323;;;13/05/2023;;;
False;GENERAL;FCAR006;MANITAS DE CERDO DESHUESADAS PLANCHA (CAJA 3X2,35kg);0,00;PPAA CONG;140323;140323;;;14/09/2024;;;
False;GENERAL;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);0,00;MMPP REF;140323;140323;;;12/06/2023;;;
False;GENERAL;SEM101;SEMIELABORADO POLVOS ARROZ CON SECRETO MERCADONA;0,00;SECOS;140323;140323;;;12/06/2023;;;
False;GENERAL;SEM005;SALSA DE VACUNO (BOLSA);0,00;PPAA CONG;140324;140324;;;14/09/2025;;;
False;GENERAL;SCRE058;PAELLA VALENCIANA VAP PLANES (12 X 280 gr);0,00;PPAA REF;140324;140324;;;13/04/2024;;;
False;GENERAL;SEM047;SC SEMIELABORADO DE SECRETO IBERICO CON PX;0,00;MMPP REF;140324;140324;;;14/04/2024;;;
False;GENERAL;SCRE047;ARROZ VERDURAS (1 X 280 gr);0,00;PPAA REF;140324;140324;;;13/04/2024;;1.080,00;09/04/2025
False;GENERAL;SEM125;BARQUETA PAELLA VALENCIANA VAP ALDI (1 x 280 gr);0,00;PPAA REF;140324;140324;;;13/04/2024;;;
False;GENERAL;SEM046;SC SEMIELABORADO PATATAS CONFITADAS PX;0,00;PPAA REF;140324;140324;;;13/04/2024;;;
False;GENERAL;SCRE069;PAELLA VALENCIANA VAP / FIDEUA MARINERA ALDI (6 x 280 gr + 6 x 280 gr);0,00;PPAA REF;140324;140324;;;13/04/2024;;;
False;GENERAL;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);0,00;PPAA REF;140324;140324;;;13/04/2024;;;
False;GENERAL;FCAR019;SALSA DE VACUNO (16 ud);0,00;PPAA CONG;140324;140324;;;14/09/2025;;33,00;11/04/2025
False;GENERAL;FPOS005;BROWNIE DE CHOCOLATE SIN GLUTEN RACIÓN (36 uds);0,00;PPAA CONG;140324;140324;;;14/03/2025;;;
False;GENERAL;SEM113;BARQUETA PAELLA VALENCIANA VAP PLANES/LIDL/APETEAT (1 x 280);0,00;PPAA REF;140324;140324;;;13/04/2024;;;
False;GENERAL;SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);0,00;PPAA REF;140324;140324;;;13/04/2024;;180,00;09/04/2025
False;GENERAL;SEM047;SC SEMIELABORADO DE SECRETO IBERICO CON PX;0,00;;140325;140325;;;13/04/2025;;;
False;GENERAL;FCAR011;CORDERO DESHUESADO PLANCHA (3x2,35kg);0,00;PPAA CONG;140325;140325;;;14/09/2026;;62,00;20/10/2025
False;GENERAL;SCRE036;ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (1 x 280 gr);0,00;PPAA REF;140325;140325;;;13/04/2025;;60.864,00;14/04/2025
False;GENERAL;SEM105;SEMIELABORADO CORDERO DESHUESADO;0,00;;140325;140325;;;08/09/2026;;;
False;GENERAL;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);0,00;PPAA REF;140325;140325;;;21/05/2025;;432,00;09/04/2025
False;GENERAL;FCAR012;CORDERO  DESHUESADO RACION (CAJA 16 uds);1,00;PPAA CONG;140325;140325;;;14/09/2026;;;
False;GENERAL;SEM030;RELLENO DE PULARDA;0,00;;140420;140420;;;04/04/2021;;;
False;GENERAL;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);0,00;;140421;140421;;;13/07/2021;;504,00;09/04/2025
False;GENERAL;FCAR031;PULLED PORK (Caja 8 uds X 500 g);0,00;PPAA CONG;140421;140421;;;14/10/2022;;1,00;03/04/2024
False;GENERAL;FCAR024;COCHINILLO DESHUESADO PLANCHA (CAJA 3X 2,15 kg);0,00;PPAA CONG;140421;140421;;;14/10/2022;;58,00;23/06/2025
False;GENERAL;FPOS005;BROWNIE DE CHOCOLATE SIN GLUTEN RACIÓN (36 uds);0,00;PPAA CONG;140421;140421;;;14/04/2022;;;
False;GENERAL;SEM059;LS SEMIELABORADO ARROZ DE SECRETO CON BOLETUS (BOLSA);0,00;MMPP REF;140421;140421;;;13/07/2021;;;
False;GENERAL;FCAR018;TERRINA DE MELOSO DE VACUNO PLANCHA (2x2.35 kg);0,00;PPAA CONG;140422;140422;;;14/10/2023;;;
False;GENERAL;SCRE038;FIDEUA/ ARROZ NEGRO LIDL (5 x 280 + 5 x 280);0,00;PPAA REF;140422;140422;;;14/05/2022;;;
False;GENERAL;SEM088;BARQUETA FIDEUA LIDL (1 x 280);0,00;PPAA REF;140422;140422;;;14/05/2022;;;
False;GENERAL;SEM088;BARQUETA FIDEUA LIDL (1 x 280);0,00;;140423;140423;;;14/05/2023;;;
False;GENERAL;SEM109;SEMIELABORADO FIDEUA LIDL/ALDI (BOLSA);0,00;;140423;140423;;;13/07/2023;;;
False;GENERAL;SEM075;BARQUETA ARROZ A BANDA SIN MGS (1 x 280);0,00;;140423;140423;;;14/05/2023;;;
False;GENERAL;SEM076;BARQUETA FIDEUA SIN MGS (1 x 280);0,00;;140423;140423;;;14/05/2023;;;
False;GENERAL;SCRE056;FIDEUA (10 x 280 gr);0,00;;140423;140423;;;14/05/2023;;;
False;GENERAL;SEM046;SC SEMIELABORADO PATATAS CONFITADAS PX;0,00;MMPP REF;140423;140423;;;14/05/2023;;;
False;GENERAL;SEM110;SEMIELABORADO ARROZ NEGRO VAP. (BOLSA);0,00;MMPP REF;140423;140423;;;13/07/2023;;;
False;GENERAL;SEM065;SEMIELABORADO ARROZ NEGRO SIN MGS (BOLSA);0,00;MMPP REF;140423;140423;;;13/07/2023;;;
False;GENERAL;FPOS009;COULAND CHOCOLATE MICROONDAS SIN GLUTEN (36 uds);0,00;PPAA CONG;140424;140424;;;14/04/2025;;2,00;07/04/2025
False;GENERAL;FPOS008;COULAND CHOCOLATE HORNO SIN GLUTEN (36 uds);0,00;PPAA CONG;140424;140424;;;14/04/2025;;;
False;GENERAL;FCAR015;RABO DE VACUNO DESHUESADO PLANCHA (2x2.35 kg);0,00;;140519;140519;;;14/11/2020;;34,00;22/05/2025
False;GENERAL;FCAR016;RABO DE VACUNO DESHUESADO RACION (CAJA 16 uds);0,00;;140519;140519;;;14/11/2020;;;
False;GENERAL;FTAR002;TARTAR DE ATUN (CAJA 32 uds);0,00;;140519;140519;;;14/11/2020;;11,00;08/04/2025
False;GENERAL;SCRE022;LS ARROZ AL HORNO PLANES (12 RACIONES);0,00;;140521;140521;;;13/06/2021;;;
False;GENERAL;SCRE033;LS PAELLA DE MARISCO CONSUM (4 x 300 gr);0,00;;140521;140521;;;13/06/2021;;;
False;GENERAL;SCRE021;LS ARROZ DEL A BANDA PLANES (12 RACIONES);0,00;;140521;140521;;;13/06/2021;;;
False;GENERAL;SCRE025;LS ARROZ VERDURAS (4 X 300 gr);0,00;;140521;140521;;;13/06/2021;;;
False;GENERAL;SCRE026;LS ARROZ SECRETO IBÉRICO CON BOLETUS (4 X 300 gr);0,00;;140521;140521;;;13/06/2021;;;
False;GENERAL;FPOS008;COULAND CHOCOLATE HORNO SIN GLUTEN (36 uds);0,00;PPAA CONG;140522;140522;;;12/05/2023;;;
False;GENERAL;SCCO008;TARTAR DE SALMON LA SIRENA (CAJA 12 UDS);0,00;PPAA CONG;140522;140522;;;14/11/2023;;;
False;GENERAL;SEM005;SALSA DE VACUNO (BOLSA);0,00;PPAA CONG;140522;140522;;;14/11/2023;;;
False;GENERAL;FCAR019;SALSA DE VACUNO (16 ud);0,00;PPAA CONG;140522;140522;;;14/11/2023;;33,00;11/04/2025
False;GENERAL;FTAR001;TARTAR DE SALMON (CAJA 32 uds);0,00;PPAA CONG;140522;140522;;;14/05/2023;;6,00;07/04/2025
False;GENERAL;FCAR001;CARRILLERA  DE CERDO RACION (CAJA 16 uds);0,00;PPAA CONG;140522;140522;;;14/11/2023;;4,00;14/04/2025
False;GENERAL;FPOS009;COULAND CHOCOLATE MICROONDAS SIN GLUTEN (36 uds);0,00;PPAA  CONG;140524;140524;;;14/05/2025;;2,00;07/04/2025
False;GENERAL;FMUE003;PULLED PORK BBQ (200 gr);0,00;PPAA CONG;140524;140524;;;14/11/2025;;;
False;GENERAL;FPREM002;SELECCIÓN SECRETO DE CERDO IBÉRICO KG (CAJA 4KG);0,00;PPAA CONG;140524;140524;;;14/11/2025;;4,00;08/04/2025
False;GENERAL;FCAR053;PULLED PORK BBQ (Caja 8 uds X 500 gr);0,00;PPAA CONG;140524;140524;;;14/11/2025;;;
False;GENERAL;FCAR005;MANITAS DE CERDO DESHUESADAS RACION (CAJA 16 uds);0,00;PPAA CONG;140524;140524;;;14/11/2025;;;
False;CARBÓ;FPOS009;COULAND CHOCOLATE MICROONDAS SIN GLUTEN (36 uds);0,00;;140524;140524;;;14/05/2025;;;
False;CARBÓ;FPREM002;SELECCIÓN SECRETO DE CERDO IBÉRICO KG (CAJA 4KG);0,00;;140524;140524;;;14/11/2025;;;
False;GENERAL;SEM085;SEMIELABORADO DE ARROZ DE SECRETO IBERICO CON SETAS MERCADONA (BOLSA);0,00;MMPP REF;140524;140524;;;13/07/2024;;;
False;GENERAL;FCAR001;CARRILLERA  DE CERDO RACION (CAJA 16 uds);0,00;;140621;140621;;;14/12/2022;;4,00;14/04/2025
False;GENERAL;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);0,00;;140621;140621;;;12/09/2021;;504,00;09/04/2025
False;GENERAL;FCAR007;SECRETO DE CERDO IBERICO kg (CAJA 4kg);0,00;PPAA CONG;140621;140621;;;14/12/2022;;;
False;VIRTUAL INCIDENCIAS;FCAR002;COCHINILLO DESHUESADO RACION (CAJA 16 uds);0,00;;140621;140621;;;14/12/2022;;;
False;GENERAL;FCAR031;PULLED PORK (Caja 8 uds X 500 g);0,00;PPAA CONG;140621;140621;;;14/12/2022;;1,00;03/04/2024
False;GENERAL;FCAR024;COCHINILLO DESHUESADO PLANCHA (CAJA 3X 2,15 kg);0,00;;140621;140621;;;14/12/2022;;58,00;23/06/2025
False;GENERAL;FCAR002;COCHINILLO DESHUESADO RACION (CAJA 16 uds);0,00;PPAA CONG;140621;140621;;;14/12/2022;;;
False;GENERAL;FCAR007;SECRETO DE CERDO IBERICO kg (CAJA 4kg);0,00;PPAA CONG;140622;140622;;;14/12/2023;;;
False;GENERAL;FTAR002;TARTAR DE ATUN (CAJA 32 uds);0,00;PPAA CONG;140622;140622;;;14/12/2023;;11,00;08/04/2025
False;GENERAL;SEM046;SC SEMIELABORADO PATATAS CONFITADAS PX;0,00;MMPP REF;140622;140622;;;15/08/2022;;;
False;GENERAL;SEM047;SC SEMIELABORADO DE SECRETO IBERICO CON PX;0,00;PPAA REF;140622;140622;;;14/07/2022;;;
False;GENERAL;FCAR001;CARRILLERA  DE CERDO RACION (CAJA 16 uds);0,00;PPAA CONG;140622;140622;;;14/12/2023;;4,00;14/04/2025
False;GENERAL;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);0,00;PPAA REF;140623;140623;;;12/09/2023;;504,00;09/04/2025
False;GENERAL;FCAR019;SALSA DE VACUNO (16 ud);0,00;PPAA CONG;140623;140623;;;14/12/2024;;33,00;11/04/2025
False;GENERAL;FPOS010;COULAND CHOCOLATE MICRO. BLANCO SIN GLUTEN  (36ud);0,00;PPAA CONG;140623;140623;;;14/06/2024;;;
False;GENERAL;FCAR015;RABO DE VACUNO DESHUESADO PLANCHA (2x2.35 kg);0,00;PPAA CONG;140623;140623;;;14/12/2024;;34,00;22/05/2025
False;GENERAL;SEM103;SEMIELABORADO RABO DESHUESADO;0,00;PPAA CONG;140623;140623;;;14/12/2024;;;
False;DEPÓSITOS;FCAR015;RABO DE VACUNO DESHUESADO PLANCHA (2x2.35 kg);0,00;;140623;140623;;;14/12/2024;;;
False;GENERAL;FCAR016;RABO DE VACUNO DESHUESADO RACION (CAJA 16 uds);0,00;PPAA CONG;140623;140623;;;14/12/2024;;;
False;GENERAL;SCRE049;CARRILLERA DE CERDO AL OPORTO (1 x 220 gr);0,00;PPAA REF;140623;140623;;;21/08/2023;;72,00;09/04/2025
False;GENERAL;SEM005;SALSA DE VACUNO (BOLSA);0,00;PPAA CONG;140623;140623;;;14/12/2024;;;
False;GENERAL;SEM109;SEMIELABORADO FIDEUA LIDL/ALDI (BOLSA);0,00;MMPP REF;140623;140623;;;12/09/2023;;;
False;GENERAL;SCRE048;RABO DE VACUNO CON SETAS (1  x 350 gr);0,00;PPAA REF;140623;140623;;;21/08/2023;;432,00;09/04/2025
False;GENERAL / 2;SEM109;SEMIELABORADO FIDEUA LIDL/ALDI (BOLSA);0,00;MMPP REF;140623;140623;;;12/09/2023;;;
False;GENERAL;SEM124;BARQUETA FIDEUA MARINERA ALDI (1 x 280 gr);0,00;PPAA REF;140624;140624;;;14/07/2024;;;
False;GENERAL;SEM046;SC SEMIELABORADO PATATAS CONFITADAS PX;0,00;PPAA REF;140624;140624;;;14/07/2024;;;
False;GENERAL;SCCO013;TARTAR DE ATÚN LA SIRENA (ESTUCHE 100 gr);0,00;PPAA CONG;140624;140624;;;14/12/2025;;;
False;GENERAL;SEM047;SC SEMIELABORADO DE SECRETO IBERICO CON PX;0,00;PPAA REF;140624;140624;;;14/07/2024;;;
False;GENERAL;SEM105;SEMIELABORADO CORDERO DESHUESADO;0,00;PPAA CONG;140624;140624;;;14/12/2025;;;
False;GENERAL;SCRE070;FIDEUA MARINERA CONSUM (1 X 280 gr);0,00;PPAA REF;140624;140624;;;14/07/2024;;180,00;09/04/2025
False;GENERAL;SEM100;SEMIELABORADO SALSA CARRILLERA AL OPORTO;0,00;MMPP REF;140624;140624;;;13/08/2024;;;
False;GENERAL;FCAR011;CORDERO DESHUESADO PLANCHA (3x2,35kg);0,00;;140720;140720;;;14/01/2022;;62,00;20/10/2025
False;GENERAL;FPOS005;BROWNIE DE CHOCOLATE SIN GLUTEN RACIÓN (36 uds);0,00;;140720;140720;;;14/07/2021;;;
False;GENERAL;FCAR006;MANITAS DE CERDO DESHUESADAS PLANCHA (CAJA 3X2,35kg);0,00;;140721;140721;;;14/01/2023;;;
False;GENERAL;SCRE010;SECRETO IBÉRICO CON PX Y PATATAS CONFITADAS (1 ud);0,00;PPAA CONG;140721;140721;;;12/10/2021;;504,00;09/04/2025
False;GENERAL;FCAR019;SALSA DE VACUNO (16 ud);0,00;PPAA CONG;140721;140721;;;14/01/2023;;33,00;11/04/2025
False;GENERAL;FCAR007;SECRETO DE CERDO IBERICO kg (CAJA 4kg);0,00;;140721;140721;;;14/01/2023;;;
False;GENERAL;FPOS005;BROWNIE DE CHOCOLATE SIN GLUTEN RACIÓN (36 uds);0,00;PPAA CONG;140721;140721;;;14/07/2022;;;
False;VIRTUAL INCIDENCIAS;FPOS005;BROWNIE DE CHOCOLATE SIN GLUTEN RACIÓN (36 uds);0,00;;140721;140721;;;14/07/2022;;;
False;GENERAL;SEM005;SALSA DE VACUNO (BOLSA);0,00;PPAA CONG;140721;140721;;;14/01/2023;;;
False;GENERAL;SEM087;BARQUETA PAELLA VALENCIANA LIDL (1 x 300);0,00;PPAA REF;140722;140722;;;13/08/2022;;;
False;GENERAL;SEM074;BARQUETA PAELLA VALENCIANA (1 x 300);0,00;PPAA REF;140722;140722;;;13/08/2022;;;
False;GENERAL;SCRE053;PAELLA VALENCIANA / ARROZ A BANDA / FIDEUA ALDI (4 x 300 + 4 x 280 + 4 x 280);0,00;ppaa ref;140722;140722;;;13/08/2022;;;
False;GENERAL;SEM053;PREPARADO SAL, AJO, ROMERO Y PIMIENTA;0,00;secos;140722;140722;;;05/01/2024;;;
False;GENERAL;FCAR007;SECRETO DE CERDO IBERICO kg (CAJA 4kg);0,00;PPAA CONG;140722;140722;;;14/01/2024;;;
False;GENERAL;SCRE047;ARROZ VERDURAS (1 X 280 gr);0,00;PPAA REF;140722;140722;;;13/08/2022;;1.080,00;09/04/2025
False;GENERAL;SCRE052;PAELLA VALENCIANA (10 x 300 gr);0,00;ppaa ref;140722;140722;;;13/08/2022;;;
False;GENERAL;FPOS005;BROWNIE DE CHOCOLATE SIN GLUTEN RACIÓN (36 uds);0,00;PPAA REF;140722;140722;;;14/07/2023;;;
False;GENERAL;FPOS005;BROWNIE DE CHOCOLATE SIN GLUTEN RACIÓN (36 uds);0,00;PPAA CONG;140723;140723;;;14/07/2024;;;
False;GENERAL;FTAR001;TARTAR DE SALMON (CAJA 32 uds);0,00;PPAA CONG;140723;140723;;;14/07/2024;;6,00;07/04/2025
False;GENERAL;SEM099;SEMIELABORADO SALSA RABO CON SETAS;0,00;MMPP REF;140724;140724;;;12/09/2024;;;
